site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id
chr2	6186609	6186616	C3_AP2EREBP_46	9.70476	+	chr2	6186702	6186710	C3_FAR1_21	11.07316	+	86	TF1-TF2	transcript	-	6185948	6188704	query_1	2092	start	1.0	0.002	PeakInsideFeature	Mp2g05950.1	Mp2g05950
chr3	898760	898766	C6_TCP_40	8.27338	-	chr3	898833	898841	C3_BBRBPC_14	11.07316	-	67	TF2-TF1	transcript	+	898757	901080	query_1	6	start	1.0	0.002	PeakInsideFeature	Mp3g00710.1	Mp3g00710
chr3	898771	898778	C6_bHLH_57	9.70476	+	chr3	898833	898841	C3_BBRBPC_14	11.07316	-	55	convergent	transcript	+	898757	901080	query_1	17	start	1.0	0.003	PeakInsideFeature	Mp3g00710.1	Mp3g00710
chr3	898732	898741	C3_C2H2_43	12.46255	-	chr3	898760	898766	C6_TCP_40	8.27338	-	19	TF2-TF1	transcript	+	898757	901080	query_1	21	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898732	898741	C3_C2H2_43	12.46255	-	chr3	898771	898778	C6_bHLH_57	9.70476	+	30	divergent	transcript	+	898757	901080	query_1	21	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898725	898734	C3_C2H2_5	12.46255	-	chr3	898760	898766	C6_TCP_40	8.27338	-	26	TF2-TF1	transcript	+	898757	901080	query_1	28	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898723	898731	C3_MYB_7	11.05216	+	chr3	898760	898766	C6_TCP_40	8.27338	-	29	convergent	transcript	+	898757	901080	query_1	30	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898723	898731	C3_MYB_7	11.05216	+	chr3	898771	898778	C6_bHLH_57	9.70476	+	40	TF1-TF2	transcript	+	898757	901080	query_1	30	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr1	23404827	23404834	C5_MYB_30-C6_MYB_29	9.66277	-	chr1	23404913	23404921	C6_MADS_2	11.03117	-	79	TF2-TF1	transcript	-	23397757	23401153	query_1	3677	start	0.0	0.0	Upstream	Mp1g22760.1	Mp1g22760
chr3	898673	898679	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	8.31536	-	chr3	898733	898741	C10_BBRBPC_4-C3_BBRBPC_2-C5_BBRBPC_3	11.07316	-	54	TF2-TF1	transcript	+	898757	901080	query_1	81	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898724	898730	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	8.31536	-	chr3	898733	898741	C10_BBRBPC_4-C3_BBRBPC_2-C5_BBRBPC_3	11.07316	-	3	TF2-TF1	transcript	+	898757	901080	query_1	30	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898673	898679	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	8.31536	-	chr3	898732	898741	C3_C2H2_43	12.46255	-	53	TF2-TF1	transcript	+	898757	901080	query_1	81	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898724	898730	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	8.31536	-	chr3	898732	898741	C3_C2H2_43	12.46255	-	2	TF2-TF1	transcript	+	898757	901080	query_1	30	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898673	898679	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	8.31536	-	chr3	898725	898734	C3_C2H2_5	12.46255	-	46	TF2-TF1	transcript	+	898757	901080	query_1	81	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898725	898734	C3_C2H2_5	12.46255	-	chr3	898735	898741	C1_MYB_7-C10_MYB_37-C11_MYB_4-C13_MYB_16-C2_MYB_43-C3_MYB_23-C4_MYB_35-C5_MYB_51-C6_MYB_47	8.31536	-	1	TF2-TF1	transcript	+	898757	901080	query_1	28	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898734	898742	C10_BBRBPC_14-C3_BBRBPC_9-C5_BBRBPC_11	11.07316	+	chr3	898745	898753	C3_C2H2_21	5.11063	-	3	convergent	transcript	+	898757	901080	query_1	19	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	7694088	7694096	C10_BBRBPC_14-C3_BBRBPC_9-C5_BBRBPC_11	11.07316	+	chr3	7694129	7694137	C3_C2H2_21	11.09415	-	33	convergent	transcript	+	7694139	7695234	query_1	47	start	0.0	0.0	Upstream	Mp3g07990.1	Mp3g07990
chr3	898673	898680	C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	9.70476	-	chr3	898725	898733	C10_C2H2_5-C3_C2H2_3-C5_C2H2_5-C6_C2H2_7	11.07316	-	45	TF2-TF1	transcript	+	898757	901080	query_1	81	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898725	898733	C10_C2H2_5-C3_C2H2_3-C5_C2H2_5-C6_C2H2_7	11.07316	-	chr3	898735	898742	C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	9.70476	-	2	TF2-TF1	transcript	+	898757	901080	query_1	28	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898673	898680	C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	9.70476	-	chr3	898771	898778	C6_bHLH_57	9.70476	+	91	divergent	transcript	+	898757	901080	query_1	81	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898735	898742	C1_C2H2_16-C2_C2H2_66-C4_C2H2_56-C5_C2H2_84-C6_C2H2_81	9.70476	-	chr3	898771	898778	C6_bHLH_57	9.70476	+	29	divergent	transcript	+	898757	901080	query_1	19	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	898745	898753	C3_C2H2_21	5.11063	-	chr3	898760	898766	C6_TCP_40	8.27338	-	7	TF2-TF1	transcript	+	898757	901080	query_1	8	start	0.0	0.0	Upstream	Mp3g00710.1	Mp3g00710
chr3	7694062	7694068	C6_TCP_40	8.27338	+	chr3	7694129	7694137	C3_C2H2_21	11.09415	-	61	convergent	transcript	+	7694139	7695234	query_1	74	start	0.0	0.0	Upstream	Mp3g07990.1	Mp3g07990
chr5	24980163	24980170	C2_WRKY_19	3.79767	+	chr5	24980174	24980181	C2_NAC_8	3.67017	+	4	TF1-TF2	transcript	+	24986403	24990526	query_1	6237	start	0.0	0.0	Upstream	Mp5g23230.1	Mp5g23230
chr5	24980163	24980170	C2_WRKY_19	3.79767	+	chr5	24980191	24980198	C2_NAC_8	3.67017	+	21	TF1-TF2	transcript	+	24986403	24990526	query_1	6237	start	0.0	0.0	Upstream	Mp5g23230.1	Mp5g23230
