site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id
chr2	18483437	18483446	C10_C2H2_3	6.45803	+	chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	100	convergent	transcript	-	18482622	18485461	query_1	2020	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483452	18483461	C10_C2H2_3	6.45803	+	chr2	18483465	18483472	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	4	convergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483452	18483461	C10_C2H2_3	6.45803	+	chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	61	convergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483452	18483461	C10_C2H2_3	6.45803	+	chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	85	convergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483453	18483460	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483488	18483497	C10_C2H2_3	12.44156	+	28	divergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483453	18483460	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483506	18483515	C10_C2H2_3	6.45803	+	46	divergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483453	18483460	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483545	18483554	C10_C2H2_3	6.45803	+	85	divergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483453	18483460	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483560	18483569	C10_C2H2_3	12.44156	+	100	divergent	transcript	-	18482622	18485461	query_1	2005	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483465	18483472	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483488	18483497	C10_C2H2_3	12.44156	+	16	divergent	transcript	-	18482622	18485461	query_1	1993	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483465	18483472	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483506	18483515	C10_C2H2_3	6.45803	+	34	divergent	transcript	-	18482622	18485461	query_1	1993	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483465	18483472	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483545	18483554	C10_C2H2_3	6.45803	+	73	divergent	transcript	-	18482622	18485461	query_1	1993	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483465	18483472	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483560	18483569	C10_C2H2_3	12.44156	+	88	divergent	transcript	-	18482622	18485461	query_1	1993	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483488	18483497	C10_C2H2_3	12.44156	+	chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	25	convergent	transcript	-	18482622	18485461	query_1	1969	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483488	18483497	C10_C2H2_3	12.44156	+	chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	49	convergent	transcript	-	18482622	18485461	query_1	1969	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483488	18483497	C10_C2H2_3	12.44156	+	chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	82	convergent	transcript	-	18482622	18485461	query_1	1969	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483506	18483515	C10_C2H2_3	6.45803	+	chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	7	convergent	transcript	-	18482622	18485461	query_1	1951	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483506	18483515	C10_C2H2_3	6.45803	+	chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	31	convergent	transcript	-	18482622	18485461	query_1	1951	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483506	18483515	C10_C2H2_3	6.45803	+	chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	64	convergent	transcript	-	18482622	18485461	query_1	1951	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483506	18483515	C10_C2H2_3	6.45803	+	chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	88	convergent	transcript	-	18482622	18485461	query_1	1951	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483545	18483554	C10_C2H2_3	6.45803	+	16	divergent	transcript	-	18482622	18485461	query_1	1936	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483560	18483569	C10_C2H2_3	12.44156	+	31	divergent	transcript	-	18482622	18485461	query_1	1936	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483602	18483611	C10_C2H2_3	6.45803	+	73	divergent	transcript	-	18482622	18485461	query_1	1936	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483522	18483529	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483617	18483626	C10_C2H2_3	12.44156	+	88	divergent	transcript	-	18482622	18485461	query_1	1936	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483545	18483554	C10_C2H2_3	6.45803	+	chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	25	convergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483545	18483554	C10_C2H2_3	6.45803	+	chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	49	convergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483545	18483554	C10_C2H2_3	6.45803	+	chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	85	convergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483560	18483569	C10_C2H2_3	12.44156	+	7	divergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483602	18483611	C10_C2H2_3	6.45803	+	49	divergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483617	18483626	C10_C2H2_3	12.44156	+	64	divergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483638	18483647	C10_C2H2_3	6.45803	+	85	divergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483546	18483553	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483653	18483662	C10_C2H2_3	6.45803	+	100	divergent	transcript	-	18482622	18485461	query_1	1912	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483560	18483569	C10_C2H2_3	12.44156	+	chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	10	convergent	transcript	-	18482622	18485461	query_1	1897	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483560	18483569	C10_C2H2_3	12.44156	+	chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	34	convergent	transcript	-	18482622	18485461	query_1	1897	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483560	18483569	C10_C2H2_3	12.44156	+	chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	70	convergent	transcript	-	18482622	18485461	query_1	1897	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483602	18483611	C10_C2H2_3	6.45803	+	16	divergent	transcript	-	18482622	18485461	query_1	1879	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483617	18483626	C10_C2H2_3	12.44156	+	31	divergent	transcript	-	18482622	18485461	query_1	1879	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483638	18483647	C10_C2H2_3	6.45803	+	52	divergent	transcript	-	18482622	18485461	query_1	1879	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483653	18483662	C10_C2H2_3	6.45803	+	67	divergent	transcript	-	18482622	18485461	query_1	1879	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483579	18483586	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483674	18483683	C10_C2H2_3	12.44156	+	88	divergent	transcript	-	18482622	18485461	query_1	1879	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483602	18483611	C10_C2H2_3	6.45803	+	chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	28	convergent	transcript	-	18482622	18485461	query_1	1855	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483617	18483626	C10_C2H2_3	12.44156	+	7	divergent	transcript	-	18482622	18485461	query_1	1855	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483638	18483647	C10_C2H2_3	6.45803	+	28	divergent	transcript	-	18482622	18485461	query_1	1855	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483653	18483662	C10_C2H2_3	6.45803	+	43	divergent	transcript	-	18482622	18485461	query_1	1855	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483674	18483683	C10_C2H2_3	12.44156	+	64	divergent	transcript	-	18482622	18485461	query_1	1855	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483603	18483610	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483701	18483710	C10_C2H2_3	12.44156	+	91	divergent	transcript	-	18482622	18485461	query_1	1855	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483617	18483626	C10_C2H2_3	12.44156	+	chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	13	convergent	transcript	-	18482622	18485461	query_1	1840	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483653	18483662	C10_C2H2_3	6.45803	+	7	divergent	transcript	-	18482622	18485461	query_1	1819	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483674	18483683	C10_C2H2_3	12.44156	+	28	divergent	transcript	-	18482622	18485461	query_1	1819	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483639	18483646	C1_C2H2_15-C3_C2H2_32-C5_C2H2_61	9.70476	-	chr2	18483701	18483710	C10_C2H2_3	12.44156	+	55	divergent	transcript	-	18482622	18485461	query_1	1819	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483194	18483203	C10_C2H2_3	6.45803	+	chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	66	convergent	transcript	-	18482622	18485461	query_1	2263	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483194	18483203	C10_C2H2_3	6.45803	+	chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	75	convergent	transcript	-	18482622	18485461	query_1	2263	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483215	18483224	C10_C2H2_3	6.45803	+	chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	45	convergent	transcript	-	18482622	18485461	query_1	2242	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483215	18483224	C10_C2H2_3	6.45803	+	chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	54	convergent	transcript	-	18482622	18485461	query_1	2242	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483215	18483224	C10_C2H2_3	6.45803	+	chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	99	convergent	transcript	-	18482622	18485461	query_1	2242	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483236	18483245	C10_C2H2_3	12.44156	+	chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	24	convergent	transcript	-	18482622	18485461	query_1	2221	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483236	18483245	C10_C2H2_3	12.44156	+	chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	33	convergent	transcript	-	18482622	18485461	query_1	2221	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483236	18483245	C10_C2H2_3	12.44156	+	chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	78	convergent	transcript	-	18482622	18485461	query_1	2221	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483257	18483266	C10_C2H2_3	12.44156	+	chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	3	convergent	transcript	-	18482622	18485461	query_1	2200	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483257	18483266	C10_C2H2_3	12.44156	+	chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	12	convergent	transcript	-	18482622	18485461	query_1	2200	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483257	18483266	C10_C2H2_3	12.44156	+	chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	57	convergent	transcript	-	18482622	18485461	query_1	2200	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483257	18483266	C10_C2H2_3	12.44156	+	chr2	18483359	18483365	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	93	convergent	transcript	-	18482622	18485461	query_1	2200	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483311	18483320	C10_C2H2_3	6.45803	+	36	divergent	transcript	-	18482622	18485461	query_1	2189	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483332	18483341	C10_C2H2_3	6.45803	+	57	divergent	transcript	-	18482622	18485461	query_1	2189	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483347	18483356	C10_C2H2_3	6.45803	+	72	divergent	transcript	-	18482622	18485461	query_1	2189	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483269	18483275	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483368	18483377	C10_C2H2_3	6.45803	+	93	divergent	transcript	-	18482622	18485461	query_1	2189	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483311	18483320	C10_C2H2_3	6.45803	+	27	divergent	transcript	-	18482622	18485461	query_1	2180	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483332	18483341	C10_C2H2_3	6.45803	+	48	divergent	transcript	-	18482622	18485461	query_1	2180	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483347	18483356	C10_C2H2_3	6.45803	+	63	divergent	transcript	-	18482622	18485461	query_1	2180	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483368	18483377	C10_C2H2_3	6.45803	+	84	divergent	transcript	-	18482622	18485461	query_1	2180	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483278	18483284	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483383	18483392	C10_C2H2_3	6.45803	+	99	divergent	transcript	-	18482622	18485461	query_1	2180	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483311	18483320	C10_C2H2_3	6.45803	+	chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	3	convergent	transcript	-	18482622	18485461	query_1	2146	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483311	18483320	C10_C2H2_3	6.45803	+	chr2	18483359	18483365	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	39	convergent	transcript	-	18482622	18485461	query_1	2146	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483311	18483320	C10_C2H2_3	6.45803	+	chr2	18483395	18483401	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	75	convergent	transcript	-	18482622	18485461	query_1	2146	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483332	18483341	C10_C2H2_3	6.45803	+	3	divergent	transcript	-	18482622	18485461	query_1	2135	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483347	18483356	C10_C2H2_3	6.45803	+	18	divergent	transcript	-	18482622	18485461	query_1	2135	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483368	18483377	C10_C2H2_3	6.45803	+	39	divergent	transcript	-	18482622	18485461	query_1	2135	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483323	18483329	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483383	18483392	C10_C2H2_3	6.45803	+	54	divergent	transcript	-	18482622	18485461	query_1	2135	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483332	18483341	C10_C2H2_3	6.45803	+	chr2	18483359	18483365	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	18	convergent	transcript	-	18482622	18485461	query_1	2125	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483332	18483341	C10_C2H2_3	6.45803	+	chr2	18483395	18483401	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	54	convergent	transcript	-	18482622	18485461	query_1	2125	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483347	18483356	C10_C2H2_3	6.45803	+	chr2	18483359	18483365	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	3	convergent	transcript	-	18482622	18485461	query_1	2110	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483347	18483356	C10_C2H2_3	6.45803	+	chr2	18483395	18483401	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	39	convergent	transcript	-	18482622	18485461	query_1	2110	start	1.0	0.003	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483359	18483365	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483368	18483377	C10_C2H2_3	6.45803	+	3	divergent	transcript	-	18482622	18485461	query_1	2099	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
chr2	18483359	18483365	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C5_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.31536	-	chr2	18483383	18483392	C10_C2H2_3	6.45803	+	18	divergent	transcript	-	18482622	18485461	query_1	2099	start	1.0	0.002	PeakInsideFeature	Mp2g17300.1	Mp2g17300
