peak	cluster
chr2.2711634.2711721	C1
chr2.2863078.2863158	C1
chr2.2880172.2880320	C3
chr2.2897996.2898116	C6
chr2.2904726.2904794	C1
chr2.2933691.2933787	C3
chr2.3009433.3011935	C2
chr2.3090073.3090216	C3
chr2.3090324.3090669	C3
chr2.3134121.3134200	C3
chr2.3186603.3186943	C6
chr2.3187175.3187795	C6
chr2.3263491.3263907	C9
chr2.3393510.3393618	C3
chr2.3393716.3394127	C3
chr2.3411640.3411937	C10
chr2.3460129.3460304	C2
chr2.3460488.3460618	C3
chr2.3484531.3484613	C6
chr2.3501119.3501301	C6
chr2.3550581.3550941	C3
chr2.3586971.3587091	C2
chr2.3607741.3607973	C3
chr2.3718005.3718222	C1
chr2.3722564.3722711	C3
chr2.3781760.3781920	C3
chr2.3824803.3825031	C3
chr2.3830951.3831035	C3
chr2.3842269.3842387	C9
chr2.3849731.3849911	C1
chr2.3917284.3917568	C3
chr2.3931934.3932016	C3
chr2.3948731.3948935	C3
chr2.3954333.3954517	C3
chr2.3983653.3984187	C1
chr2.3984395.3984459	C5
chr2.4041622.4041843	C3
chr2.4074865.4074988	C6
chr2.4088374.4088515	C3
chr2.4166563.4166704	C2
chr2.4167013.4167688	C2
chr2.4192906.4193173	C3
chr2.4207007.4207113	C2
chr2.4229490.4229821	C2
chr2.4230039.4230220	C2
chr2.4233148.4233246	C2
chr2.4310697.4311642	C6
chr2.4382258.4382346	C3
chr2.4394037.4394499	C3
chr2.4402652.4402715	C3
chr2.4434035.4434341	C1
chr2.4478492.4478716	C1
chr2.4485260.4485382	C3
chr2.4487818.4487913	C3
chr2.4528885.4529039	C7
chr2.4603324.4603675	C2
chr2.4618137.4618425	C6
chr2.4623879.4624618	C10
chr2.4627788.4628252	C10
chr2.4662233.4662305	C1
chr2.4701440.4701654	C3
chr2.4720763.4720852	C1
chr2.4758159.4760578	C6
chr2.4797674.4797936	C6
chr2.4808845.4809970	C6
chr2.4840652.4841104	C6
chr2.4848061.4848126	C1
chr2.4849559.4849721	C6
chr2.4870110.4870235	C10
chr2.4888503.4888927	C4
chr2.4890704.4890941	C2
chr2.4892550.4892642	C6
chr2.4982711.4983192	C4
chr2.4983636.4984021	C6
chr2.5003860.5003965	C3
chr2.5057149.5057412	C3
chr2.5096678.5098427	C6
chr2.5112407.5114922	C2
chr2.5121808.5121940	C10
chr2.5160560.5160865	C3
chr2.5182568.5182793	C3
chr2.5268845.5269133	C5
chr2.5273377.5273625	C11
chr2.5311032.5311788	C6
chr2.5353955.5354238	C10
chr2.5366250.5366453	C4
chr2.5371497.5371893	C4
chr2.5379533.5379746	C3
chr2.5383859.5384101	C3
chr2.5387553.5387654	C3
chr2.5410630.5410897	C10
chr2.5418314.5418423	C3
chr2.5443656.5444024	C6
chr2.5444162.5444299	C2
chr2.5462349.5462986	C10
chr2.5523440.5524121	C6
chr2.5659223.5659487	C3
chr2.5679433.5680765	C1
chr2.5687138.5687244	C3
chr2.5690163.5690313	C3
chr2.5713514.5713761	C2
chr2.5719535.5719828	C2
chr2.5831120.5831571	C3
chr2.5834665.5834781	C15
chr2.5862015.5862254	C3
chr2.5886207.5886333	C6
chr2.5934007.5935241	C6
chr2.5992545.5992702	C3
chr2.5996641.5996993	C10
chr2.5997193.5997326	C3
chr2.6005450.6005873	C6
chr2.6021796.6021868	C3
chr2.6026440.6026549	C4
chr2.6169349.6169579	C3
chr2.6185320.6185664	C6
chr2.6186388.6187275	C7
chr2.6194993.6195068	C3
chr2.6239106.6239388	C2
chr2.6340145.6340213	C1
chr2.6348562.6349238	C6
chr2.6404632.6404741	C2
chr2.6404923.6405052	C2
chr2.6406811.6406946	C6
chr2.6407298.6407443	C6
chr2.6499336.6499648	C3
chr2.6573658.6573999	C6
chr2.6604718.6604861	C6
chr2.6622442.6622548	C2
chr2.6623545.6623718	C3
chr2.6632367.6632669	C9
chr2.6698503.6698895	C2
chr2.6706274.6706648	C5
chr2.6725705.6725934	C2
chr2.6753337.6753536	C3
chr2.6788002.6788160	C7
chr2.6794173.6794424	C6
chr2.6884567.6884850	C2
chr2.6945111.6945207	C3
chr2.6958560.6958670	C3
chr2.7150565.7150722	C3
chr2.7222630.7222898	C3
chr2.7224332.7224458	C2
chr2.7224630.7225205	C2
chr2.7242980.7243312	C5
chr2.7279482.7279796	C3
chr2.7340320.7340507	C1
chr2.7380404.7380653	C3
chr2.7393420.7393594	C3
chr2.7446832.7447357	C5
chr2.7514282.7514469	C1
chr2.7622882.7623114	C3
chr2.7710380.7710472	C3
chr2.7745964.7746128	C14
chr2.7754975.7755334	C3
chr2.7764326.7764454	C3
chr2.7777915.7778047	C3
chr2.7797329.7797398	C2
chr2.7824262.7824557	C4
chr2.7828986.7829206	C6
chr2.7845206.7845275	C10
chr2.7852680.7852791	C1
chr2.7870525.7870595	C2
chr2.7959447.7959591	C6
chr2.7968167.7968407	C2
chr2.7968561.7968696	C2
chr2.7977869.7977988	C3
chr2.8023689.8024080	C3
chr2.8031430.8031573	C6
chr2.8042412.8042522	C3
chr2.8049891.8050009	C1
chr2.8097928.8098783	C2
chr2.8148647.8148732	C15
chr2.8202465.8202907	C2
chr2.8226776.8226865	C3
chr2.8257504.8257631	C2
chr2.8263572.8263682	C2
chr2.8278001.8278540	C2
chr2.8307340.8307631	C2
chr2.8308358.8308547	C6
chr2.8334007.8334199	C1
chr2.8357447.8357526	C3
chr2.8364264.8364514	C8
chr2.8369772.8369904	C2
chr2.8439006.8439617	C6
chr2.8454564.8454888	C2
chr2.8467604.8468304	C10
chr2.8512045.8512111	C3
chr2.8546983.8547106	C3
chr2.8578783.8578872	C3
chr2.8585751.8585815	C1
chr2.8612162.8612327	C1
chr2.8629168.8629232	C3
chr2.8631767.8631928	C3
chr2.8665706.8665936	C4
chr2.8700177.8700512	C6
chr2.8711883.8711983	C6
chr2.8752107.8752900	C2
chr2.8754713.8754869	C3
chr2.8763215.8763355	C12
chr2.8775358.8775437	C3
chr2.8816585.8816956	C9
chr2.8862430.8862496	C1
chr2.8870166.8870231	C1
chr2.8961426.8961511	C3
chr2.9019973.9020220	C3
chr2.9046310.9046426	C6
chr2.9060776.9061007	C6
chr2.9154962.9155268	C2
chr2.9183038.9183172	C3
chr2.9226721.9226864	C3
chr2.9294769.9294855	C3
chr2.9313485.9313763	C3
chr2.9376741.9376950	C2
chr2.9391082.9391173	C3
chr2.9465943.9466092	C6
chr2.9488082.9488208	C6
chr2.9488327.9488962	C6
chr2.9492941.9493265	C6
chr2.9528684.9528873	C2
chr2.9535862.9536356	C6
chr2.9537106.9537566	C2
chr2.9579405.9579554	C1
chr2.9579895.9581426	C1
chr2.9627383.9627465	C10
chr2.9649850.9650304	C4
chr2.9654315.9654514	C1
chr2.9656189.9656408	C5
chr2.9693473.9694248	C4
chr2.9699317.9699544	C3
chr2.9701469.9701586	C1
chr2.9710468.9710628	C3
chr2.9810509.9810851	C3
chr2.9811609.9811778	C1
chr2.9850310.9851134	C4
chr2.9868859.9869260	C3
chr2.9900915.9901155	C3
chr2.9915564.9915740	C2
chr2.9921942.9922062	C3
chr2.9930820.9931067	C3
chr2.9940983.9941121	C1
chr2.10007715.10007920	C3
chr2.10089488.10090042	C6
chr2.10116962.10117170	C3
chr2.10184401.10184802	C8
chr2.10204307.10204431	C1
chr2.10214617.10214832	C2
chr2.10230761.10230892	C6
chr2.10249731.10250140	C6
chr2.10300900.10301101	C2
chr2.10346011.10346114	C3
chr2.10350303.10350503	C3
chr2.10392216.10392454	C6
chr2.10421942.10422017	C9
chr2.10423691.10424027	C2
chr2.10427288.10427360	C6
chr2.10427957.10428289	C6
chr2.10428743.10428841	C6
chr2.10458106.10458869	C9
chr2.10509696.10509936	C6
chr2.10510041.10510542	C2
chr2.10521566.10521684	C6
chr2.10521895.10521999	C2
chr2.10522124.10523458	C6
chr2.10525456.10525868	C2
chr2.10663499.10663579	C3
chr2.10668801.10669250	C1
chr2.10734131.10734216	C3
chr2.10756111.10756239	C1
chr2.10759115.10759254	C6
chr2.10765378.10765654	C10
chr2.10771506.10771903	C3
chr2.10863064.10863407	C6
chr2.10863666.10863786	C6
chr2.10864434.10864536	C1
chr2.10890254.10891401	C6
chr2.10891574.10891977	C6
chr2.10892188.10892323	C6
chr2.10913065.10913227	C6
chr2.10950243.10950383	C6
chr2.10955809.10956114	C2
chr2.10958126.10958308	C6
chr2.10965893.10966154	C3
chr2.10988324.10988605	C3
chr2.10999689.11000802	C6
chr2.11000978.11001292	C6
chr2.11020658.11020838	C3
chr2.11064831.11065231	C1
chr2.11083137.11083433	C2
chr2.11100177.11100340	C2
chr2.11108579.11108698	C1
chr2.11180879.11180996	C6
chr2.11203344.11203434	C1
chr2.11215151.11215295	C6
chr2.11223771.11223899	C6
chr2.11241035.11241295	C1
chr2.11302306.11302432	C2
chr2.11356192.11356336	C9
chr2.11395527.11395695	C3
chr2.11395793.11395927	C3
chr2.11400910.11401009	C3
chr2.11416729.11416918	C4
chr2.11461150.11461363	C5
chr2.11542183.11542298	C5
chr2.11552244.11552362	C3
chr2.11586281.11586603	C3
chr2.11592296.11592387	C3
chr2.11692822.11693296	C3
chr2.11767964.11768222	C3
chr2.11772487.11772825	C3
chr2.11786874.11787059	C1
chr2.11856852.11856946	C3
chr2.11861595.11862204	C1
chr2.11888890.11889113	C3
chr2.11898167.11898317	C3
chr2.11930984.11931151	C3
chr2.11963230.11963338	C1
chr2.12082096.12082667	C7
chr2.12085959.12086153	C3
chr2.12091128.12091303	C2
chr2.12118579.12119137	C10
chr2.12142383.12142508	C2
chr2.12163232.12163430	C3
chr2.12180601.12180765	C3
chr2.12180905.12180998	C3
chr2.12254856.12254976	C3
chr2.12274517.12275430	C1
chr2.12275547.12275914	C1
chr2.12327687.12328122	C10
chr2.12379346.12379522	C2
chr2.12437464.12437529	C15
chr2.12458273.12458407	C4
chr2.12502740.12503118	C3
chr2.12514142.12514241	C1
chr2.12591036.12591144	C6
chr2.12637812.12638072	C1
chr2.12652999.12653459	C6
chr2.12654379.12654537	C3
chr2.12736478.12736653	C3
chr2.12836190.12836451	C3
chr2.12894912.12895319	C6
chr2.12916884.12917950	C1
chr2.12920013.12920076	C1
chr2.12932041.12932179	C9
chr2.12942743.12942918	C3
chr2.12948687.12948971	C1
chr2.12950616.12950726	C6
chr2.13075223.13075384	C1
chr2.13075812.13075913	C1
chr2.13096669.13096788	C1
chr2.13152553.13152626	C3
chr2.13165189.13165314	C6
chr2.13176387.13176495	C15
chr2.13176661.13176993	C10
chr2.13179842.13180103	C6
chr2.13199897.13200068	C2
chr2.13207932.13207999	C1
chr2.13219107.13219219	C1
chr2.13222389.13222495	C3
chr2.13228186.13228428	C9
chr2.13248253.13248511	C9
chr2.13306769.13307134	C3
chr2.13376422.13376528	C11
chr2.13418493.13418641	C3
chr2.13424300.13424514	C2
chr2.13458351.13458462	C12
chr2.13470812.13471014	C3
chr2.13501231.13501627	C1
chr2.13502766.13503110	C6
chr2.13509607.13510008	C6
chr2.13510734.13510910	C6
chr2.13660023.13660118	C6
chr2.13753154.13753276	C6
chr2.13753553.13754508	C2
chr2.13771625.13771940	C2
chr2.13782080.13782441	C6
chr2.13787042.13787265	C6
chr2.13787461.13787767	C6
chr2.13791577.13791793	C2
chr2.13823278.13823628	C5
chr2.13832246.13832345	C3
chr2.13835146.13835316	C1
chr2.13849778.13849947	C3
chr2.13869915.13870297	C2
chr2.13921434.13921562	C1
chr2.13927608.13927726	C3
chr2.13932535.13932635	C1
chr2.13950631.13950732	C3
chr2.14028883.14029067	C4
chr2.14029145.14029389	C5
chr2.14096040.14096207	C3
chr2.14530189.14530400	C4
chr2.14644881.14645033	C3
chr2.14714130.14714388	C3
chr2.14731190.14731297	C6
chr2.14771454.14771666	C3
chr2.14777730.14778005	C2
chr2.14801192.14801968	C6
chr2.14870137.14870407	C2
chr2.14870540.14870651	C2
chr2.14871157.14871768	C2
chr2.14904840.14905113	C3
chr2.15015381.15015595	C3
chr2.15049295.15049729	C2
chr2.15051217.15051338	C2
chr2.15103817.15103979	C2
chr2.15244082.15244367	C3
chr2.15397740.15397972	C2
chr2.15513733.15513817	C3
chr2.15631809.15631908	C1
chr2.15647936.15648120	C1
chr2.15689823.15690136	C1
chr2.15699473.15699563	C3
chr2.15782797.15782928	C3
chr2.15787275.15787570	C5
chr2.15816195.15816389	C6
chr2.15860435.15860656	C6
chr2.15866887.15867196	C15
chr2.15889977.15890040	C3
chr2.15933982.15934254	C3
chr2.15950014.15950288	C1
chr2.15952832.15952901	C1
chr2.15970549.15970677	C6
chr2.16001775.16001868	C6
chr2.16011606.16011719	C3
chr2.16067544.16067800	C13
chr2.16093398.16094683	C6
chr2.16098411.16098574	C14
chr2.16101179.16101398	C14
chr2.16104289.16104620	C6
chr2.16112719.16112813	C14
chr2.16116629.16116739	C3
chr2.16198175.16198882	C6
chr2.16226077.16226230	C4
chr2.16253780.16254281	C2
chr2.16257880.16258016	C6
chr2.16313402.16313522	C3
chr2.16366594.16366716	C1
chr2.16539047.16539152	C2
chr2.16539800.16540526	C3
chr2.16674499.16674724	C2
chr2.16685478.16685674	C1
chr2.16759706.16759813	C10
chr2.16815556.16815786	C2
chr2.16918903.16919035	C1
chr2.17130485.17130635	C6
chr2.17131171.17131341	C6
chr2.17131762.17131984	C6
chr2.17170369.17171203	C10
chr2.17176826.17176945	C3
chr2.17177177.17177674	C3
chr2.17210209.17210448	C6
chr2.17239113.17239735	C1
chr2.17267233.17267375	C3
chr2.17281456.17281564	C6
chr2.17282155.17282514	C6
chr2.17360197.17360553	C3
chr2.17366819.17366988	C3
chr2.17403574.17403870	C1
chr2.17473325.17473677	C10
chr2.17510729.17511025	C9
chr2.17525937.17526405	C9
chr2.17529731.17530122	C2
chr2.17558417.17558725	C6
chr2.17605248.17605356	C10
chr2.17630570.17631025	C10
chr2.17725760.17726077	C3
chr2.17803998.17804170	C10
chr2.17869341.17869439	C3
chr2.17869705.17869790	C15
chr2.17937048.17937157	C12
chr2.17941667.17942113	C2
chr2.17942225.17942344	C2
chr2.17952990.17953143	C3
chr2.17960499.17961568	C6
chr2.17966907.17967014	C3
chr2.18005630.18006476	C2
chr2.18063281.18063603	C2
chr2.18068542.18068687	C1
chr2.18081821.18081972	C2
chr2.18087989.18088218	C1
chr2.18112097.18112206	C2
chr2.18119027.18119268	C3
chr2.18132161.18132342	C3
chr2.18159586.18159699	C6
chr2.18198955.18199090	C7
chr2.18204211.18204566	C3
chr2.18205397.18205480	C3
chr2.18252726.18252955	C6
chr2.18270184.18270307	C3
chr2.18286532.18286757	C3
chr2.18345181.18345574	C10
chr2.18372375.18372816	C3
chr2.18483083.18483865	C15
chr2.18591466.18591627	C6
chr2.18599773.18600982	C10
chr2.18628717.18629016	C6
chr2.18669490.18669791	C3
chr2.18712692.18713785	C3
chr2.18726325.18729068	C4
chr2.18729224.18729579	C6
chr2.18788135.18788228	C6
chr2.18829212.18829566	C6
chr2.18843319.18843456	C3
chr2.18881411.18881641	C2
chr2.18978336.18978790	C6
chr2.18979755.18980206	C6
chr2.18999386.18999720	C2
chr2.18999967.19000357	C6
chr2.19020295.19020398	C6
chr2.19020476.19020578	C6
chr2.19061758.19061873	C1
chr2.19094797.19095284	C3
chr2.19097349.19097544	C5
chr2.19141932.19142094	C1
chr2.19292767.19292836	C3
chr2.19356704.19356939	C5
chr2.19397199.19397586	C3
chr2.19561742.19561929	C3
chr2.19615935.19616009	C3
chr2.19717648.19717749	C9
chr2.19722686.19723958	C1
chr2.19731247.19731358	C1
chr2.19809077.19809182	C1
chr2.19891163.19891276	C2
chr2.19938411.19938579	C3
chr2.19950258.19950335	C11
chr2.20002123.20002194	C3
chr2.20053549.20053761	C9
chr2.20054028.20054158	C1
chr2.20082850.20083637	C5
chr2.20155399.20155632	C12
chr2.20166797.20167368	C2
chr2.20186760.20186834	C1
chr2.20239462.20239584	C3
chr2.20243119.20243564	C9
chr2.20280772.20281658	C6
chr2.20506403.20506573	C3
chr2.20540240.20540439	C3
chr2.20560963.20561531	C5
chr2.20565726.20565913	C6
chr2.20638192.20638292	C3
chr2.20660104.20660226	C6
chr2.20663414.20663506	C3
chr2.20665045.20666596	C5
chr2.20666720.20666843	C5
chr2.20667346.20667789	C5
chr2.20760822.20760933	C13
chr2.20857964.20858316	C3
chr2.20896025.20896385	C10
chr2.20912345.20912504	C3
chr2.20951726.20951848	C3
chr2.20961996.20962412	C2
chr2.20999018.20999091	C4
chr2.21029131.21029215	C3
chr2.21057010.21058080	C3
chr2.21099258.21099484	C3
chr2.21111761.21112234	C6
chr2.21158417.21158908	C6
chr2.21160046.21160615	C1
chr2.21239507.21239774	C14
chr2.21271139.21271868	C6
chr2.21293590.21293847	C1
chr2.21298513.21298720	C3
chr2.21305795.21306085	C3
chr2.21374452.21374519	C1
chr2.21378544.21378765	C3
chr2.21379257.21379506	C3
chr2.21384213.21384538	C2
chr2.21476172.21476270	C1
chr2.21497819.21498177	C2
chr2.21516999.21517083	C3
chr2.21523301.21523443	C4
chr2.21624715.21624859	C3
chr2.21666672.21666751	C3
chr2.21693771.21694202	C2
chr2.21737654.21737945	C6
chr2.21755156.21755385	C2
chr2.21756865.21757257	C6
chr2.21871754.21872014	C7
chr2.22029285.22029573	C6
chr2.22079772.22080102	C1
chr2.22157875.22157956	C3
chr2.22191355.22191735	C8
chr2.22601920.22602453	C1
chr2.22702962.22703251	C2
chr2.22709418.22709521	C3
chr2.22710365.22710741	C6
chr2.22712118.22712326	C6
chr2.22712426.22712564	C6
chr2.22811671.22811744	C10
chr2.22848240.22848446	C5
chr2.22876763.22876850	C10
chr2.23001760.23002039	C8
chr2.23083126.23083364	C3
chr2.23102449.23102529	C10
chr2.23102703.23103077	C10
chr2.23103797.23104305	C3
chr2.23161608.23162517	C10
chr2.23204629.23205220	C10
chr2.23220820.23220896	C3
chr2.23271024.23271502	C3
chr2.23275683.23275837	C6
chr2.23275989.23276413	C6
chr2.23288790.23288862	C6
chr2.23290291.23290669	C6
chr2.23312155.23312387	C2
chr2.23331985.23332203	C6
chr2.23343027.23343826	C6
chr2.23360484.23360690	C2
chr2.23421867.23421966	C6
chr2.23571100.23571216	C9
chr2.23634061.23634244	C14
chr2.23680136.23680211	C3
chr2.23691605.23692087	C6
chr2.23692258.23692375	C6
chr2.23692485.23692583	C4
chr2.23706000.23706175	C3
chr2.23711696.23711831	C1
chr2.23738691.23739388	C9
chr2.23739590.23739809	C9
chr2.23742119.23742415	C1
chr2.23757779.23758249	C9
chr2.23820985.23821091	C3
chr2.23884781.23884958	C3
chr2.23898689.23898829	C3
chr2.23969037.23969590	C6
chr2.24006182.24006555	C3
chr2.24060499.24060758	C1
chr2.24095040.24095220	C6
chr2.24116165.24117442	C2
chr2.24163424.24163621	C6
chr2.24183643.24183836	C3
chr2.24271384.24271486	C2
chr2.24301975.24302155	C2
chr2.24318922.24319015	C1
chr2.24319160.24319542	C1
chr2.24332653.24332930	C6
chr2.24412371.24412471	C5
chr2.24441993.24442066	C1
chr2.24457368.24458206	C6
chr2.24475255.24475426	C5
chr2.24512352.24512462	C3
chr2.24565165.24565297	C2
chr2.24628809.24629641	C6
chr2.24666306.24666660	C2
chr2.24672396.24672498	C2
chr2.24704405.24704830	C6
chr2.24742904.24743307	C4
chr2.24746954.24747449	C5
chr2.24767095.24767284	C2
chr2.24768031.24769813	C2
chr2.24769969.24770465	C2
chr2.24797144.24797649	C6
chr2.24800510.24800619	C6
chr2.24806052.24806276	C2
chr2.24812046.24812179	C10
chr2.24843945.24844122	C3
chr2.24847500.24847760	C6
chr2.24847846.24848018	C6
chr2.24848209.24848351	C6
chr2.24855682.24855763	C3
chr2.24915429.24915606	C2
chr2.24924676.24924832	C2
chr2.24957568.24957684	C4
chr2.25042904.25043004	C3
chr2.25157966.25158254	C3
chr2.25192796.25193021	C3
chr2.25223613.25223702	C1
chr2.25246118.25246185	C3
chr2.25268044.25268714	C3
chr2.25289375.25289802	C3
chr2.25330410.25330496	C14
chr2.25330625.25330788	C14
chr2.25354539.25354877	C3
chr2.25390377.25390486	C3
chr2.25391549.25391953	C3
chr2.25395961.25396302	C3
chr2.25408192.25409249	C6
chr2.25425361.25425556	C3
chr2.25456220.25456444	C7
chr2.25470658.25470749	C3
chr2.25486193.25486433	C3
chr2.25490520.25490697	C2
chr2.25491463.25491560	C10
chr2.25495039.25495108	C3
chr2.25524958.25525091	C3
chr2.25537778.25537861	C3
chr2.25669478.25669703	C3
chr2.25673590.25673812	C3
chr2.25693167.25693510	C3
chr2.25693624.25693772	C3
chr2.25784554.25784675	C1
chr2.25832144.25832954	C6
chr2.25962026.25962235	C2
chr2.25963176.25963915	C10
chr2.25974583.25975150	C2
chr2.25980251.25980329	C10
chr2.26088134.26088335	C2
chr2.26189242.26189742	C2
chr2.26254395.26254494	C3
chr2.26259211.26259419	C3
chr2.26333445.26333824	C6
chr2.26362746.26362897	C3
chr2.26412183.26412547	C3
chr2.26437931.26438731	C4
chr2.26457167.26457629	C4
chr2.26488208.26488406	C11
chr2.26490151.26490296	C5
chr2.26490665.26490781	C5
chr2.26494054.26494408	C5
chr2.26535918.26536027	C2
chr2.26603851.26604466	C3
chr2.26682783.26682936	C6
chr2.26699577.26699642	C1
chr2.26702002.26702424	C3
chr2.26814794.26814979	C6
chr2.26887320.26887422	C1
chr2.26929260.26929397	C11
chr2.27058863.27058975	C2
chr2.27083066.27083365	C3
chr2.27103504.27103615	C1
chr2.27116826.27116931	C3
chr2.27138993.27139088	C1
chr2.27153998.27154414	C3
chr2.27154552.27154644	C3
chr2.27200473.27200637	C6
chr2.27246124.27246217	C9
chr2.27265296.27266896	C6
chr2.27267617.27269366	C5
chr2.27273644.27273807	C2
chr2.27306710.27307209	C5
chr2.27317465.27318471	C9
chr2.27318644.27318749	C2
chr2.27342679.27342884	C12
chr2.27393837.27394261	C11
chr2.27437868.27437966	C1
chr2.27473464.27473622	C1
chr2.27557050.27557971	C6
chr2.27582819.27584255	C6
chr2.27584763.27585170	C6
chr2.27600768.27600940	C6
chr2.27601049.27601337	C6
chr2.27621142.27621471	C12
chr2.27646462.27646724	C1
chr2.27746449.27747067	C2
chr2.27807689.27807783	C3
chr2.27880465.27880718	C5
chr2.27911506.27911672	C3
chr2.27915799.27915905	C3
chr2.27962151.27962360	C6
chr2.27965565.27965715	C1
chr2.27977670.27978739	C6
chr2.27981393.27981987	C2
chr2.27982639.27983109	C9
chr2.27996196.27996496	C1
chr2.28022413.28022525	C3
chr2.28036568.28036800	C3
chr2.28062721.28062899	C3
chr2.28071319.28071479	C6
chr2.28236129.28236269	C3
chr2.28278759.28278974	C6
chr2.28279192.28279385	C6
chr2.28280050.28280207	C6
chr2.28280319.28280468	C6
chr2.28372710.28372941	C3
chr2.28415831.28415903	C3
chr2.28418565.28418874	C4
chr2.28450929.28451123	C3
chr2.28481954.28482084	C6
chr2.28482537.28482850	C6
chr2.28546159.28546883	C9
chr2.28620453.28620541	C3
chr2.28836804.28837149	C2
chr2.28963113.28963303	C3
chr2.28965065.28965209	C2
chr2.28986866.28987038	C3
chr2.28990539.28990935	C9
chr2.29038218.29038337	C3
chr2.29099853.29100204	C10
chr2.29110792.29111340	C6
chr2.29117773.29117877	C6
chr2.29192680.29192916	C1
chr2.29241407.29241582	C11
chr2.29361384.29361507	C2
chr2.29372538.29372603	C3
chr2.29425956.29426104	C14
chr2.29432472.29432604	C6
chr2.29513282.29513356	C1
chr2.29616233.29616940	C1
chr2.29639876.29640022	C4
chr3.6408.6823	C6
chr3.11379.11857	C1
chr3.59051.59552	C3
chr3.193586.193677	C1
chr3.419138.419284	C1
chr3.452050.452238	C3
chr3.493104.493514	C2
chr3.500272.500785	C1
chr3.517582.518069	C7
chr3.578527.579060	C10
chr3.669748.670435	C5
chr3.670652.671495	C5
chr3.781998.782599	C6
chr3.837891.838134	C4
chr3.838311.838447	C3
chr3.871375.871524	C1
chr3.878616.880187	C5
chr3.898617.899224	C11
chr3.1023822.1024070	C3
chr3.1118705.1118883	C2
chr3.1132904.1133225	C6
chr3.1223710.1223941	C2
chr3.1288789.1289052	C3
chr3.1289731.1290132	C1
chr3.1299018.1299155	C2
chr3.1355174.1355314	C3
chr3.1372574.1372725	C6
chr3.1372919.1373084	C6
chr3.1377958.1378138	C3
chr3.1408372.1408446	C6
chr3.1413597.1413996	C5
chr3.1415121.1415264	C3
chr3.1422932.1423212	C1
chr3.1433150.1433447	C6
chr3.1445907.1446303	C4
chr3.1451089.1451238	C6
chr3.1451350.1451529	C6
chr3.1451717.1451826	C6
chr3.1463583.1463780	C10
chr3.1466066.1466204	C3
chr3.1486175.1486253	C3
chr3.1487214.1487451	C1
chr3.1594758.1594956	C3
chr3.1606373.1606531	C6
chr3.1622826.1622966	C10
chr3.1646273.1646464	C3
chr3.1652504.1652654	C2
chr3.1740798.1741541	C4
chr3.1762796.1763059	C10
chr3.1763308.1763503	C3
chr3.1779006.1779253	C6
chr3.1806985.1807091	C1
chr3.1822274.1822400	C6
chr3.1827983.1828554	C2
chr3.1871966.1872278	C10
chr3.1906638.1907665	C6
chr3.1915603.1917625	C6
chr3.1971010.1971767	C6
chr3.1976853.1976927	C3
chr3.2002273.2002503	C1
chr3.2004421.2004671	C6
chr3.2080742.2080817	C3
chr3.2085935.2086244	C3
chr3.2089220.2089395	C3
chr3.2123298.2123756	C6
chr3.2165747.2166145	C6
chr3.2227424.2227500	C15
chr3.2266286.2266566	C3
chr3.2281639.2282199	C2
chr3.2310147.2310296	C1
chr3.2389621.2389700	C3
chr3.2398389.2398465	C1
chr3.2429996.2430245	C4
chr3.2441484.2441866	C3
chr3.2524703.2525688	C2
chr3.2542193.2542341	C2
chr3.2549222.2549302	C1
chr3.2551490.2552140	C4
chr3.2659368.2659527	C1
chr3.2686587.2687071	C2
chr3.2767224.2767366	C3
chr3.2776064.2776457	C1
chr3.2824636.2824931	C14
chr3.2828814.2829005	C2
chr3.2873786.2873885	C3
chr3.3214605.3214671	C3
chr3.3320183.3320330	C3
chr3.3380587.3380755	C6
chr3.3434058.3434153	C14
chr3.3444178.3444422	C3
chr3.3635025.3635270	C3
chr3.3644785.3645511	C6
chr3.3718930.3719063	C15
chr3.3807897.3808139	C3
chr3.3826316.3826455	C2
chr3.3830049.3830241	C3
chr3.3850541.3850665	C6
chr3.3855956.3857562	C4
chr3.3896551.3896700	C4
chr3.3906855.3907012	C4
chr3.3949530.3949988	C12
chr3.4030331.4030543	C3
chr3.4063141.4063356	C3
chr3.4088942.4089704	C4
chr3.4095868.4096105	C3
chr3.4121105.4121439	C3
chr3.4159325.4159705	C3
chr3.4188144.4188334	C11
chr3.4218662.4219020	C11
chr3.4234297.4235408	C2
chr3.4292236.4292475	C2
chr3.4308897.4309213	C2
chr3.4327557.4327852	C3
chr3.4388153.4388317	C1
chr3.4416221.4416292	C3
chr3.4435393.4435491	C2
chr3.4453768.4453834	C3
chr3.4501485.4501559	C1
chr3.4505339.4505894	C6
chr3.4555665.4555889	C3
chr3.4787806.4788002	C2
chr3.4806763.4807039	C6
chr3.4838041.4838121	C4
chr3.4839843.4840209	C4
chr3.4900247.4900413	C2
chr3.4936605.4937246	C2
chr3.4963280.4963425	C2
chr3.4963711.4964346	C2
chr3.5075557.5075722	C3
chr3.5080975.5081067	C10
chr3.5238350.5238449	C6
chr3.5269941.5270217	C3
chr3.5274632.5274735	C3
chr3.5378042.5378309	C1
chr3.5455304.5455510	C13
chr3.5522584.5522864	C2
chr3.5619500.5619591	C6
chr3.5647109.5647342	C6
chr3.5728189.5728299	C3
chr3.5738379.5738801	C2
chr3.5738966.5739146	C6
chr3.5750409.5750590	C3
chr3.5765905.5766049	C3
chr3.5780444.5780508	C3
chr3.5837197.5837438	C6
