site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id
12	1040661	1040667	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040679	1040687	C1_E2FDP_1	0.95253	-	12	TF2-TF1												
12	1040661	1040667	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040713	1040721	C1_E2FDP_1	0.95955	-	46	TF2-TF1												
12	1040661	1040667	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	59	TF2-TF1												
12	1040679	1040687	C1_E2FDP_1	0.95253	-	12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	30	TF2-TF1												
12	1040679	1040687	C1_E2FDP_1	0.95253	-	12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	78	TF2-TF1												
12	1040683	1040689	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040713	1040721	C1_E2FDP_1	0.95955	-	24	TF2-TF1												
12	1040683	1040689	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	37	TF2-TF1												
12	1040683	1040689	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95253	-	12	1040783	1040791	C1_E2FDP_1	0.77302	-	94	TF2-TF1												
12	1040713	1040721	C1_E2FDP_1	0.95955	-	12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	44	TF2-TF1												
12	1040713	1040721	C1_E2FDP_1	0.95955	-	12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	100	TF2-TF1												
12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	12	1040726	1040734	C1_E2FDP_1	0.95955	-	3	TF2-TF1												
12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	12	1040783	1040791	C1_E2FDP_1	0.77302	-	60	TF2-TF1												
12	1040717	1040723	C2_AP2EREBP_3-C3_AP2EREBP_24	0.95955	-	12	1040817	1040825	C1_E2FDP_1	1.41965	-	94	TF2-TF1												
12	1040726	1040734	C1_E2FDP_1	0.95955	-	12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	31	TF2-TF1												
12	1040726	1040734	C1_E2FDP_1	0.95955	-	12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	87	TF2-TF1												
12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	12	1040783	1040791	C1_E2FDP_1	0.77302	-	12	TF2-TF1												
12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	12	1040817	1040825	C1_E2FDP_1	1.41965	-	46	TF2-TF1												
12	1040765	1040771	C2_AP2EREBP_3-C3_AP2EREBP_24	0.77302	-	12	1040839	1040847	C1_E2FDP_1	1.41965	-	68	TF2-TF1												
12	1040783	1040791	C1_E2FDP_1	0.77302	-	12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	30	TF2-TF1												
12	1040783	1040791	C1_E2FDP_1	0.77302	-	12	1040843	1040849	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41665	-	52	TF2-TF1												
12	1040783	1040791	C1_E2FDP_1	0.77302	-	12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	86	TF2-TF1												
12	1040817	1040825	C1_E2FDP_1	1.41965	-	12	1040843	1040849	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41665	-	18	TF2-TF1												
12	1040817	1040825	C1_E2FDP_1	1.41965	-	12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	52	TF2-TF1												
12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	12	1040839	1040847	C1_E2FDP_1	1.41965	-	12	TF2-TF1												
12	1040821	1040827	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41965	-	12	1040895	1040903	C1_E2FDP_1	1.27717	-	68	TF2-TF1												
12	1040839	1040847	C1_E2FDP_1	1.41965	-	12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	30	TF2-TF1												
12	1040839	1040847	C1_E2FDP_1	1.41965	-	12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	88	TF2-TF1												
12	1040843	1040849	C2_AP2EREBP_3-C3_AP2EREBP_24	1.41665	-	12	1040895	1040903	C1_E2FDP_1	1.27717	-	46	TF2-TF1												
12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	12	1040895	1040903	C1_E2FDP_1	1.27717	-	12	TF2-TF1												
12	1040877	1040883	C2_AP2EREBP_3-C3_AP2EREBP_24	1.29653	-	12	1040953	1040961	C1_E2FDP_1	1.52372	-	70	TF2-TF1												
12	1040895	1040903	C1_E2FDP_1	1.27717	-	12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	32	TF2-TF1												
12	1040895	1040903	C1_E2FDP_1	1.27717	-	12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	54	TF2-TF1												
12	1040895	1040903	C1_E2FDP_1	1.27717	-	12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	89	TF2-TF1												
12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	12	1040953	1040961	C1_E2FDP_1	1.52372	-	12	TF2-TF1												
12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	12	1040988	1040996	C1_E2FDP_1	1.74013	-	47	TF2-TF1												
12	1040935	1040941	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40082	-	12	1041022	1041030	C1_E2FDP_1	1.30409	-	81	TF2-TF1												
12	1040953	1040961	C1_E2FDP_1	1.52372	-	12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	31	TF2-TF1												
12	1040953	1040961	C1_E2FDP_1	1.52372	-	12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	65	TF2-TF1												
12	1040953	1040961	C1_E2FDP_1	1.52372	-	12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	86	TF2-TF1												
12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	12	1040988	1040996	C1_E2FDP_1	1.74013	-	25	TF2-TF1												
12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	12	1041022	1041030	C1_E2FDP_1	1.30409	-	59	TF2-TF1												
12	1040957	1040963	C2_AP2EREBP_3-C3_AP2EREBP_24	1.528	-	12	1041043	1041051	C1_E2FDP_1	1.67498	-	80	TF2-TF1												
12	1040988	1040996	C1_E2FDP_1	1.74013	-	12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	30	TF2-TF1												
12	1040988	1040996	C1_E2FDP_1	1.74013	-	12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	51	TF2-TF1												
12	1040988	1040996	C1_E2FDP_1	1.74013	-	12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	85	TF2-TF1												
12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	12	1041022	1041030	C1_E2FDP_1	1.30409	-	24	TF2-TF1												
12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	12	1041043	1041051	C1_E2FDP_1	1.67498	-	45	TF2-TF1												
12	1040992	1040998	C2_AP2EREBP_3-C3_AP2EREBP_24	1.74013	-	12	1041077	1041085	C1_E2FDP_1	1.56686	-	79	TF2-TF1												
12	1041022	1041030	C1_E2FDP_1	1.30409	-	12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	17	TF2-TF1												
12	1041022	1041030	C1_E2FDP_1	1.30409	-	12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	51	TF2-TF1												
12	1041022	1041030	C1_E2FDP_1	1.30409	-	12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	73	TF2-TF1												
12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	12	1041043	1041051	C1_E2FDP_1	1.67498	-	11	TF2-TF1												
12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	12	1041077	1041085	C1_E2FDP_1	1.56686	-	45	TF2-TF1												
12	1041026	1041032	C2_AP2EREBP_3-C3_AP2EREBP_24	1.32861	-	12	1041099	1041107	C1_E2FDP_1	1.56686	-	67	TF2-TF1												
12	1041043	1041051	C1_E2FDP_1	1.67498	-	12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	30	TF2-TF1												
12	1041043	1041051	C1_E2FDP_1	1.67498	-	12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	52	TF2-TF1												
12	1041043	1041051	C1_E2FDP_1	1.67498	-	12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	87	TF2-TF1												
12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	12	1041077	1041085	C1_E2FDP_1	1.56686	-	24	TF2-TF1												
12	1041047	1041053	C2_AP2EREBP_3-C3_AP2EREBP_24	1.67498	-	12	1041099	1041107	C1_E2FDP_1	1.56686	-	46	TF2-TF1												
12	1041077	1041085	C1_E2FDP_1	1.56686	-	12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	18	TF2-TF1												
12	1041077	1041085	C1_E2FDP_1	1.56686	-	12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	53	TF2-TF1												
12	1041077	1041085	C1_E2FDP_1	1.56686	-	12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	98	TF2-TF1												
12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041099	1041107	C1_E2FDP_1	1.56686	-	12	TF2-TF1												
12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041156	1041164	C1_E2FDP_1	1.83574	-	69	TF2-TF1												
12	1041081	1041087	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041179	1041187	C1_E2FDP_1	2.16746	-	92	TF2-TF1												
12	1041099	1041107	C1_E2FDP_1	1.56686	-	12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	31	TF2-TF1												
12	1041099	1041107	C1_E2FDP_1	1.56686	-	12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	76	TF2-TF1												
12	1041099	1041107	C1_E2FDP_1	1.56686	-	12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	98	TF2-TF1												
12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041156	1041164	C1_E2FDP_1	1.83574	-	47	TF2-TF1												
12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041179	1041187	C1_E2FDP_1	2.16746	-	70	TF2-TF1												
12	1041103	1041109	C2_AP2EREBP_3-C3_AP2EREBP_24	1.56686	-	12	1041201	1041209	C1_E2FDP_1	2.16746	-	92	TF2-TF1												
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041156	1041164	C1_E2FDP_1	1.83574	-	12	TF2-TF1												
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041179	1041187	C1_E2FDP_1	2.16746	-	35	TF2-TF1												
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041201	1041209	C1_E2FDP_1	2.16746	-	57	TF2-TF1												
12	1041138	1041144	C2_AP2EREBP_3-C3_AP2EREBP_24	1.7546	-	12	1041237	1041245	C1_E2FDP_1	2.26189	-	93	TF2-TF1												
12	1041156	1041164	C1_E2FDP_1	1.83574	-	12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	19	TF2-TF1												
12	1041156	1041164	C1_E2FDP_1	1.83574	-	12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	41	TF2-TF1												
12	1041156	1041164	C1_E2FDP_1	1.83574	-	12	1041241	1041247	C2_AP2EREBP_3-C3_AP2EREBP_24	2.26189	-	77	TF2-TF1												
12	1041156	1041164	C1_E2FDP_1	1.83574	-	12	1041263	1041269	C2_AP2EREBP_3-C3_AP2EREBP_24	2.30864	-	99	TF2-TF1												
12	1041179	1041187	C1_E2FDP_1	2.16746	-	12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	18	TF2-TF1												
12	1041179	1041187	C1_E2FDP_1	2.16746	-	12	1041241	1041247	C2_AP2EREBP_3-C3_AP2EREBP_24	2.26189	-	54	TF2-TF1												
12	1041179	1041187	C1_E2FDP_1	2.16746	-	12	1041263	1041269	C2_AP2EREBP_3-C3_AP2EREBP_24	2.30864	-	76	TF2-TF1												
12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041201	1041209	C1_E2FDP_1	2.16746	-	12	TF2-TF1												
12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041237	1041245	C1_E2FDP_1	2.26189	-	48	TF2-TF1												
12	1041183	1041189	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041259	1041267	C1_E2FDP_1	2.30864	-	70	TF2-TF1												
12	1041201	1041209	C1_E2FDP_1	2.16746	-	12	1041241	1041247	C2_AP2EREBP_3-C3_AP2EREBP_24	2.26189	-	32	TF2-TF1												
12	1041201	1041209	C1_E2FDP_1	2.16746	-	12	1041263	1041269	C2_AP2EREBP_3-C3_AP2EREBP_24	2.30864	-	54	TF2-TF1												
12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041237	1041245	C1_E2FDP_1	2.26189	-	26	TF2-TF1												
12	1041205	1041211	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16746	-	12	1041259	1041267	C1_E2FDP_1	2.30864	-	48	TF2-TF1												
12	1041237	1041245	C1_E2FDP_1	2.26189	-	12	1041263	1041269	C2_AP2EREBP_3-C3_AP2EREBP_24	2.30864	-	18	TF2-TF1												
12	1041241	1041247	C2_AP2EREBP_3-C3_AP2EREBP_24	2.26189	-	12	1041259	1041267	C1_E2FDP_1	2.30864	-	12	TF2-TF1												
12	66426621	66426629	C1_E2FDP_1	1.79321	+	12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	10	convergent												
12	66426621	66426629	C1_E2FDP_1	1.79321	+	12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	59	TF1-TF2												
12	66426635	66426643	C1_E2FDP_1	1.79321	-	12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	45	divergent												
12	66426635	66426643	C1_E2FDP_1	1.79321	-	12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	88	TF2-TF1												
12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	12	66426690	66426698	C1_E2FDP_1	1.99122	+	45	divergent												
12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	12	66426712	66426720	C1_E2FDP_1	2.22315	+	67	divergent												
12	66426639	66426645	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97064	-	12	66426727	66426735	C1_E2FDP_1	2.11838	-	82	TF2-TF1												
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426712	66426720	C1_E2FDP_1	2.22315	+	18	TF1-TF2												
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426727	66426735	C1_E2FDP_1	2.11838	-	33	convergent												
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426747	66426755	C1_E2FDP_1	1.8442	+	53	TF1-TF2												
12	66426688	66426694	C2_AP2EREBP_3-C3_AP2EREBP_24	1.99122	+	12	66426769	66426777	C1_E2FDP_1	1.94265	+	75	TF1-TF2												
12	66426690	66426698	C1_E2FDP_1	1.99122	+	12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	33	convergent												
12	66426712	66426720	C1_E2FDP_1	2.22315	+	12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	11	convergent												
12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	12	66426747	66426755	C1_E2FDP_1	1.8442	+	10	divergent												
12	66426731	66426737	C2_AP2EREBP_3-C3_AP2EREBP_24	2.11838	-	12	66426769	66426777	C1_E2FDP_1	1.94265	+	32	divergent												
12	67110519	67110525	C2_AP2EREBP_3-C3_AP2EREBP_24	1.62913	+	12	67110569	67110577	C1_E2FDP_1	1.03026	+	44	TF1-TF2												
12	67110519	67110525	C2_AP2EREBP_3-C3_AP2EREBP_24	1.62913	+	12	67110616	67110624	C1_E2FDP_1	1.26681	+	91	TF1-TF2												
12	67110569	67110577	C1_E2FDP_1	1.03026	+	12	67110589	67110595	C2_AP2EREBP_3-C3_AP2EREBP_24	1.18972	-	12	convergent												
12	67110589	67110595	C2_AP2EREBP_3-C3_AP2EREBP_24	1.18972	-	12	67110616	67110624	C1_E2FDP_1	1.26681	+	21	divergent												
12	67110589	67110595	C2_AP2EREBP_3-C3_AP2EREBP_24	1.18972	-	12	67110672	67110680	C1_E2FDP_1	1.46702	+	77	divergent												
12	67110616	67110624	C1_E2FDP_1	1.26681	+	12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	88	convergent												
12	67110672	67110680	C1_E2FDP_1	1.46702	+	12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	32	convergent												
12	67110672	67110680	C1_E2FDP_1	1.46702	+	12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	91	convergent												
12	67110708	67110716	C1_E2FDP_1	1.37291	-	12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	55	TF2-TF1												
12	67110708	67110716	C1_E2FDP_1	1.37291	-	12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	69	divergent												
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110730	67110738	C1_E2FDP_1	1.03198	+	12	divergent												
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110767	67110775	C1_E2FDP_1	0.94115	-	49	TF2-TF1												
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110787	67110795	C1_E2FDP_1	0.82815	+	69	divergent												
12	67110712	67110718	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38209	-	12	67110809	67110817	C1_E2FDP_1	0.82815	+	91	divergent												
12	67110730	67110738	C1_E2FDP_1	1.03198	+	12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	33	convergent												
12	67110730	67110738	C1_E2FDP_1	1.03198	+	12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	47	TF1-TF2												
12	67110730	67110738	C1_E2FDP_1	1.03198	+	12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	90	convergent												
12	67110767	67110775	C1_E2FDP_1	0.94115	-	12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	10	divergent												
12	67110767	67110775	C1_E2FDP_1	0.94115	-	12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	53	TF2-TF1												
12	67110767	67110775	C1_E2FDP_1	0.94115	-	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	90	TF2-TF1												
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110787	67110795	C1_E2FDP_1	0.82815	+	10	divergent												
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110809	67110817	C1_E2FDP_1	0.82815	+	32	divergent												
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110824	67110832	C1_E2FDP_1	0.82815	-	47	TF2-TF1												
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110846	67110854	C1_E2FDP_1	1.55781	+	69	divergent												
12	67110771	67110777	C2_AP2EREBP_3-C3_AP2EREBP_24	0.87403	-	12	67110861	67110869	C1_E2FDP_1	1.55781	-	84	TF2-TF1												
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110809	67110817	C1_E2FDP_1	0.82815	+	18	TF1-TF2												
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110824	67110832	C1_E2FDP_1	0.82815	-	33	convergent												
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110846	67110854	C1_E2FDP_1	1.55781	+	55	TF1-TF2												
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110861	67110869	C1_E2FDP_1	1.55781	-	70	convergent												
12	67110785	67110791	C2_AP2EREBP_3-C3_AP2EREBP_24	0.82815	+	12	67110880	67110888	C1_E2FDP_1	1.38643	+	89	TF1-TF2												
12	67110787	67110795	C1_E2FDP_1	0.82815	+	12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	33	convergent												
12	67110787	67110795	C1_E2FDP_1	0.82815	+	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	70	convergent												
12	67110787	67110795	C1_E2FDP_1	0.82815	+	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	83	TF1-TF2												
12	67110809	67110817	C1_E2FDP_1	0.82815	+	12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	11	convergent												
12	67110809	67110817	C1_E2FDP_1	0.82815	+	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	48	convergent												
12	67110809	67110817	C1_E2FDP_1	0.82815	+	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	61	TF1-TF2												
12	67110824	67110832	C1_E2FDP_1	0.82815	-	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	33	TF2-TF1												
12	67110824	67110832	C1_E2FDP_1	0.82815	-	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	46	divergent												
12	67110824	67110832	C1_E2FDP_1	0.82815	-	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	89	TF2-TF1												
12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	divergent												
12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	12	67110861	67110869	C1_E2FDP_1	1.55781	-	27	TF2-TF1												
12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	12	67110880	67110888	C1_E2FDP_1	1.38643	+	46	divergent												
12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	12	67110902	67110910	C1_E2FDP_1	1.4003	+	68	divergent												
12	67110828	67110834	C2_AP2EREBP_3-C3_AP2EREBP_24	0.93537	-	12	67110917	67110925	C1_E2FDP_1	1.2428	-	83	TF2-TF1												
12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	11	convergent												
12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	24	TF1-TF2												
12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	67	convergent												
12	67110861	67110869	C1_E2FDP_1	1.55781	-	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	9	divergent												
12	67110861	67110869	C1_E2FDP_1	1.55781	-	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	52	TF2-TF1												
12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	12	67110880	67110888	C1_E2FDP_1	1.38643	+	9	divergent												
12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	12	67110902	67110910	C1_E2FDP_1	1.4003	+	31	divergent												
12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	12	67110917	67110925	C1_E2FDP_1	1.2428	-	46	TF2-TF1												
12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	12	67110961	67110969	C1_E2FDP_1	0.72635	+	90	divergent												
12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	12	67110902	67110910	C1_E2FDP_1	1.4003	+	18	TF1-TF2												
12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	12	67110917	67110925	C1_E2FDP_1	1.2428	-	33	convergent												
12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	12	67110961	67110969	C1_E2FDP_1	0.72635	+	77	TF1-TF2												
12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	12	67110976	67110984	C1_E2FDP_1	0.72635	-	92	convergent												
12	67110880	67110888	C1_E2FDP_1	1.38643	+	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	33	convergent												
12	67110902	67110910	C1_E2FDP_1	1.4003	+	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	11	convergent												
12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	12	67110961	67110969	C1_E2FDP_1	0.72635	+	34	divergent												
12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	12	67110976	67110984	C1_E2FDP_1	0.72635	-	49	TF2-TF1												
12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	12	67110996	67111004	C1_E2FDP_1	0.46418	+	69	divergent												
12	67328296	67328302	C2_AP2EREBP_3-C3_AP2EREBP_24	1.98424	+	12	67328350	67328358	C1_E2FDP_1	1.91583	+	48	TF1-TF2												
12	67328296	67328302	C2_AP2EREBP_3-C3_AP2EREBP_24	1.98424	+	12	67328372	67328380	C1_E2FDP_1	1.89301	+	70	TF1-TF2												
12	67328296	67328302	C2_AP2EREBP_3-C3_AP2EREBP_24	1.98424	+	12	67328387	67328395	C1_E2FDP_1	2.15378	-	85	convergent												
