peak	cluster
11.52873943.52874364	C3
11.52912475.52912688	C3
11.52995219.52995631	C3
11.53129705.53129966	C2
11.53201660.53202075	C3
11.53221374.53221703	C3
11.53425756.53426268	C3
11.53593237.53593629	C3
11.53771655.53772163	C5
11.53804371.53805948	C3
11.53817907.53818140	C1
11.53833983.53837249	C3
11.53917288.53917921	C2
11.54073894.54074115	C3
11.54263688.54264068	C3
11.54303378.54303830	C2
11.54315709.54316106	C2
11.54453381.54453993	C3
11.54466538.54466928	C3
11.54475803.54477352	C3
11.54486165.54486917	C3
11.54496278.54496653	C3
11.54594886.54595733	C3
11.54677373.54677720	C5
11.54687843.54688270	C3
11.54705864.54706178	C2
11.54711241.54711631	C2
11.54761156.54761431	C2
11.54781910.54782279	C1
11.54870994.54871373	C3
11.54884841.54885263	C3
11.55029701.55030781	C2
11.55204315.55204773	C4
11.55251002.55251383	C3
11.55274844.55275545	C2
11.55291956.55292456	C1
11.55295353.55295725	C1
11.55353415.55353642	C3
11.55397133.55397482	C2
11.55420907.55421382	C5
11.55433699.55434171	C2
11.55434379.55435301	C2
11.55436905.55437982	C3
11.55496353.55496889	C2
11.55536616.55537032	C3
11.55537618.55537953	C3
11.55640736.55641067	C3
11.55719350.55719846	C3
11.55738638.55738956	C3
11.55968023.55968244	C2
11.55969280.55969495	C2
11.56010917.56011285	C3
11.56065415.56065846	C3
11.56136770.56137085	C3
11.56178522.56178985	C3
11.56181859.56182153	C2
11.56208296.56208515	C3
11.56261577.56262052	C4
11.56268317.56268748	C2
11.56302142.56302798	C5
11.56484659.56486147	C3
11.56486449.56487301	C3
11.56490504.56491050	C3
11.56495533.56496052	C3
11.56540024.56540454	C1
11.56606134.56606508	C3
11.56757414.56757708	C3
11.56772998.56773371	C3
11.56890082.56890540	C1
11.56920710.56921125	C3
11.57044041.57044290	C2
11.57098888.57099239	C1
11.57146915.57147211	C3
11.57250663.57250952	C3
11.57255767.57257957	C3
11.57259490.57260006	C3
11.57303821.57304364	C3
11.57427802.57428141	C3
11.57514189.57514807	C1
11.57578654.57578976	C3
11.57585605.57585814	C2
11.57587386.57587969	C2
11.57627443.57627859	C1
11.57684892.57685136	C3
11.57719776.57720653	C5
11.57734106.57734437	C2
11.57753582.57754041	C4
11.57853286.57853962	C4
11.57855636.57855940	C2
11.57864286.57864559	C2
11.57926754.57927177	C2
11.57943849.57944199	C3
11.57995934.57996840	C1
11.58076511.58076827	C1
11.58088757.58089222	C3
11.58104596.58104918	C5
11.58132170.58132524	C1
11.58141063.58141437	C1
11.58193431.58193830	C1
11.58210498.58211042	C1
11.58318143.58318599	C3
11.58344814.58345055	C3
11.58351160.58351451	C3
11.58362654.58362908	C2
12.81628.81874	C3
12.188152.188423	C2
12.285076.285457	C3
12.427033.427525	C3
12.428262.428782	C4
12.462535.462949	C5
12.477588.478189	C3
12.488724.489446	C4
12.526462.526817	C5
12.561277.561490	C2
12.608370.608697	C3
12.647569.648084	C4
12.686645.686962	C1
12.694271.694773	C4
12.720675.721315	C3
12.735699.736129	C2
12.757771.758198	C5
12.834846.835567	C5
12.953626.954005	C5
12.985169.985596	C1
12.1004923.1005147	C1
12.1010558.1010945	C5
12.1029034.1029273	C5
12.1035475.1035698	C1
12.1040501.1041381	C1
12.1109149.1109378	C4
12.1180066.1180444	C4
12.1187597.1187875	C3
12.1306150.1306442	C1
12.1360387.1360902	C5
12.1409073.1409458	C1
12.1473559.1473999	C2
12.1479640.1480481	C2
12.1587721.1588097	C4
12.1603847.1604639	C2
12.1621813.1622259	C3
12.1648341.1649030	C2
12.1697535.1697816	C2
12.1703592.1703981	C3
12.1862584.1862833	C5
12.2015784.2016115	C2
12.2023867.2024099	C1
12.2069274.2069528	C3
12.2080766.2081201	C5
12.2160681.2160931	C3
12.2178939.2179300	C1
12.2205765.2206095	C3
12.2218385.2219089	C3
12.2231496.2231709	C5
12.2256529.2256809	C2
12.2300729.2301116	C5
12.2367381.2368043	C2
12.2416195.2416525	C3
12.2445703.2446275	C1
12.2449636.2450032	C1
12.2610887.2611217	C4
12.2683602.2684329	C1
12.2829576.2829959	C2
12.2884075.2884671	C1
12.2908886.2909793	C5
12.2941565.2941982	C2
12.2994304.2994704	C5
12.3004871.3005237	C2
12.3015786.3016043	C1
12.3105727.3105970	C2
12.3265009.3265271	C2
12.3345774.3346506	C4
12.3526162.3526485	C2
12.3553249.3553753	C2
12.3612099.3612457	C2
12.3625806.3626094	C2
12.3720344.3720599	C4
12.3906490.3907105	C3
12.3941033.3941442	C3
12.3963967.3964392	C1
12.4222153.4222681	C1
12.4242384.4242771	C3
12.4606709.4606938	C3
12.4616681.4616906	C3
12.4620582.4620889	C3
12.4634748.4635220	C3
12.4635559.4635870	C1
12.4689335.4689730	C2
12.4774427.4774785	C1
12.4784617.4785838	C2
12.4977747.4978218	C3
12.5024663.5025090	C5
12.5078683.5079020	C3
12.5080822.5081405	C3
12.5153038.5153405	C3
12.5163653.5163890	C3
12.5180043.5180336	C4
12.5325667.5325943	C3
12.5572850.5573257	C3
12.5622758.5623072	C4
12.5667062.5668089	C2
12.5753864.5754281	C1
12.5786458.5786895	C3
12.5976453.5976713	C2
12.6080696.6082399	C3
12.6216005.6216227	C3
12.6217472.6217942	C4
12.6592256.6592605	C3
12.7009594.7010146	C3
12.7063995.7064235	C1
12.7140740.7141213	C5
12.7152855.7153275	C3
12.8013348.8013657	C3
12.8049966.8050196	C3
12.10474659.10474961	C5
12.10653025.10653302	C3
12.12393134.12393379	C3
12.15685859.15686440	C3
12.30079629.30079980	C3
12.31833540.31833781	C5
12.32193884.32194348	C3
12.35264902.35265159	C3
12.38885356.38885759	C2
12.44860095.44860424	C5
12.45849939.45850355	C5
12.46426332.46427569	C4
12.47500502.47500736	C2
12.47512370.47512726	C3
12.52120775.52121065	C2
12.52878782.52879037	C5
12.54638787.54639086	C4
12.55859698.55859987	C1
12.55864040.55864791	C1
12.55927255.55928364	C1
12.55964121.55964428	C1
12.55965095.55965441	C5
12.56263129.56263735	C5
12.56770493.56770724	C4
12.58569048.58569296	C2
12.58594632.58594891	C5
12.58908697.58909460	C3
12.58910784.58911217	C3
12.58914176.58914412	C5
12.59099736.59100288	C4
12.59104027.59104514	C4
12.59407337.59407589	C3
12.59410257.59411809	C3
12.59425343.59426734	C3
12.59431907.59432587	C3
12.59630819.59631070	C2
12.59631699.59631984	C2
12.59633430.59633644	C2
12.59679571.59679951	C2
12.59739693.59740048	C2
12.59786724.59786950	C4
12.59798414.59798861	C5
12.59822683.59823139	C1
12.59823954.59824289	C1
12.59849173.59849509	C3
12.59954204.59954491	C3
12.60060272.60060663	C2
12.60091823.60092084	C2
12.60114087.60114422	C3
12.60805664.60806326	C3
12.60842102.60842675	C5
12.60861246.60861552	C3
12.61533902.61534209	C4
12.61927072.61927403	C3
12.62001827.62002049	C3
12.62840520.62840840	C5
12.62849118.62849499	C4
12.62961071.62961365	C3
12.62977487.62978477	C2
12.63006486.63006871	C3
12.63126315.63126614	C5
12.63146711.63147035	C1
12.63156110.63156364	C1
12.63261400.63261727	C4
12.63425724.63425935	C2
12.63440157.63440803	C4
12.63489160.63489520	C4
12.63573062.63573521	C2
12.63833784.63834482	C3
12.64019742.64019990	C1
12.64031816.64032188	C2
12.64070361.64070590	C1
12.64236919.64237483	C3
12.64240253.64240840	C3
12.64455230.64455594	C5
12.64645541.64645832	C3
12.64688232.64688600	C5
12.64688832.64689524	C2
12.64723292.64723771	C2
12.64884817.64885353	C2
12.64941245.64941885	C1
12.64946130.64946346	C1
12.65014078.65014439	C1
12.65018623.65019693	C3
12.65125615.65126097	C1
12.65136943.65137174	C3
12.65167286.65167801	C4
12.65168058.65168714	C1
12.65254437.65256754	C2
12.65274725.65275100	C3
12.65460066.65460774	C2
12.65464662.65465019	C2
12.65495967.65496182	C3
12.65593389.65593838	C5
12.65608229.65608995	C2
12.65644601.65644821	C5
12.65652300.65652834	C5
12.65837843.65838299	C3
12.65884729.65884996	C3
12.66011374.66011796	C3
12.66090794.66091099	C5
12.66246571.66246860	C2
12.66292309.66292586	C3
12.66332903.66333145	C3
12.66333697.66333955	C1
12.66345396.66347070	C3
12.66382806.66383071	C3
12.66426611.66427044	C1
12.66440464.66441189	C4
12.66473507.66473923	C3
12.66474157.66474572	C3
12.66607902.66608400	C2
12.66642306.66642891	C1
12.66887301.66887658	C1
12.66956562.66957244	C3
12.67073212.67073598	C3
12.67110453.67111014	C1
12.67145689.67146005	C3
12.67172696.67173140	C2
12.67235799.67236317	C3
12.67322303.67322887	C3
12.67328215.67328961	C1
12.67437631.67438315	C1
12.67445876.67446229	C3
12.67558873.67559484	C1
12.67646547.67647469	C1
12.67708186.67708889	C1
12.67782230.67783065	C5
12.67881643.67881895	C1
2.666903.667173	C3
2.1279148.1279409	C3
2.3755139.3755552	C3
2.4366828.4367755	C2
2.5457082.5457519	C3
2.7458373.7458630	C4
2.7479580.7480046	C2
2.7657068.7657544	C3
2.7664747.7665051	C3
2.7696308.7696832	C3
2.9098719.9099197	C3
2.10354171.10354569	C2
2.14591578.14592009	C3
2.15013745.15014010	C3
2.16233461.16234198	C3
2.22177360.22177811	C4
2.22187904.22188264	C5
2.22309808.22310063	C5
2.22797927.22798297	C2
2.22802231.22802923	C3
2.23753342.23753813	C3
2.24894725.24894970	C1
2.25201585.25201927	C2
2.25214074.25214643	C2
2.25788421.25788710	C3
2.26362705.26362971	C3
2.27204894.27206702	C4
2.27400614.27401143	C3
2.27536775.27537311	C5
2.27787753.27788087	C1
2.28591354.28591695	C3
2.28604870.28605324	C3
2.29406195.29406402	C3
2.29408250.29408550	C2
2.29741066.29741859	C2
2.29824896.29825282	C2
2.29941706.29942374	C3
2.29953390.29954518	C3
2.30329826.30330668	C2
2.31129311.31130085	C4
2.31136772.31136994	C1
2.31153957.31154246	C3
2.31430707.31431104	C5
2.31633524.31634167	C4
2.31693486.31694104	C5
2.31933164.31933405	C5
2.32811338.32811663	C5
2.32817207.32817463	C3
2.32817730.32818265	C5
2.32839386.32839737	C3
2.32857974.32858226	C4
2.32931735.32931978	C3
2.33584591.33584983	C3
2.33779523.33779782	C3
2.33785017.33785856	C3
2.33843986.33844467	C4
2.33891396.33891740	C3
2.33961083.33961497	C3
2.34090039.34090325	C1
2.34125161.34125538	C1
2.34231215.34231486	C1
2.34267563.34267863	C3
2.34451705.34454818	C2
2.34584850.34585497	C3
2.34702332.34702641	C4
2.34762826.34763212	C3
2.35156664.35156982	C2
2.35244086.35244784	C2
2.35245349.35245606	C2
2.35340346.35340702	C3
2.35356788.35357246	C4
2.35366225.35366498	C1
2.35597222.35597526	C1
2.35610163.35610732	C3
2.35683665.35684193	C3
2.35737843.35738246	C2
2.35845236.35845910	C3
2.35912747.35913012	C3
2.36386735.36386996	C3
2.36391127.36391732	C1
2.36502560.36502809	C1
2.36582055.36582682	C3
2.36614831.36615252	C3
2.36809474.36809975	C2
2.37039991.37040625	C3
2.37041578.37042148	C2
2.37042651.37043161	C3
2.37054313.37054565	C3
2.37074122.37074491	C5
2.37100826.37101303	C5
2.37152224.37152779	C3
2.37201876.37202329	C5
2.37206377.37206702	C2
2.37272765.37273104	C3
2.37544530.37544924	C3
2.37636122.37636571	C3
2.37650840.37651145	C3
2.37698408.37698652	C2
2.37700608.37701397	C4
2.37798753.37799222	C3
2.37871968.37872367	C1
2.38086101.38086495	C3
2.38194085.38194476	C3
2.38239686.38240030	C5
2.38425934.38427152	C2
2.38480317.38480798	C3
2.38484406.38484944	C3
2.38569685.38570259	C2
2.38616912.38617617	C5
2.38654766.38655099	C3
2.38672929.38673371	C3
2.38725750.38726430	C3
2.38764894.38765231	C3
2.38813827.38814053	C3
2.38874017.38874433	C3
2.38886549.38886844	C2
2.38915779.38916944	C4
2.38936947.38937229	C3
2.39009618.39009981	C3
2.39032391.39032697	C3
2.39062557.39063744	C2
2.39144152.39144572	C3
2.39301430.39302732	C2
2.39302801.39303035	C2
2.39453013.39453352	C1
2.39480169.39480505	C3
2.39518894.39519134	C2
2.39542194.39542696	C3
2.39546339.39546646	C3
2.39563267.39563580	C4
2.39670594.39671051	C1
2.39683797.39684093	C1
2.39841450.39841919	C2
2.39842859.39843533	C3
2.39846885.39847355	C3
2.39951073.39951565	C3
2.39957235.39957474	C2
2.40052407.40052730	C2
2.40163202.40163853	C4
2.40554916.40555200	C1
2.40583324.40583590	C2
2.40607723.40607993	C2
2.40619316.40619885	C1
2.40656946.40657272	C3
2.40685011.40686668	C3
2.40690052.40690357	C3
2.40694420.40694809	C2
2.40712905.40713294	C2
2.40747188.40747681	C2
2.40809042.40809430	C4
2.40835926.40836415	C1
2.40842998.40843625	C1
2.40845482.40846058	C1
2.40848022.40848288	C1
2.40850251.40850705	C1
2.40920273.40920560	C2
2.40982917.40983198	C3
2.41132794.41133037	C2
2.41186318.41186636	C5
2.41187234.41187698	C4
2.41214964.41215277	C5
2.41303016.41303509	C3
2.41336830.41337235	C3
2.41435120.41435369	C1
2.41524886.41526566	C4
2.41646962.41648391	C1
2.41655959.41656269	C3
2.41686526.41686756	C5
2.41742757.41743066	C4
2.41760706.41760978	C3
2.41820289.41820604	C1
2.41924567.41924809	C1
2.42055237.42055476	C3
2.42059040.42059654	C3
2.42140475.42140925	C1
2.42152812.42153393	C4
2.42184445.42184926	C3
2.42188452.42188770	C2
2.42227918.42228583	C1
2.42439247.42439520	C1
2.42872940.42875754	C3
2.42877058.42877525	C3
2.42880797.42881454	C3
2.42899924.42901253	C1
2.42927189.42927685	C3
2.43055935.43056436	C1
2.43067399.43067922	C3
2.43136238.43136763	C3
2.43207759.43208116	C3
2.43250554.43250866	C1
2.43265878.43266127	C3
2.43303251.43303713	C3
2.43373820.43374272	C2
2.43395159.43395693	C2
2.43400542.43401212	C3
2.43409739.43410688	C2
2.43429038.43429360	C1
2.43453079.43453380	C2
2.43455202.43455523	C3
2.43458912.43459209	C2
2.43467266.43467566	C1
2.43515487.43516012	C3
2.43563529.43564075	C1
2.43567818.43568409	C3
2.43611852.43612121	C3
2.43647591.43647898	C5
2.43668671.43669154	C2
2.43711907.43712414	C3
2.43750082.43750304	C2
2.43784453.43784793	C2
2.43792689.43793230	C3
2.43833807.43834112	C3
2.43835942.43836317	C5
2.43888257.43888777	C2
2.43968378.43968680	C3
2.43970857.43971468	C4
2.44020411.44020850	C2
2.44025201.44025697	C2
2.44074721.44075422	C2
2.44109274.44109502	C2
2.44154279.44154595	C3
2.44179831.44180469	C2
2.44189732.44190236	C3
2.44263276.44263861	C3
2.44288470.44288935	C3
2.44297545.44298050	C3
2.44301880.44302544	C5
2.44303455.44304770	C5
2.44306769.44306988	C5
2.44307561.44308182	C5
2.44332525.44334644	C2
2.44364420.44364699	C4
2.44381468.44381695	C5
2.44395142.44395497	C5
2.44401046.44401299	C1
2.44538918.44539270	C1
2.44553452.44553747	C3
2.44599454.44599688	C5
2.44626049.44627312	C3
2.44629997.44630499	C3
2.44646643.44647092	C4
2.44744726.44745009	C2
2.44748748.44749065	C2
2.44764016.44764574	C2
2.44800332.44800715	C1
2.44863513.44863823	C1
2.44870726.44871018	C2
2.44899871.44900406	C3
2.44936688.44936915	C2
2.45034162.45034722	C2
2.45247725.45248043	C3
2.45339865.45340218	C3
2.45355755.45356370	C3
2.45444836.45445392	C2
2.45466560.45466866	C3
2.45519851.45520434	C3
2.45544703.45545291	C2
2.45548037.45548687	C2
2.45571947.45572367	C3
2.45624659.45625145	C3
2.45628192.45628407	C3
2.45697282.45697534	C5
2.45754056.45754283	C1
2.45771660.45771979	C3
2.45774008.45774427	C3
2.45779265.45779817	C2
2.45781465.45783742	C3
2.45786733.45787244	C3
2.45806190.45806484	C2
2.45954317.45954592	C4
2.45985968.45986214	C2
2.46050042.46050347	C1
2.46150508.46150740	C4
2.46199495.46199740	C3
2.46248525.46249150	C2
2.46266491.46266769	C1
2.46298894.46299285	C3
2.46372238.46372850	C2
2.46509115.46509384	C2
2.46516854.46517400	C3
2.46661666.46662228	C1
2.46666503.46666853	C2
2.46710244.46710506	C1
2.46902377.46902839	C5
2.46911240.46911557	C2
2.46961436.46961928	C5
2.47002834.47003125	C3
2.47071409.47071731	C1
2.47093741.47094390	C5
2.47180917.47181441	C2
2.47256808.47257156	C1
2.47261135.47261405	C3
2.47285668.47285952	C3
2.47286280.47287006	C2
2.47306348.47306610	C3
2.47334475.47334896	C5
2.47362411.47362699	C5
2.47363223.47363464	C5
2.47366650.47366945	C5
2.47388134.47388807	C3
2.47393198.47393688	C3
2.47403118.47403660	C1
2.47435271.47435532	C5
2.47492401.47492752	C3
2.47573835.47574140	C2
2.47724450.47724728	C2
2.47842551.47843035	C1
2.47843323.47843793	C1
2.47848544.47848968	C3
2.48024717.48024994	C3
2.48050325.48050597	C3
2.48077031.48077549	C1
2.48083645.48084024	C5
2.48106417.48107269	C1
2.48160269.48160492	C3
2.48222054.48222398	C3
2.48239205.48239425	C4
2.48378559.48378811	C4
2.48385281.48385653	C3
2.48478663.48479120	C3
2.48589091.48589365	C3
2.48638889.48639142	C2
2.48650470.48650707	C2
2.48675000.48675537	C5
2.48692045.48692602	C1
2.48726680.48727053	C1
2.48760542.48760854	C3
2.48791914.48792542	C3
2.48955537.48956375	C1
2.49056505.49056899	C2
2.49331793.49332221	C1
2.49334237.49334801	C1
2.49335336.49335663	C3
2.49362965.49363303	C2
2.49364961.49365309	C1
2.49386103.49386464	C2
2.49521362.49521802	C2
2.49532035.49534081	C5
2.49632455.49632697	C3
2.49635592.49636010	C1
2.49652703.49653027	C1
2.49779718.49780205	C3
2.49793404.49794482	C4
2.49858073.49858411	C5
2.49875045.49875478	C3
2.49887413.49887878	C3
2.49948977.49949594	C3
2.50026820.50027528	C5
2.50073699.50074009	C3
2.50141214.50141473	C3
2.50160977.50161519	C2
2.50162508.50162743	C2
2.50314549.50315034	C4
2.50357503.50357909	C2
2.50472063.50472667	C3
2.50483115.50483353	C2
2.50631422.50632157	C1
2.50691465.50691791	C3
2.50726437.50727080	C1
2.50804844.50805084	C5
2.50808961.50809254	C5
2.50915940.50916418	C3
2.50917699.50918111	C3
2.50924950.50925331	C3
2.51022088.51022772	C3
2.51049749.51050263	C3
2.51082698.51087035	C3
2.51087395.51088002	C3
2.51090436.51090859	C3
2.51091760.51092160	C2
2.51093598.51094365	C3
2.51112345.51112923	C3
2.51206234.51206569	C2
2.51289966.51290343	C2
2.51379641.51380029	C1
2.51386493.51386812	C4
2.51432134.51432671	C5
2.51466164.51466716	C1
2.51471979.51472334	C2
2.51473428.51473636	C2
2.51476573.51476816	C2
2.51502095.51502753	C2
2.51621853.51622282	C2
2.51634207.51634734	C1
2.51635304.51636237	C1
2.51645389.51645793	C3
2.51681305.51681647	C3
2.51817517.51817858	C2
2.51844625.51844993	C4
2.51845800.51846154	C5
2.52046613.52046994	C2
2.52049151.52049377	C1
2.52063696.52064162	C1
2.52065127.52066763	C1
2.52075913.52076152	C4
2.52178023.52178239	C2
2.52278182.52278573	C3
2.52284974.52285410	C3
2.52336388.52336873	C4
2.52348441.52348680	C2
2.52405610.52406006	C4
2.52483841.52484493	C3
2.52569936.52570502	C2
2.52700212.52700913	C3
2.52713214.52714539	C2
2.52715801.52716246	C3
2.52724803.52725027	C2
2.52726299.52726754	C3
2.52732906.52733367	C3
2.52736179.52736769	C3
2.52781196.52781950	C4
2.52856292.52857058	C4
2.52949052.52949922	C3
2.52953116.52953706	C3
2.52975161.52975402	C3
2.52983919.52984283	C2
2.53023127.53023760	C2
2.53031696.53032239	C2
2.53093116.53093415	C3
2.53184331.53185103	C2
2.53218347.53218734	C3
2.53372278.53372523	C4
2.53494556.53494870	C3
2.53577725.53578056	C4
2.53578951.53579515	C4
2.53587444.53587885	C3
2.53589616.53590085	C3
2.53640891.53641112	C4
2.53658084.53658589	C3
2.53672609.53672917	C2
2.53693182.53693772	C1
2.53751232.53751452	C5
2.53797899.53798297	C3
2.53844621.53845110	C3
2.53882511.53882727	C3
2.54043952.54044451	C1
2.54064729.54065620	C1
2.54083748.54084094	C5
2.54097596.54097912	C1
2.54119123.54119787	C5
2.54122484.54123087	C3
2.54128461.54128858	C3
2.54211796.54212407	C3
2.54213140.54213892	C4
2.54220407.54220693	C5
2.54251580.54251960	C3
2.54359679.54359968	C3
2.54416640.54416943	C3
2.54473482.54473729	C1
2.54485880.54486126	C3
2.54503231.54503564	C1
2.54526650.54527185	C3
2.54688895.54689554	C3
2.54720995.54721264	C3
2.54730286.54730632	C3
2.54737675.54738034	C4
2.54766219.54766706	C3
2.54932070.54932766	C3
2.54981294.54981680	C3
2.54989003.54989503	C3
2.55008201.55008664	C3
2.55214631.55214979	C4
2.55251252.55251538	C3
2.55258321.55258535	C3
2.55309005.55309314	C3
2.55325189.55325613	C3
2.55336159.55336748	C1
2.55343727.55344042	C3
2.55426764.55427005	C3
2.55451070.55451588	C3
3.107142.107366	C3
3.154967.155266	C3
3.253478.253913	C3
3.282147.282362	C2
3.291647.292471	C5
3.294263.294733	C3
3.413278.413558	C1
3.595138.595436	C3
3.634177.634686	C5
3.784420.784786	C3
3.889264.889532	C3
3.919857.920208	C2
3.953859.954378	C5
3.1177972.1178314	C3
3.1179050.1179400	C3
3.1282248.1283358	C5
3.1347759.1347971	C3
3.1455466.1455772	C2
3.1572123.1572661	C3
3.1613630.1613936	C5
3.1786595.1787042	C3
3.1791210.1791468	C2
3.1919090.1919607	C3
3.1938373.1938685	C1
3.2017919.2018339	C1
3.2109576.2109796	C5
3.2126925.2127169	C3
3.2169471.2169895	C3
3.2174047.2174259	C4
3.2265429.2265775	C3
3.2275364.2275708	C3
3.2351216.2351457	C2
3.2389297.2390286	C3
3.2398425.2398734	C2
3.2464707.2464970	C3
3.2481535.2484084	C2
3.2484894.2485256	C3
3.2490783.2491243	C3
3.2536982.2537565	C3
3.2668918.2669261	C3
3.2687931.2688188	C3
3.2743592.2744383	C1
3.2752588.2752810	C3
3.2776874.2777182	C2
3.2793758.2794016	C2
3.2827344.2827609	C3
3.3082181.3082403	C5
3.3139443.3139987	C5
3.3298026.3298242	C3
3.3300676.3301018	C3
3.3398097.3398453	C5
3.3402626.3403771	C2
3.3411436.3411712	C3
3.3417664.3418262	C2
3.3421266.3421533	C5
3.3609397.3609931	C3
3.3677217.3677599	C3
3.3722854.3723421	C2
3.3727730.3728357	C3
3.4168938.4169230	C4
3.4255058.4255400	C1
3.4331768.4332093	C4
3.4356097.4356509	C4
3.4425520.4425918	C5
3.4426934.4427408	C4
3.4439224.4439549	C1
3.4467188.4467776	C3
3.4904451.4904754	C3
3.4990792.4991070	C3
3.5050768.5051175	C3
3.5148568.5148867	C3
3.5156146.5157062	C5
3.5216206.5216479	C3
3.5260205.5260650	C2
3.5442525.5442735	C2
3.5505859.5506308	C3
3.5676492.5677006	C1
3.5702316.5702947	C2
3.5769934.5770244	C3
3.5826786.5827332	C2
3.5828154.5828701	C2
3.5910332.5910727	C5
3.5995171.5995830	C3
3.6045648.6046202	C5
3.6308118.6308605	C1
3.7094439.7094755	C1
3.7179871.7180126	C3
3.7478390.7478720	C2
3.7587479.7587783	C3
3.7612962.7613426	C2
3.7641619.7641962	C3
3.7875905.7876256	C5
3.8121986.8122326	C3
3.8277251.8278005	C3
3.8278462.8279030	C2
3.8635188.8635690	C1
3.10231301.10231684	C5
3.10314669.10315255	C3
3.10455072.10455303	C4
3.10929603.10929865	C5
3.11435439.11435808	C5
3.11958643.11958903	C1
3.12654490.12655249	C3
3.16314021.16314308	C1
3.16477974.16478405	C1
3.16526677.16526911	C4
3.16602443.16602827	C3
3.16737167.16737634	C2
3.19511245.19511744	C3
3.19547743.19548059	C2
3.20314315.20314918	C4
3.20316803.20317843	C4
3.20332179.20332767	C4
3.21760205.21760704	C3
3.23973445.23973863	C3
3.23991088.23991503	C3
3.24134101.24134350	C3
3.24547281.24547869	C3
3.25234827.25236655	C3
3.27325894.27326397	C3
3.29065286.29065528	C3
3.29338187.29338545	C3
3.29389743.29389977	C1
3.29621716.29622193	C4
3.29943187.29943553	C3
3.32610733.32610968	C3
3.32612160.32613083	C4
3.34072802.34073225	C3
3.34659596.34659819	C1
3.38462866.38463470	C4
3.38467094.38467373	C4
3.42575750.42576116	C5
3.43640767.43641052	C2
3.46105942.46106657	C3
3.46395190.46395739	C2
3.46929225.46929548	C5
3.47054477.47054869	C2
3.47115643.47116734	C3
3.47301609.47301943	C1
3.47427745.47428208	C2
3.47966175.47966851	C3
3.47975406.47975786	C3
3.48007976.48008602	C2
3.48071037.48071263	C1
3.48124552.48125078	C2
3.48139420.48139644	C5
3.48173829.48174342	C3
3.48189602.48189935	C1
3.48202722.48203175	C5
3.48356398.48356609	C3
3.48383169.48383598	C2
3.48384045.48384602	C3
3.48406087.48406717	C3
3.48414955.48415389	C3
3.48420089.48422017	C3
3.48452566.48453198	C3
3.48484870.48485477	C3
3.48524987.48525606	C1
3.48549296.48549525	C5
3.48559382.48559713	C5
3.48560325.48560600	C2
3.48584997.48585722	C3
3.48591876.48592145	C3
3.48602490.48602890	C3
3.48687152.48687544	C3
3.48693512.48693760	C3
3.48730493.48730704	C1
3.48748245.48748491	C3
3.48757995.48758268	C2
3.48870393.48872296	C2
3.49002191.49002471	C1
3.49049087.49050535	C2
3.49202984.49203514	C3
3.49210898.49211356	C3
3.49219249.49219584	C3
3.49249257.49249502	C2
3.49266343.49266876	C1
3.49268473.49269033	C1
3.49280302.49280712	C4
3.49321637.49322737	C5
3.49328622.49328948	C5
3.49330020.49331032	C5
3.49396366.49396764	C1
3.49413908.49414264	C1
3.49435215.49435618	C4
3.49539901.49540218	C3
3.49659092.49659574	C2
3.49775363.49775967	C5
3.49994208.49995121	C5
3.50484874.50485143	C3
3.50487457.50487857	C3
3.50497841.50498074	C3
3.50698272.50698743	C3
3.50730147.50730711	C2
3.51541056.51541402	C1
3.51566139.51566741	C5
3.51684189.51684610	C2
3.51827790.51828079	C5
3.51883751.51884021	C3
3.52149325.52149957	C1
3.52252821.52253174	C3
3.52268637.52268942	C3
3.52683338.52683716	C3
3.52948126.52948515	C4
3.52952253.52952620	C4
3.52995770.52996096	C2
3.53000094.53000319	C3
3.53081068.53081420	C5
3.53141805.53142054	C4
3.53644066.53644348	C2
3.53645223.53645691	C1
3.53764578.53764893	C1
3.53976883.53977182	C4
3.53977709.53978328	C4
3.54019742.54019973	C1
3.54049378.54049689	C3
3.54488107.54488432	C1
3.54501485.54502018	C3
3.55000080.55000309	C3
3.55093145.55093594	C1
3.55130164.55130495	C2
3.55198931.55199176	C3
3.55287963.55288397	C2
3.55458437.55459169	C3
3.55519485.55520288	C3
3.55532344.55532602	C2
3.55627745.55628223	C3
3.55668171.55668495	C1
3.55690617.55690844	C4
3.55750717.55751135	C3
3.55806812.55807039	C2
3.55809157.55809898	C2
3.56007958.56008371	C2
3.56024765.56025281	C2
3.56036133.56036370	C2
3.56153900.56154206	C2
3.56229440.56230012	C3
3.56261845.56262056	C2
3.56281463.56281949	C5
3.56314421.56314904	C3
3.56427266.56427575	C2
3.56441311.56441906	C2
3.56442742.56442959	C3
3.56534030.56534696	C1
3.56538469.56538855	C2
3.56552590.56552806	C1
3.56605963.56606542	C3
3.56647921.56648202	C4
3.56660211.56660591	C1
3.56702762.56703097	C2
3.56844325.56844708	C3
3.57036520.57036816	C3
3.57044524.57044944	C2
3.57096227.57097024	C4
3.57125658.57125991	C4
3.57267289.57267769	C5
3.57334293.57334886	C5
3.57354343.57354684	C3
3.57434990.57435270	C3
3.57505707.57506249	C3
3.57687265.57687620	C3
3.57688002.57688376	C1
3.57710293.57710571	C3
3.57765423.57765721	C3
3.57783629.57783890	C2
3.57823407.57823849	C1
3.58285122.58285566	C1
3.58325105.58325506	C3
3.58331836.58332158	C3
