TFBS_chr	TFBS_start	TFBS_end	kmer_motif_name	geneId	distanceToTSS	distanceToTSS (log10)	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	peak_cluster	HS_score	CK_score	HS_bound	CK_bound	HS_CK_log2fc	kmer_family
chr2	13075329	13075336	C2_AP2EREBP_95	Mp2g12940	16297	1.23797078541634	_C2_AP2EREBP_95	3.92517	-	chr2	13075223	13075384	C1	31.57568	25.21951	1	1	0.30517	AP2EREBP
chr2	13075366	13075372	C4_G2like_10	Mp2g12940	16261	1.2370659525554	_C4_G2like_10	8.28529	-	chr2	13075223	13075384	C1	31.57568	25.21951	1	1	0.30517	G2like
chr2	13075818	13075825	C4_MADS_4	Mp2g12940	15808	1.2255160393979	_C4_MADS_4	3.67017	+	chr2	13075812	13075913	C1	21.19015	20.237	1	1	0.06119	MADS
chr2	13075822	13075830	C10_NLP_6-C3_NLP_6	Mp2g12940	15803	1.2253868273884	_C10_NLP_6-C3_NLP_6	5.2423	+	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	NLP
chr2	13075853	13075860	C6_BZR_20	Mp2g12940	15773	1.22461074697834	_C6_BZR_20	3.79767	+	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	BZR
chr2	13075853	13075860	C6_C2C2COlike_6-C9_C2C2COlike_3	Mp2g12940	15773	1.22461074697834	_C6_C2C2COlike_6-C9_C2C2COlike_3	3.79767	+	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	C2C2COlike
chr2	13075855	13075862	C3_bZIP_24-C4_bZIP_26	Mp2g12940	15771	1.22455895894084	_C3_bZIP_24-C4_bZIP_26	3.79767	-	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	bZIP
chr2	13075855	13075862	C6_RWPRK_4	Mp2g12940	15771	1.22455895894084	_C6_RWPRK_4	3.79767	-	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	RWPRK
chr2	13075855	13075862	C6_Trihelix_30	Mp2g12940	15771	1.22455895894084	_C6_Trihelix_30	3.79767	-	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	Trihelix
chr2	13075857	13075863	C2_FHA_3-C6_FHA_3	Mp2g12940	15770	1.22453306260609	_C2_FHA_3-C6_FHA_3	8.28529	-	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	FHA
chr2	13075858	13075865	C4_FAR1_24	Mp2g12940	15768	1.22448126530363	_C4_FAR1_24	3.79767	+	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	FAR1
chr2	13075858	13075866	C2_AP2EREBP_77-C3_AP2EREBP_72	Mp2g12940	15767	1.22445536433557	_C2_AP2EREBP_77-C3_AP2EREBP_72	5.2423	+	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	AP2EREBP
chr2	13075862	13075869	C5_NAC_5	Mp2g12940	15764	1.22437765216181	_C5_NAC_5	3.67017	+	chr2	13075812	13075913	C1	27.16012	25.26227	1	1	0.09791	NAC
chr2	15689869	15689875	C2_AP2EREBP_105-C4_AP2EREBP_83-C5_AP2EREBP_38-C6_AP2EREBP_127-C9_AP2EREBP_57	Mp2g14845a	1689	0.429590802223302	_C2_AP2EREBP_105-C4_AP2EREBP_83-C5_AP2EREBP_38-C6_AP2EREBP_127-C9_AP2EREBP_57	8.28529	-	chr2	15689823	15690136	C1	27.25349	23.66052	1	1	0.19071	AP2EREBP
chr2	15689870	15689876	C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	Mp2g14845a	1690	0.429752280002408	_C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	8.28529	-	chr2	15689823	15690136	C1	27.25349	23.66052	1	1	0.19071	AP2EREBP
chr2	15689870	15689877	C4_C2C2YABBY_5	Mp2g14845a	1690	0.429752280002408	_C4_C2C2YABBY_5	3.67017	+	chr2	15689823	15690136	C1	27.25349	23.66052	1	1	0.19071	C2C2YABBY
chr2	15689870	15689877	C6_C2C2gata_20	Mp2g14845a	1690	0.429752280002408	_C6_C2C2gata_20	3.67017	-	chr2	15689823	15690136	C1	27.25349	23.66052	1	1	0.19071	C2C2gata
chr2	15689871	15689877	C2_AP2EREBP_134-C4_AP2EREBP_103-C5_AP2EREBP_42-C6_AP2EREBP_164-C9_AP2EREBP_74	Mp2g14845a	1691	0.429913697763754	_C2_AP2EREBP_134-C4_AP2EREBP_103-C5_AP2EREBP_42-C6_AP2EREBP_164-C9_AP2EREBP_74	8.28529	+	chr2	15689823	15690136	C1	27.25349	23.66052	1	1	0.19071	AP2EREBP
chr2	15689925	15689931	C2_ABI3VP1_2-C6_ABI3VP1_4	Mp2g14845a	1745	0.438542348786111	_C2_ABI3VP1_2-C6_ABI3VP1_4	8.28529	-	chr2	15689823	15690136	C1	25.84874	24.72768	1	1	0.0598	ABI3VP1
chr2	15690022	15690030	C3_NLP_12	Mp2g14845a	1842	0.453624073591451	_C3_NLP_12	5.2423	+	chr2	15689823	15690136	C1	24.39159	19.8038	1	1	0.27825	NLP
chr2	15690024	15690031	C2_BBRBPC_18	Mp2g14845a	1844	0.453929592057729	_C2_BBRBPC_18	3.79767	-	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	BBRBPC
chr2	15690039	15690046	C6_BZR_6	Mp2g14845a	1859	0.456214155357989	_C6_BZR_6	9.85742	-	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	BZR
chr2	15690039	15690046	C6_BZR_7	Mp2g14845a	1859	0.456214155357989	_C6_BZR_7	3.92517	+	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	BZR
chr2	15690040	15690046	C1_BZR_1-C10_BZR_3-C2_BZR_4-C3_BZR_1-C4_BZR_4-C6_BZR_8	Mp2g14845a	1860	0.456366033129043	_C1_BZR_1-C10_BZR_3-C2_BZR_4-C3_BZR_1-C4_BZR_4-C6_BZR_8	8.54029	+	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	BZR
chr2	15690040	15690047	C4_AP2EREBP_37	Mp2g14845a	1860	0.456366033129043	_C4_AP2EREBP_37	3.92517	+	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	AP2EREBP
chr2	15690040	15690047	C6_NAC_4	Mp2g14845a	1860	0.456366033129043	_C6_NAC_4	9.85742	-	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	NAC
chr2	15690043	15690050	C2_C2H2_1-C6_C2H2_1	Mp2g14845a	1863	0.456821348021599	_C2_C2H2_1-C6_C2H2_1	3.67017	+	chr2	15689823	15690136	C1	24.99106	19.8038	1	1	0.31095	C2H2
chr2	15690060	15690066	C2_ABI3VP1_2-C6_ABI3VP1_4	Mp2g14845a	1880	0.459392487759231	_C2_ABI3VP1_2-C6_ABI3VP1_4	8.28529	-	chr2	15689823	15690136	C1	26.39881	24.5591	1	1	0.09747	ABI3VP1
chr2	15690075	15690082	C6_bZIP_43	Mp2g14845a	1895	0.461648568063455	_C6_bZIP_43	3.79767	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	bZIP
chr2	15690080	15690086	C2_ABI3VP1_2-C6_ABI3VP1_4	Mp2g14845a	1900	0.462397997898956	_C2_ABI3VP1_2-C6_ABI3VP1_4	8.28529	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	ABI3VP1
chr2	15690083	15690091	C3_bHLH_23	Mp2g14845a	1903	0.462847035831674	_C3_bHLH_23	5.4973	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	bHLH
chr2	15690085	15690092	C10_Trihelix_56	Mp2g14845a	1905	0.46314613672635	_C10_Trihelix_56	4.05267	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	Trihelix
chr2	15690085	15690092	C3_MYB_22	Mp2g14845a	1905	0.46314613672635	_C3_MYB_22	4.05267	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	MYB
chr2	15690085	15690092	C4_BZR_7	Mp2g14845a	1905	0.46314613672635	_C4_BZR_7	4.05267	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	BZR
chr2	15690088	15690095	C4_BBRBPC_4	Mp2g14845a	1908	0.463594402187	_C4_BBRBPC_4	3.79767	+	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	BBRBPC
chr2	15690107	15690114	C6_TCP_21	Mp2g14845a	1927	0.466422722433792	_C6_TCP_21	3.92517	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	TCP
chr2	15690108	15690115	C3_bZIP_55-C6_bZIP_79	Mp2g14845a	1928	0.466571072386354	_C3_bZIP_55-C6_bZIP_79	4.05267	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	bZIP
chr2	15690108	15690115	C3_TCP_18	Mp2g14845a	1928	0.466571072386354	_C3_TCP_18	4.05267	-	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	TCP
chr2	15690110	15690117	C1_Trihelix_17-C10_Trihelix_42-C2_Trihelix_51-C3_Trihelix_37-C6_Trihelix_56	Mp2g14845a	1930	0.466867620354109	_C1_Trihelix_17-C10_Trihelix_42-C2_Trihelix_51-C3_Trihelix_37-C6_Trihelix_56	4.05267	+	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	Trihelix
chr2	15690110	15690117	C10_AP2EREBP_24-C2_AP2EREBP_26-C6_AP2EREBP_29	Mp2g14845a	1930	0.466867620354109	_C10_AP2EREBP_24-C2_AP2EREBP_26-C6_AP2EREBP_29	4.05267	+	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	AP2EREBP
chr2	15690110	15690117	C2_AP2EREBP_6	Mp2g14845a	1930	0.466867620354109	_C2_AP2EREBP_6	4.05267	+	chr2	15689823	15690136	C1	33.23947	25.70365	1	1	0.34978	AP2EREBP
chr2	15690112	15690118	C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	Mp2g14845a	1932	0.46716396596909	_C10_E2FDP_4-C11_E2FDP_1-C2_E2FDP_4-C3_E2FDP_3-C4_E2FDP_4-C6_E2FDP_4-C9_E2FDP_3	8.54029	+	chr2	15689823	15690136	C1	33.23947	25.66435	1	1	0.35184	E2FDP
chr2	16685513	16685520	C6_C2H2_58	Mp2g15790	-2230	-0.509202522331103	_C6_C2H2_58	3.79767	-	chr2	16685478	16685674	C1	38.20264	36.13444	1	1	0.07666	C2H2
chr2	16685515	16685522	C3_E2FDP_8-C9_E2FDP_6	Mp2g15790	-2232	-0.509471352102549	_C3_E2FDP_8-C9_E2FDP_6	3.92517	-	chr2	16685478	16685674	C1	38.20264	36.13444	1	1	0.07666	E2FDP
chr2	16685572	16685578	C10_AP2EREBP_105-C2_AP2EREBP_104-C3_AP2EREBP_87-C4_AP2EREBP_82-C6_AP2EREBP_125-C9_AP2EREBP_56	Mp2g15790	-2289	-0.517063873482655	_C10_AP2EREBP_105-C2_AP2EREBP_104-C3_AP2EREBP_87-C4_AP2EREBP_82-C6_AP2EREBP_125-C9_AP2EREBP_56	8.54029	+	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685572	16685579	C3_AP2EREBP_168	Mp2g15790	-2289	-0.517063873482655	_C3_AP2EREBP_168	9.98492	+	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685572	16685579	C3_TCP_77	Mp2g15790	-2289	-0.517063873482655	_C3_TCP_77	3.92517	+	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	TCP
chr2	16685573	16685579	C1_AP2EREBP_39-C10_AP2EREBP_141-C2_AP2EREBP_157-C3_AP2EREBP_139-C4_AP2EREBP_116-C5_AP2EREBP_49-C6_AP2EREBP_185-C9_AP2EREBP_85	Mp2g15790	-2290	-0.517195897949974	_C1_AP2EREBP_39-C10_AP2EREBP_141-C2_AP2EREBP_157-C3_AP2EREBP_139-C4_AP2EREBP_116-C5_AP2EREBP_49-C6_AP2EREBP_185-C9_AP2EREBP_85	8.66779	+	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685573	16685580	C3_AP2EREBP_175	Mp2g15790	-2290	-0.517195897949974	_C3_AP2EREBP_175	4.05267	-	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685575	16685582	C2_AP2EREBP_95	Mp2g15790	-2292	-0.517459826540232	_C2_AP2EREBP_95	3.92517	+	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685576	16685582	C10_AP2EREBP_37-C11_AP2EREBP_6-C13_AP2EREBP_17-C2_AP2EREBP_35-C3_AP2EREBP_35-C4_AP2EREBP_31-C5_AP2EREBP_10-C6_AP2EREBP_40	Mp2g15790	-2293	-0.517591730711908	_C10_AP2EREBP_37-C11_AP2EREBP_6-C13_AP2EREBP_17-C2_AP2EREBP_35-C3_AP2EREBP_35-C4_AP2EREBP_31-C5_AP2EREBP_10-C6_AP2EREBP_40	8.54029	+	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685576	16685583	C3_AP2EREBP_66	Mp2g15790	-2293	-0.517591730711908	_C3_AP2EREBP_66	3.92517	-	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	AP2EREBP
chr2	16685578	16685585	C2_BZR_14	Mp2g15790	-2295	-0.517855418930029	_C2_BZR_14	3.79767	-	chr2	16685478	16685674	C1	74.87379	67.60945	1	1	0.14367	BZR
chr2	16685613	16685619	C4_TCP_24-C9_TCP_15	Mp2g15790	-2330	-0.52244423350632	_C4_TCP_24-C9_TCP_15	8.28529	+	chr2	16685478	16685674	C1	81.04265	67.54519	1	1	0.2567	TCP
chr2	17403574	17403580	C4_TCP_43	Mp2g16380	-3303	-0.633771346082555	_C4_TCP_43	8.28529	-	chr2	17403574	17403870	C1	31.58599	31.77805	1	1	-0.00828	TCP
chr2	17403593	17403600	C4_C2C2YABBY_6	Mp2g16380	-3283	-0.631748074396569	_C4_C2C2YABBY_6	3.67017	+	chr2	17403574	17403870	C1	35.32618	35.88276	1	1	-0.02149	C2C2YABBY
chr2	17403594	17403601	C4_ND_7	Mp2g16380	-3282	-0.63164666295842	_C4_ND_7	3.67017	-	chr2	17403574	17403870	C1	35.32618	35.88276	1	1	-0.02149	ND
chr2	17403635	17403642	C4_AP2EREBP_87	Mp2g16380	-3241	-0.62746827245971	_C4_AP2EREBP_87	3.67017	-	chr2	17403574	17403870	C1	35.32618	35.88276	1	1	-0.02149	AP2EREBP
chr2	17403651	17403657	C2_LOBAS2_1	Mp2g16380	-3226	-0.625929492716295	_C2_LOBAS2_1	8.28529	+	chr2	17403574	17403870	C1	22.05083	24.20499	1	1	-0.12494	LOBAS2
chr2	17403717	17403723	C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	Mp2g16380	-3160	-0.619093330626743	_C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	8.28529	-	chr2	17403574	17403870	C1	20.44722	20.82149	1	1	-0.02411	C2H2
chr2	17403772	17403779	C2_C2C2gata_5-C4_C2C2gata_6-C9_C2C2gata_3	Mp2g16380	-3104	-0.61320735210376	_C2_C2C2gata_5-C4_C2C2gata_6-C9_C2C2gata_3	3.79767	-	chr2	17403574	17403870	C1	24.00389	25.06906	1	1	-0.05844	C2C2gata
chr2	17403773	17403780	C2_G2like_11-C4_G2like_14-C6_G2like_7-C9_G2like_5	Mp2g16380	-3103	-0.613101516966913	_C2_G2like_11-C4_G2like_14-C6_G2like_7-C9_G2like_5	3.79767	+	chr2	17403574	17403870	C1	24.00389	24.68594	1	1	-0.03769	G2like
chr2	17403773	17403780	C6_FHA_6	Mp2g16380	-3103	-0.613101516966913	_C6_FHA_6	3.67017	-	chr2	17403574	17403870	C1	24.00389	24.68594	1	1	-0.03769	FHA
chr2	17403810	17403816	C2_MYB_19-C6_MYB_21-C9_MYB_9	Mp2g16380	-3067	-0.609274172404588	_C2_MYB_19-C6_MYB_21-C9_MYB_9	8.28529	+	chr2	17403574	17403870	C1	30.59974	32.57826	1	1	-0.08561	MYB
chr2	17403811	17403817	C11_C2H2_3-C2_C2H2_8-C6_C2H2_12-C9_C2H2_4	Mp2g16380	-3066	-0.60916737430202	_C11_C2H2_3-C2_C2H2_8-C6_C2H2_12-C9_C2H2_4	8.28529	-	chr2	17403574	17403870	C1	30.59974	32.57826	1	1	-0.08561	C2H2
chr2	1798984	1798991	C6_HSF_1	Mp2g01560	2675	0.565257343420214	_C6_HSF_1	3.67017	+	chr2	1798968	1799104	C1	34.61278	27.74221	1	1	0.30201	HSF
chr2	1798991	1798997	C2_FHA_1-C3_FHA_1-C4_FHA_1-C6_FHA_1-C9_FHA_1	Mp2g01560	2669	0.564547711755948	_C2_FHA_1-C3_FHA_1-C4_FHA_1-C6_FHA_1-C9_FHA_1	8.41279	+	chr2	1798968	1799104	C1	34.61278	27.74221	1	1	0.30201	FHA
chr2	1798993	1798999	C6_NAC_13	Mp2g01560	2667	0.564310909960603	_C6_NAC_13	8.28529	+	chr2	1798968	1799104	C1	34.61278	27.74221	1	1	0.30201	NAC
chr2	1799050	1799057	C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	Mp2g01560	2609	0.557386882059507	_C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	4.05267	-	chr2	1798968	1799104	C1	26.37654	20.80832	1	1	0.31811	bHLH
chr2	1799050	1799057	C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	Mp2g01560	2609	0.557386882059507	_C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	4.05267	-	chr2	1798968	1799104	C1	26.37654	20.80832	1	1	0.31811	LOBAS2
chr2	1799050	1799057	C2_TCP_26-C3_TCP_19	Mp2g01560	2609	0.557386882059507	_C2_TCP_26-C3_TCP_19	4.05267	-	chr2	1798968	1799104	C1	26.37654	20.80832	1	1	0.31811	TCP
chr2	1799052	1799059	C2_AP2EREBP_81	Mp2g01560	2607	0.557146142318363	_C2_AP2EREBP_81	3.79767	+	chr2	1798968	1799104	C1	26.37654	20.80832	1	1	0.31811	AP2EREBP
chr2	1799058	1799065	C6_C2C2gata_3	Mp2g01560	2601	0.556423121371285	_C6_C2C2gata_3	9.60242	+	chr2	1798968	1799104	C1	26.37654	20.80832	1	1	0.31811	C2C2gata
chr2	1799060	1799067	C2_C2C2COlike_11	Mp2g01560	2599	0.556181846652911	_C2_C2C2COlike_11	3.79767	+	chr2	1798968	1799104	C1	26.37654	20.80832	1	1	0.31811	C2C2COlike
chr2	18088077	18088084	C4_C2C2YABBY_5	Mp2g16980	15413	1.21518796949713	_C4_C2C2YABBY_5	3.67017	-	chr2	18087989	18088218	C1	21.3504	19.50063	1	1	0.12034	C2C2YABBY
chr2	18088078	18088085	C2_NAC_59	Mp2g16980	15414	1.21521442908723	_C2_NAC_59	3.67017	-	chr2	18087989	18088218	C1	21.3504	19.50063	1	1	0.12034	NAC
chr2	18088141	18088147	C4_TCP_24-C9_TCP_15	Mp2g16980	15477	1.21687814170286	_C4_TCP_24-C9_TCP_15	8.28529	+	chr2	18087989	18088218	C1	19.75958	17.89951	1	0	0.1304	TCP
chr2	18088145	18088151	C1_AP2EREBP_24-C2_AP2EREBP_82	Mp2g16980	15481	1.21698355938209	_C1_AP2EREBP_24-C2_AP2EREBP_82	8.28529	-	chr2	18087989	18088218	C1	19.75958	16.76432	1	0	0.2162	AP2EREBP
chr2	1886769	1886775	C10_TCP_31-C2_TCP_27-C3_TCP_20-C4_TCP_35-C6_TCP_37	Mp2g01610	-5160	-0.789580712164425	_C10_TCP_31-C2_TCP_27-C3_TCP_20-C4_TCP_35-C6_TCP_37	8.54029	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	TCP
chr2	1886769	1886776	C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	Mp2g01610	-5159	-0.789510204090254	_C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	bHLH
chr2	1886769	1886776	C2_TCP_26-C3_TCP_19	Mp2g01610	-5159	-0.789510204090254	_C2_TCP_26-C3_TCP_19	9.98492	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	TCP
chr2	1886770	1886776	C1_LOBAS2_6-C10_LOBAS2_21-C2_LOBAS2_30-C3_LOBAS2_15-C6_LOBAS2_26	Mp2g01610	-5159	-0.789510204090254	_C1_LOBAS2_6-C10_LOBAS2_21-C2_LOBAS2_30-C3_LOBAS2_15-C6_LOBAS2_26	8.54029	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	LOBAS2
chr2	1886772	1886780	C3_bHLH_23	Mp2g01610	-5155	-0.789228057267335	_C3_bHLH_23	5.4973	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	bHLH
chr2	1886774	1886781	C1_C2H2_14-C3_C2H2_30	Mp2g01610	-5154	-0.78915749191144	_C1_C2H2_14-C3_C2H2_30	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	C2H2
chr2	1886774	1886781	C1_C2H2_15-C3_C2H2_32-C5_C2H2_16	Mp2g01610	-5154	-0.78915749191144	_C1_C2H2_15-C3_C2H2_32-C5_C2H2_16	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	C2H2
chr2	1886775	1886782	C10_C2H2_50	Mp2g01610	-5153	-0.789086915088029	_C10_C2H2_50	4.05267	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	C2H2
chr2	1886776	1886782	C1_TCP_11-C10_TCP_32-C13_TCP_13-C3_TCP_21	Mp2g01610	-5153	-0.789086915088029	_C1_TCP_11-C10_TCP_32-C13_TCP_13-C3_TCP_21	8.66779	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	TCP
chr2	1886779	1886786	C3_bZIP_55-C6_bZIP_79	Mp2g01610	-5149	-0.788804493044648	_C3_bZIP_55-C6_bZIP_79	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	bZIP
chr2	1886779	1886786	C3_TCP_18	Mp2g01610	-5149	-0.788804493044648	_C3_TCP_18	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	TCP
chr2	1886780	1886787	C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	Mp2g01610	-5148	-0.788733858827708	_C1_bHLH_7-C3_bHLH_43-C6_bHLH_60	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	bHLH
chr2	1886780	1886787	C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	Mp2g01610	-5148	-0.788733858827708	_C1_LOBAS2_3-C10_LOBAS2_10-C2_LOBAS2_13	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	LOBAS2
chr2	1886780	1886787	C2_TCP_26-C3_TCP_19	Mp2g01610	-5148	-0.788733858827708	_C2_TCP_26-C3_TCP_19	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	TCP
chr2	1886781	1886788	C3_LOBAS2_18	Mp2g01610	-5147	-0.788663213120857	_C3_LOBAS2_18	4.05267	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	LOBAS2
chr2	1886782	1886788	C1_NAC_10-C10_NAC_40-C13_NAC_13-C2_NAC_44-C3_NAC_22-C4_NAC_40-C6_NAC_64	Mp2g01610	-5147	-0.788663213120857	_C1_NAC_10-C10_NAC_40-C13_NAC_13-C2_NAC_44-C3_NAC_22-C4_NAC_40-C6_NAC_64	8.66779	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	NAC
chr2	1886782	1886789	C10_bZIP_66-C3_bZIP_57	Mp2g01610	-5146	-0.788592555920359	_C10_bZIP_66-C3_bZIP_57	4.05267	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	bZIP
chr2	1886782	1886789	C2_AP2EREBP_146-C3_AP2EREBP_130	Mp2g01610	-5146	-0.788592555920359	_C2_AP2EREBP_146-C3_AP2EREBP_130	4.05267	-	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	AP2EREBP
chr2	1886782	1886789	C2_E2FDP_13-C6_E2FDP_16	Mp2g01610	-5146	-0.788592555920359	_C2_E2FDP_13-C6_E2FDP_16	4.05267	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	E2FDP
chr2	1886787	1886794	C1_C2H2_14-C3_C2H2_30	Mp2g01610	-5141	-0.788239097382168	_C1_C2H2_14-C3_C2H2_30	9.98492	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	C2H2
chr2	1886787	1886795	C3_C2H2_21	Mp2g01610	-5140	-0.788168371141168	_C3_C2H2_21	5.3698	+	chr2	1886763	1887381	C1	60.98001	49.94519	1	1	0.27906	C2H2
chr2	1886802	1886809	C2_MYB_38-C6_MYB_40	Mp2g01610	-5126	-0.787176992470554	_C2_MYB_38-C6_MYB_40	3.79767	-	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	MYB
chr2	1886803	1886809	C11_AP2EREBP_16-C13_AP2EREBP_44-C2_AP2EREBP_179-C3_AP2EREBP_157-C4_AP2EREBP_128-C6_AP2EREBP_211-C7_AP2EREBP_14-C9_AP2EREBP_98	Mp2g01610	-5126	-0.787176992470554	_C11_AP2EREBP_16-C13_AP2EREBP_44-C2_AP2EREBP_179-C3_AP2EREBP_157-C4_AP2EREBP_128-C6_AP2EREBP_211-C7_AP2EREBP_14-C9_AP2EREBP_98	8.41279	+	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	AP2EREBP
chr2	1886803	1886810	C2_LOBAS2_23	Mp2g01610	-5125	-0.78710609303657	_C2_LOBAS2_23	3.79767	-	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	LOBAS2
chr2	1886803	1886810	C2_NAC_61-C6_NAC_77	Mp2g01610	-5125	-0.78710609303657	_C2_NAC_61-C6_NAC_77	3.79767	-	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	NAC
chr2	1886803	1886810	C4_WRKY_15	Mp2g01610	-5125	-0.78710609303657	_C4_WRKY_15	3.79767	+	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	WRKY
chr2	1886804	1886810	C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	Mp2g01610	-5125	-0.78710609303657	_C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	8.41279	-	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	LOBAS2
chr2	1886809	1886816	C2_MYB_38-C6_MYB_40	Mp2g01610	-5119	-0.786680453196649	_C2_MYB_38-C6_MYB_40	3.79767	-	chr2	1886763	1887381	C1	61.17398	50.55388	1	1	0.26663	MYB
