output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C1_NAC_18	NA	C1_NAC_18	C_8	837	9.97628	161	8.76151	134	0.16206	7.95892e-73	True
_C1_BZR_1-C4_BZR_2	NA	C1_BZR_1-C4_BZR_2	C_	418	13.50482	119	11.12524	90	0.24103	1.09683e-75	True
_C1_TCP_29	NA	C1_TCP_29	C_9	386	13.72017	105	11.75616	82	0.24743	4.53761e-65	True
_C4_TCP_16	NA	C4_TCP_16	C_	567	12.99866	157	10.33346	104	0.3033	3.21179e-82	True
_C1_TCP_6	NA	C1_TCP_6	C_	456	13.79595	143	10.91074	107	0.34145	4.2807e-86	True
_C1_TCP_7-C4_TCP_6	NA	C1_TCP_7-C4_TCP_6	C_	502	13.83174	140	12.27765	116	0.21392	1.04306e-78	True
_C1_TCP_3-C4_TCP_3	NA	C1_TCP_3-C4_TCP_3	C_	478	16.05711	185	13.37354	141	0.29891	1.4016e-84	True
_C1_MYB_30-C4_MYB_24	NA	C1_MYB_30-C4_MYB_24	C_0-C4_MYB_24	291	13.44019	85	11.8348	77	0.21943	6.10726e-66	True
_C1_MYBrelated_18	NA	C1_MYBrelated_18	C_	317	14.74874	99	12.02855	79	0.29761	1.00563e-73	True
_C1_MYB_34	NA	C1_MYB_34	C_	82	13.62495	21	11.00448	14	0.2828	8.06763e-45	True
_C3_MYB_64	NA	C3_MYB_64	C_	101	7.00946	10	5.22432	3	0.26342	6.52425e-46	True
_C2_C2C2gata_35-C3_C2C2gata_52	NA	C2_C2C2gata_35-C3_C2C2gata_52	C_	91	4.75671	3	5.52435	6	-0.19355	1.23237e-30	True
_C3_E2FDP_7	NA	C3_E2FDP_7	C_	83	7.57827	7	6.43006	4	0.24061	3.32286e-43	True
_C3_AP2EREBP_221	NA	C3_AP2EREBP_221	C_	49	4.74777	1	6.40714	4	-0.30319	1.09035e-42	True
_C2_AP2EREBP_74-C3_AP2EREBP_206	NA	C2_AP2EREBP_74-C3_AP2EREBP_206	C_	211	10.30815	45	6.94377	16	0.35028	7.10963e-75	True
_C3_E2FDP_12	NA	C3_E2FDP_12	C_	97	14.37722	38	6.91174	8	0.75676	8.01009e-89	True
_C3_SBP_11	NA	C3_SBP_11	C_1	29	6.05427	2	7.80272	3	-0.28433	1.43336e-27	True
_C3_MYB_5	NA	C3_MYB_5	C_	62	4.84363	1	6.46503	6	-0.28577	1.0915e-44	True
_C1_MYB_2-C4_MYB_8	NA	C1_MYB_2-C4_MYB_8	C_	302	13.22088	92	11.38498	65	0.27514	2.29689e-70	True
_C3_C2H2_3	NA	C3_C2H2_3	C_	407	8.74622	53	7.01473	33	0.23431	4.18948e-70	True
_C3_ARF_6	NA	C3_ARF_6	C_	168	9.03464	26	7.08371	15	0.30069	1.68417e-58	True
_C2_AP2EREBP_34	NA	C2_AP2EREBP_34	C_	249	7.43908	27	8.75204	35	-0.2116	2.32521e-58	True
_C3_AP2EREBP_200	NA	C3_AP2EREBP_200	C_	32	3.87585	0	5.09206	1	-0.30417	2.06259e-28	True
_C3_AP2EREBP_256	NA	C3_AP2EREBP_256	C_56	66	7.72722	8	5.62191	2	0.3151	4.06052e-45	True
_C3_MYB_113	NA	C3_MYB_113	C_	89	6.57734	5	7.35559	9	-0.1851	5.00454e-32	True
_C3_BZR_6	NA	C3_BZR_6	C_20	31	7.45823	1	5.3937	3	0.38499	4.67921e-37	True
_C3_C2C2gata_13	NA	C3_C2C2gata_13	C_	56	4.87297	2	6.02681	4	-0.29988	5.87726e-38	True
_C3_C2C2gata_21	NA	C3_C2C2gata_21	C_	132	5.15804	7	5.72395	8	-0.19582	3.54824e-40	True
_C2_C2H2_23-C3_C2H2_37-C4_C2H2_1	NA	C2_C2H2_23-C3_C2H2_37-C4_C2H2_1	C_	565	5.57019	36	6.40359	46	-0.22561	5.468e-71	True
_C3_MYBrelated_14	NA	C3_MYBrelated_14	C_	177	5.80397	12	6.50113	16	-0.18757	3.22385e-49	True
_C3_bZIP_9	NA	C3_bZIP_9	C_	101	4.74948	4	5.80039	5	-0.26152	1.48979e-49	True
_C3_C2H2_131	NA	C3_C2H2_131	C_1	36	8.36965	6	7.83726	6	0.23669	8.47281e-26	True
_C2_ZFHD_10	NA	C2_ZFHD_10	C_	156	7.4523	14	7.94463	15	-0.18463	4.89051e-37	True
_C2_AP2EREBP_5-C3_AP2EREBP_7	NA	C2_AP2EREBP_5-C3_AP2EREBP_7	C_	542	5.99355	37	4.62951	9	0.16803	3.06657e-70	True
_C3_HMG_3	NA	C3_HMG_3	C_	63	4.08791	1	4.51725	1	-0.1898	2.09474e-25	True
_C1_E2FDP_1-C4_E2FDP_1	NA	C1_E2FDP_1-C4_E2FDP_1	C_	146	10.0689	23	7.84492	19	0.22743	4.67737e-44	True
_C3_WRKY_20	NA	C3_WRKY_20	C_	281	11.60047	75	7.28898	28	0.42137	2.84837e-83	True
_C3_MYB_99	NA	C3_MYB_99	C_9	86	6.82496	6	5.79473	4	0.244	2.25064e-44	True
_C3_NAC_61	NA	C3_NAC_61	C_1	59	5.754	4	6.4693	4	-0.24942	3.46072e-38	True
_C2_Trihelix_5-C3_Trihelix_3	NA	C2_Trihelix_5-C3_Trihelix_3	C_	797	5.52728	36	4.42036	9	0.1758	2.02532e-70	True
_C3_Trihelix_18	NA	C3_Trihelix_18	C_	420	6.20431	30	4.55897	7	0.21543	1.00289e-68	True
_C3_Trihelix_21	NA	C3_Trihelix_21	C_	369	5.91128	27	4.33942	5	0.20253	3.86299e-65	True
_C3_LOBAS2_36	NA	C3_LOBAS2_36	C_	61	4.72935	1	5.7755	2	-0.2937	1.27881e-41	True
_C3_AP2EREBP_88	NA	C3_AP2EREBP_88	C_	66	6.71718	5	5.24794	3	0.33537	1.21712e-47	True
_C3_TCP_23	NA	C3_TCP_23	C_	101	7.54651	9	9.06402	15	-0.22158	1.21525e-43	True
_C3_E2FDP_11	NA	C3_E2FDP_11	C_8	57	5.42801	1	4.75803	1	0.25887	9.30868e-36	True
_C3_BZR_5	NA	C3_BZR_5	C_	10	8.43832	2	5.08313	0	0.45592	8.09094e-28	True
_C3_C2C2COlike_11	NA	C3_C2C2COlike_11	C_	49	3.87865	0	4.69081	1	-0.26077	2.63848e-37	True
_C2_HB_8	NA	C2_HB_8	C_	71	5.70208	7	7.59233	10	-0.32528	1.56021e-48	True
_C3_SBP_20	NA	C3_SBP_20	C_1	98	5.25348	4	6.59107	7	-0.25163	9.4922e-44	True
_C2_bZIP_5-C3_bZIP_7	NA	C2_bZIP_5-C3_bZIP_7	C_	144	5.25	6	7.10432	10	-0.46753	9.6264e-78	True
_C3_AP2EREBP_118	NA	C3_AP2EREBP_118	C_	275	8.28163	39	5.7678	14	0.26345	1.4247e-69	True
_C3_Trihelix_113	NA	C3_Trihelix_113	C_3	46	4.42229	1	6.03986	2	-0.21207	6.99575e-26	True
_C2_Trihelix_45	NA	C2_Trihelix_45	C_	27	4.50685	0	6.29934	1	-0.50404	1.64094e-46	True
_C2_EIL_2	NA	C2_EIL_2	C_	175	7.14811	14	8.58048	23	-0.22333	4.13264e-50	True
_C2_bHLH_4	NA	C2_bHLH_4	C_	105	7.20768	11	7.77424	9	-0.24169	7.19189e-42	True
_C4_NAC_7	NA	C4_NAC_7	C_	261	10.33227	41	12.00216	60	-0.2094	9.91541e-53	True
_C4_FHA_1	NA	C4_FHA_1	C_	50	12.41436	9	14.39493	13	-0.36827	4.51493e-51	True
_C1_MYB_10-C2_MYB_20	NA	C1_MYB_10-C2_MYB_20	C_	120	10.63058	27	8.89806	17	0.25929	3.13824e-45	True
_C2_BSD_1-C3_BSD_2	NA	C2_BSD_1-C3_BSD_2	C_	990	6.07527	64	7.83174	124	-0.31286	9.46009e-104	True
_C2_HSF_4	NA	C2_HSF_4	C_	402	5.98824	30	7.6689	49	-0.34183	4.46093e-84	True
_C2_HSF_5-C3_HSF_6	NA	C2_HSF_5-C3_HSF_6	C_	171	6.68516	9	9.10318	26	-0.38047	6.42981e-77	True
_C2_HSF_6-C3_HSF_7	NA	C2_HSF_6-C3_HSF_7	C_	277	6.1363	19	7.80447	39	-0.275	2.79042e-65	True
_C2_EIL_1	NA	C2_EIL_1	C_	269	8.18737	37	9.61638	54	-0.26051	2.47187e-63	True
_C2_C2C2gata_7	NA	C2_C2C2gata_7	C_	92	5.30079	4	7.83915	8	-0.36095	3.19941e-60	True
_C4_C2H2_11	NA	C4_C2H2_11	C_	513	10.65464	101	9.13136	76	0.2019	2.5886e-70	True
_C4_BES1_1	NA	C4_BES1_1	C_	109	12.83148	30	11.90199	20	0.22816	2.36773e-43	True
_C3_GRF_12	NA	C3_GRF_12	C_	74	9.18188	7	6.94289	4	0.24218	3.57108e-36	True
_C3_SBP_15	NA	C3_SBP_15	C_3	75	7.73101	5	6.62737	4	0.32463	6.09905e-43	True
_C2_AP2EREBP_45	NA	C2_AP2EREBP_45	C_5	60	4.39715	1	5.14481	1	-0.18489	1.66409e-24	True
_C2_NAC_81-C3_NAC_84	NA	C2_NAC_81-C3_NAC_84	C_	85	6.75995	4	8.34412	5	-0.24836	4.90527e-42	True
_C2_HSF_15	NA	C2_HSF_15	C_9	203	6.10837	13	7.59969	27	-0.37593	3.7601e-77	True
_C3_BBRBPC_3	NA	C3_BBRBPC_3	C_	516	9.89354	83	8.27545	59	0.23456	3.97462e-71	True
_C3_ABI3VP1_12	NA	C3_ABI3VP1_12	C_2	908	7.98256	98	6.54987	79	0.2275	1.32918e-80	True
_C3_C2C2gata_41	NA	C3_C2C2gata_41	C_2	158	9.43721	20	6.97369	10	0.27677	1.62998e-57	True
_C1_GRF_2	NA	C1_GRF_2	C_	54	11.03347	9	7.43925	4	0.39403	6.53321e-53	True
_C1_BBRBPC_5	NA	C1_BBRBPC_5	C_	70	12.87835	18	9.47106	12	0.3283	2.68659e-43	True
_C2_G2like_29	NA	C2_G2like_29	C_1	98	6.63536	12	7.3722	11	-0.22851	3.0485e-40	True
_C3_HSF_2	NA	C3_HSF_2	C_	162	4.26523	3	6.75229	20	-0.47006	7.00658e-77	True
_C3_HSF_26	NA	C3_HSF_26	C_	53	4.27409	0	5.4946	2	-0.27872	3.18122e-37	True
_C4_MYBrelated_22	NA	C4_MYBrelated_22	C_2	182	10.83725	47	7.38683	22	0.37983	4.91213e-79	True
_C1_C2H2_27	NA	C1_C2H2_27	C_	417	10.10562	77	8.72986	53	0.23959	2.16522e-69	True
_C1_TCP_14	NA	C1_TCP_14	C_	173	11.50785	43	10.03267	36	0.25345	8.82645e-59	True
_C3_BBRBPC_7	NA	C3_BBRBPC_7	C_	2006	7.40721	196	6.67693	160	0.11385	2.46293e-70	True
_C1_bZIP_4-C4_bZIP_5	NA	C1_bZIP_4-C4_bZIP_5	C_	196	9.25535	27	7.9329	27	0.22738	2.75391e-58	True
_C3_NAC_29	NA	C3_NAC_29	C_	186	5.32451	9	6.22003	13	-0.19696	4.20459e-48	True
_C3_Trihelix_57	NA	C3_Trihelix_57	C_	200	12.31359	52	7.312	16	0.51229	7.97253e-88	True
_C3_NAC_66	NA	C3_NAC_66	C_	158	9.31102	24	7.4103	15	0.24551	1.63531e-52	True
_C1_TCP_1-C4_TCP_2	NA	C1_TCP_1-C4_TCP_2	C_	502	13.59102	158	11.44953	124	0.2642	3.67596e-87	True
_C2_Trihelix_6	NA	C2_Trihelix_6	C_	398	9.19078	69	5.9115	21	0.38571	1.524e-88	True
_C1_TCP_24	NA	C1_TCP_24	C_	76	15.65579	25	11.83441	20	0.3579	7.06337e-53	True
_C2_MADS_14	NA	C2_MADS_14	C_	155	7.44288	15	9.087	27	-0.33293	4.64541e-64	True
_C2_ZFHD_6	NA	C2_ZFHD_6	C_	171	7.82416	21	9.73771	35	-0.22151	5.18565e-56	True
_C4_BZR_8	NA	C4_BZR_8	C_	110	9.87822	25	11.7339	25	-0.20242	6.42437e-40	True
_C3_HSF_3	NA	C3_HSF_3	C_	112	5.90945	3	8.04347	14	-0.43198	5.23631e-72	True
_C1_NAC_28-C3_NAC_49	NA	C1_NAC_28-C3_NAC_49	C_	527	8.13878	56	7.2814	56	0.16804	1.8405e-65	True
_C2_MYBrelated_16	NA	C2_MYBrelated_16	C_	976	8.4541	127	9.30722	152	-0.14628	8.62784e-71	True
_C2_NAC_90	NA	C2_NAC_90	C_0	237	10.57775	51	7.31346	24	0.24058	1.2026e-56	True
_C1_NAC_19	NA	C1_NAC_19	C_9	708	9.96895	132	8.75871	104	0.13532	8.66577e-65	True
_C3_ARF_4	NA	C3_ARF_4	C_	296	8.8241	49	6.54772	24	0.2671	4.12817e-70	True
_C2_C2H2_25-C3_C2H2_40	NA	C2_C2H2_25-C3_C2H2_40	C_	414	6.17556	29	7.0344	40	-0.22042	5.14147e-68	True
_C2_C2C2gata_6	NA	C2_C2C2gata_6	C_	1190	6.96485	122	7.45305	130	-0.12533	3.61174e-65	True
_C3_BSD_1	NA	C3_BSD_1	C_	677	5.43786	34	7.56498	81	-0.45538	9.62427e-113	True
