seqnames	start	end	width	strand	Peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTSS (log10)
chr2	9310498	9311427	930	*	tak1-hs-merge_peak_6029	Exon (Mp2g08980.1/Mp2g08980, exon 10 of 10)	3	9313639	9325900	12262	1	Mp2g08990	-2212	-0.506775536606643
chr2	9375040	9376437	1398	*	tak1-hs-merge_peak_6030	Exon (Mp2g09040.1/Mp2g09040, exon 1 of 1)	3	9376092	9378675	2584	1	Mp2g09040	0	0
chr2	9391267	9393094	1828	*	tak1-hs-merge_peak_6031	Exon (Mp2g09050.1/Mp2g09050, exon 1 of 23)	3	9380358	9391748	11391	2	Mp2g09050	0	0
chr2	9405363	9406102	740	*	tak1-hs-merge_peak_6032	Exon (Mp2g09060.1/Mp2g09060, exon 1 of 13)	3	9393972	9405887	11916	2	Mp2g09060	0	0
chr2	9416155	9416368	214	*	tak1-hs-merge_peak_6033	Distal Intergenic	3	9408475	9413372	4898	1	Mp2g09070	7680	0.938519725176492
chr2	9420050	9420749	700	*	tak1-hs-merge_peak_6034	Distal Intergenic	3	9424290	9430751	6462	1	Mp2g09080	-3541	-0.657151501900967
chr2	9421688	9422181	494	*	tak1-hs-merge_peak_6035	Distal Intergenic	3	9424290	9430751	6462	1	Mp2g09080	-2109	-0.492620722043192
chr2	9425821	9426269	449	*	tak1-hs-merge_peak_6036	Exon (Mp2g09080.1/Mp2g09080, exon 2 of 11)	3	9424290	9430751	6462	1	Mp2g09080	1531	0.403292145158254
chr2	9427063	9427647	585	*	tak1-hs-merge_peak_6037	Exon (Mp2g09080.1/Mp2g09080, exon 4 of 11)	3	9424290	9430751	6462	1	Mp2g09080	2773	0.576686805200996
chr2	9430068	9430689	622	*	tak1-hs-merge_peak_6038	Exon (Mp2g09080.1/Mp2g09080, exon 11 of 11)	3	9433341	9434463	1123	1	Mp2g09090	-2652	-0.562530768862261
chr2	9431297	9431710	414	*	tak1-hs-merge_peak_6039	Distal Intergenic	3	9433341	9434463	1123	1	Mp2g09090	-1631	-0.420120848085703
chr2	9448753	9449762	1010	*	tak1-hs-merge_peak_6040	Exon (Mp2g09110.1/Mp2g09110, exon 1 of 5)	3	9444800	9448916	4117	2	Mp2g09100	0	0
chr2	9455816	9456288	473	*	tak1-hs-merge_peak_6041	Exon (Mp2g09120.1/Mp2g09120, exon 2 of 2)	3	9455568	9457613	2046	2	Mp2g09120	1325	0.366422957225973
chr2	9457514	9457885	372	*	tak1-hs-merge_peak_6042	Exon (Mp2g09120.1/Mp2g09120, exon 1 of 2)	3	9455568	9457613	2046	2	Mp2g09120	0	0
chr2	9460601	9461438	838	*	tak1-hs-merge_peak_6043	Exon (Mp2g09130.1/Mp2g09130, exon 1 of 10)	3	9461183	9466295	5113	1	Mp2g09130	0	0
chr2	9466219	9467015	797	*	tak1-hs-merge_peak_6044	Exon (Mp2g09130.1/Mp2g09130, exon 10 of 10)	3	9470643	9474582	3940	1	Mp2g09140	-3628	-0.665393350279712
chr2	9468432	9470769	2338	*	tak1-hs-merge_peak_6045	Exon (Mp2g09140.1/Mp2g09140, exon 1 of 4)	3	9470643	9474582	3940	1	Mp2g09140	0	0
chr2	9482365	9483701	1337	*	tak1-hs-merge_peak_6046	Exon (Mp2g09150.1/Mp2g09150, exon 1 of 8)	3	9483442	9487625	4184	1	Mp2g09150	0	0
chr2	9488424	9488962	539	*	tak1-hs-merge_peak_6047	Exon (Mp2g09160.1/Mp2g09160, exon 2 of 3)	3	9488254	9489428	1175	2	Mp2g09160	466	0.166133970305109
chr2	9489090	9489470	381	*	tak1-hs-merge_peak_6048	Exon (Mp2g09160.1/Mp2g09160, exon 1 of 3)	3	9488254	9489428	1175	2	Mp2g09160	0	0
chr2	9491312	9491783	472	*	tak1-hs-merge_peak_6049	Distal Intergenic	3	9488254	9489428	1175	2	Mp2g09160	-1884	-0.459995256047391
chr2	9492334	9492635	302	*	tak1-hs-merge_peak_6050	Distal Intergenic	3	9488254	9489428	1175	2	Mp2g09160	-2906	-0.591732238951836
chr2	9492956	9493218	263	*	tak1-hs-merge_peak_6051	Distal Intergenic	3	9493414	9495615	2202	2	Mp2g09170	2397	0.531095546870028
chr2	9495540	9495670	131	*	tak1-hs-merge_peak_6052	Exon (Mp2g09170.1/Mp2g09170, exon 1 of 1)	3	9493414	9495615	2202	2	Mp2g09170	0	0
chr2	9496574	9497110	537	*	tak1-hs-merge_peak_6053	Exon (Mp2g09180.1/Mp2g09180, exon 1 of 1)	3	9496367	9497471	1105	2	Mp2g09180	361	0.133858125203335
chr2	9510111	9510401	291	*	tak1-hs-merge_peak_6054	Exon (Mp2g09190.1/Mp2g09190, exon 1 of 27)	3	9499642	9510214	10573	2	Mp2g09190	0	0
chr2	9529360	9530185	826	*	tak1-hs-merge_peak_6055	Distal Intergenic	3	9533130	9536440	3311	1	Mp2g09200	-2945	-0.596047007545439
chr2	9531091	9531326	236	*	tak1-hs-merge_peak_6056	Distal Intergenic	3	9533130	9536440	3311	1	Mp2g09200	-1804	-0.447778009294621
chr2	9531533	9531724	192	*	tak1-hs-merge_peak_6057	Promoter	3	9533130	9536440	3311	1	Mp2g09200	-1406	-0.381295623003826
chr2	9532708	9533313	606	*	tak1-hs-merge_peak_6058	Exon (Mp2g09200.1/Mp2g09200, exon 1 of 5)	3	9533130	9536440	3311	1	Mp2g09200	0	0
chr2	9535870	9536356	487	*	tak1-hs-merge_peak_6059	Exon (Mp2g09200.1/Mp2g09200, exon 5 of 5)	3	9533130	9536440	3311	1	Mp2g09200	2740	0.57287160220048
chr2	9537106	9537564	459	*	tak1-hs-merge_peak_6060	Exon (Mp2g09210.1/Mp2g09210, exon 8 of 8)	3	9537016	9540418	3403	2	Mp2g09210	2854	0.585911710319434
chr2	9539925	9541018	1094	*	tak1-hs-merge_peak_6061	Exon (Mp2g09210.1/Mp2g09210, exon 1 of 8)	3	9537016	9540418	3403	2	Mp2g09210	0	0
chr2	9559474	9560453	980	*	tak1-hs-merge_peak_6062	Exon (Mp2g09220.1/Mp2g09220, exon 1 of 9)	3	9560257	9564857	4601	1	Mp2g09220	0	0
chr2	9566067	9566696	630	*	tak1-hs-merge_peak_6063	Exon (Mp2g09230.1/Mp2g09230, exon 1 of 15)	3	9566563	9578271	11709	1	Mp2g09230	0	0
chr2	9579406	9579539	134	*	tak1-hs-merge_peak_6064	Distal Intergenic	3	9582452	9587215	4764	2	Mp2g09250	7676	0.938319543342156
chr2	9579905	9581426	1522	*	tak1-hs-merge_peak_6065	Distal Intergenic	3	9582452	9587215	4764	2	Mp2g09250	5789	0.831805808674391
chr2	9587171	9587410	240	*	tak1-hs-merge_peak_6066	Exon (Mp2g09250.1/Mp2g09250, exon 1 of 9)	3	9582452	9587215	4764	2	Mp2g09250	0	0
chr2	9628676	9628888	213	*	tak1-hs-merge_peak_6067	Exon (Mp2g09290.1/Mp2g09290, exon 2 of 2)	3	9627931	9630146	2216	1	Mp2g09290	745	0.241795431295199
chr2	9649988	9650304	317	*	tak1-hs-merge_peak_6068	Distal Intergenic	3	9664599	9667127	2529	1	Mp2g09300	-14295	-1.1845494813207
chr2	9655710	9655946	237	*	tak1-hs-merge_peak_6069	Distal Intergenic	3	9664599	9667127	2529	1	Mp2g09300	-8653	-0.984662306190107
chr2	9669456	9669749	294	*	tak1-hs-merge_peak_6070	Exon (Mp2g09310.1/Mp2g09310, exon 2 of 2)	3	9668275	9670099	1825	1	Mp2g09310	1181	0.3386556655787
chr2	9676711	9677515	805	*	tak1-hs-merge_peak_6071	Exon (Mp2g09320.1/Mp2g09320, exon 1 of 9)	3	9671028	9676917	5890	2	Mp2g09320	0	0
chr2	9683025	9684290	1266	*	tak1-hs-merge_peak_6072	Exon (Mp2g09330.1/Mp2g09330, exon 1 of 9)	3	9678260	9683353	5094	2	Mp2g09330	0	0
chr2	9687445	9687758	314	*	tak1-hs-merge_peak_6073	Distal Intergenic	3	9688265	9691348	3084	2	Mp2g09340	3590	0.661812685537261
chr2	9690570	9690994	425	*	tak1-hs-merge_peak_6074	Exon (Mp2g09340.1/Mp2g09340, exon 1 of 4)	3	9688265	9691348	3084	2	Mp2g09340	354	0.131618664349126
chr2	9691261	9692304	1044	*	tak1-hs-merge_peak_6075	Exon (Mp2g09340.1/Mp2g09340, exon 1 of 4)	3	9688265	9691348	3084	2	Mp2g09340	0	0
chr2	9692544	9693301	758	*	tak1-hs-merge_peak_6076	Promoter	3	9688265	9691348	3084	2	Mp2g09340	-1196	-0.341632335778054
chr2	9693555	9694248	694	*	tak1-hs-merge_peak_6077	Exon (Mp2g09350.1/Mp2g09350, exon 4 of 5)	3	9688265	9691348	3084	2	Mp2g09340	-2207	-0.50609895992844
chr2	9696533	9696821	289	*	tak1-hs-merge_peak_6078	Exon (Mp2g09350.1/Mp2g09350, exon 1 of 5)	3	9693403	9696607	3205	2	Mp2g09350	0	0
chr2	9701762	9702067	306	*	tak1-hs-merge_peak_6079	Exon (Mp2g09370.1/Mp2g09370, exon 6 of 6)	3	9702678	9712849	10172	1	Mp2g09380	-611	-0.207095540419218
chr2	9702239	9702909	671	*	tak1-hs-merge_peak_6080	Exon (Mp2g09380.1/Mp2g09380, exon 1 of 15)	3	9702678	9712849	10172	1	Mp2g09380	0	0
chr2	9712823	9712944	122	*	tak1-hs-merge_peak_6081	Exon (Mp2g09380.1/Mp2g09380, exon 15 of 15)	3	9713454	9715841	2388	2	Mp2g09390	2897	0.59073040579269
chr2	9715454	9718460	3007	*	tak1-hs-merge_peak_6082	Exon (Mp2g09390.1/Mp2g09390, exon 1 of 3)	3	9713454	9715841	2388	2	Mp2g09390	0	0
chr2	9730060	9730710	651	*	tak1-hs-merge_peak_6083	Exon (Mp2g09420.1/Mp2g09420, exon 1 of 1)	3	9728908	9732152	3245	1	Mp2g09420	1152	0.332842266994352
chr2	9746215	9746570	356	*	tak1-hs-merge_peak_6084	Exon (Mp2g09440.1/Mp2g09440, exon 1 of 1)	3	9746461	9747171	711	1	Mp2g09440	0	0
chr2	9749795	9750432	638	*	tak1-hs-merge_peak_6085	Exon (Mp2g09450.1/Mp2g09450, exon 1 of 1)	3	9749718	9750475	758	1	Mp2g09450	77	0.0322157032979816
chr2	9752412	9752853	442	*	tak1-hs-merge_peak_6086	Distal Intergenic	3	9753738	9754929	1192	2	Mp2g09460	2076	0.487986331129393
chr2	9754700	9755398	699	*	tak1-hs-merge_peak_6087	Exon (Mp2g09460.1/Mp2g09460, exon 1 of 1)	3	9753738	9754929	1192	2	Mp2g09460	0	0
chr2	9756199	9756541	343	*	tak1-hs-merge_peak_6088	Promoter	3	9753738	9754929	1192	2	Mp2g09460	-1270	-0.356025857193123
chr2	9757085	9757919	835	*	tak1-hs-merge_peak_6089	Promoter	3	9758980	9759050	71	2	Mp2g09465a	1131	0.328583449714202
chr2	9758544	9758698	155	*	tak1-hs-merge_peak_6090	Promoter	3	9758980	9759050	71	2	Mp2g09465a	352	0.130976691605617
chr2	9760027	9760358	332	*	tak1-hs-merge_peak_6091	Exon (Mp2g09470.1/Mp2g09470, exon 1 of 11)	3	9760113	9765649	5537	1	Mp2g09470	0	0
chr2	9764744	9764867	124	*	tak1-hs-merge_peak_6092	Exon (Mp2g09470.1/Mp2g09470, exon 9 of 11)	3	9765595	9769184	3590	2	Mp2g09480	4317	0.725666660314179
chr2	9768869	9769882	1014	*	tak1-hs-merge_peak_6093	Exon (Mp2g09480.1/Mp2g09480, exon 1 of 2)	3	9765595	9769184	3590	2	Mp2g09480	0	0
chr2	9770635	9770764	130	*	tak1-hs-merge_peak_6094	Promoter	3	9765595	9769184	3590	2	Mp2g09480	-1451	-0.389343311252078
chr2	9771565	9771706	142	*	tak1-hs-merge_peak_6095	Exon (Mp2g09490.1/Mp2g09490, exon 3 of 3)	3	9765595	9769184	3590	2	Mp2g09480	-2381	-0.529045170765769
chr2	9774732	9775055	324	*	tak1-hs-merge_peak_6096	Exon (Mp2g09490.1/Mp2g09490, exon 1 of 3)	3	9771615	9774839	3225	2	Mp2g09490	0	0
chr2	9794761	9795406	646	*	tak1-hs-merge_peak_6097	Distal Intergenic	3	9802524	9805464	2941	1	Mp2g09510	-7118	-0.909449046981267
chr2	9801942	9802712	771	*	tak1-hs-merge_peak_6098	Exon (Mp2g09510.1/Mp2g09510, exon 1 of 1)	3	9802524	9805464	2941	1	Mp2g09510	0	0
chr2	9804446	9806234	1789	*	tak1-hs-merge_peak_6099	Exon (Mp2g09510.1/Mp2g09510, exon 1 of 1)	3	9802524	9805464	2941	1	Mp2g09510	1922	0.465680211598278
chr2	9810569	9810836	268	*	tak1-hs-merge_peak_6100	Exon (Mp2g09520.1/Mp2g09520, exon 1 of 4)	3	9808191	9810662	2472	2	Mp2g09520	0	0
chr2	9811626	9811773	148	*	tak1-hs-merge_peak_6101	Promoter	3	9808191	9810662	2472	2	Mp2g09520	-964	-0.293141483450931
chr2	9816977	9817174	198	*	tak1-hs-merge_peak_6102	Promoter	3	9817822	9818877	1056	1	Mp2g09530	-648	-0.216957207361097
chr2	9817593	9818488	896	*	tak1-hs-merge_peak_6103	Exon (Mp2g09530.1/Mp2g09530, exon 1 of 1)	3	9817822	9818877	1056	1	Mp2g09530	0	0
chr2	9819537	9820461	925	*	tak1-hs-merge_peak_6104	Distal Intergenic	3	9817822	9818877	1056	1	Mp2g09530	1715	0.433769833924866
chr2	9824345	9825443	1099	*	tak1-hs-merge_peak_6105	Exon (Mp2g09540.1/Mp2g09540, exon 1 of 1)	3	9825217	9828178	2962	1	Mp2g09540	0	0
chr2	9831675	9832043	369	*	tak1-hs-merge_peak_6106	Exon (Mp2g09550.1/Mp2g09550, exon 1 of 7)	3	9828586	9831686	3101	2	Mp2g09550	0	0
chr2	9835785	9835931	147	*	tak1-hs-merge_peak_6107	Distal Intergenic	3	9828586	9831686	3101	2	Mp2g09550	-4099	-0.707485011967474
chr2	9836617	9836839	223	*	tak1-hs-merge_peak_6108	Distal Intergenic	3	9828586	9831686	3101	2	Mp2g09550	-4931	-0.773127924033335
chr2	9842506	9842959	454	*	tak1-hs-merge_peak_6109	Exon (Mp2g09560.1/Mp2g09560, exon 1 of 1)	3	9842885	9845450	2566	1	Mp2g09560	0	0
chr2	9845458	9845844	387	*	tak1-hs-merge_peak_6110	Downstream (<=300bp)	3	9842885	9845450	2566	1	Mp2g09560	2573	0.55303301620244
chr2	9846422	9847442	1021	*	tak1-hs-merge_peak_6111	Distal Intergenic	3	9849680	9850659	980	1	Mp2g09570	-2238	-0.510276844417355
chr2	9848408	9849909	1502	*	tak1-hs-merge_peak_6112	Exon (Mp2g09570.1/Mp2g09570, exon 1 of 2)	3	9849680	9850659	980	1	Mp2g09570	0	0
chr2	9850317	9851134	818	*	tak1-hs-merge_peak_6113	Exon (Mp2g09570.1/Mp2g09570, exon 2 of 2)	3	9849680	9850659	980	1	Mp2g09570	637	0.214048679411941
chr2	9859478	9859705	228	*	tak1-hs-merge_peak_6114	Exon (Mp2g09580.1/Mp2g09580, exon 1 of 1)	3	9858773	9859521	749	2	Mp2g09580	0	0
chr2	9860714	9861287	574	*	tak1-hs-merge_peak_6115	Promoter	3	9858773	9859521	749	2	Mp2g09580	-1193	-0.341038631677523
chr2	9862342	9862663	322	*	tak1-hs-merge_peak_6116	Distal Intergenic	3	9858773	9859521	749	2	Mp2g09580	-2821	-0.582177037688409
chr2	9889360	9889594	235	*	tak1-hs-merge_peak_6117	Exon (Mp2g09600.1/Mp2g09600, exon 1 of 1)	3	9889491	9890203	713	1	Mp2g09600	0	0
chr2	9900954	9901126	173	*	tak1-hs-merge_peak_6118	Exon (Mp2g09610.1/Mp2g09610, exon 1 of 18)	3	9893133	9900956	7824	2	Mp2g09610	0	0
chr2	9903760	9905638	1879	*	tak1-hs-merge_peak_6119	Exon (Mp2g09620.1/Mp2g09620, exon 1 of 2)	3	9902808	9904297	1490	2	Mp2g09620	0	0
chr2	9908369	9908620	252	*	tak1-hs-merge_peak_6120	Exon (Mp2g09630.1/Mp2g09630, exon 1 of 5)	3	9905891	9908380	2490	2	Mp2g09630	0	0
chr2	9910019	9910849	831	*	tak1-hs-merge_peak_6121	Exon (Mp2g09640.1/Mp2g09640, exon 1 of 4)	3	9910673	9913987	3315	1	Mp2g09640	0	0
chr2	9920383	9920721	339	*	tak1-hs-merge_peak_6122	Distal Intergenic	3	9923583	9924539	957	2	Mp2g09650	3818	0.682866795662325
chr2	9923654	9925296	1643	*	tak1-hs-merge_peak_6123	Exon (Mp2g09660.1/Mp2g09660, exon 1 of 1)	3	9923583	9924539	957	2	Mp2g09650	0	0
chr2	9930892	9931039	148	*	tak1-hs-merge_peak_6124	Distal Intergenic	3	9932695	9936060	3366	1	Mp2g09680	-1656	-0.42422807069598
chr2	9940989	9941118	130	*	tak1-hs-merge_peak_6125	Distal Intergenic	3	9943990	9948883	4894	1	Mp2g09690	-2872	-0.587935348636356
chr2	9944439	9944802	364	*	tak1-hs-merge_peak_6126	Exon (Mp2g09690.1/Mp2g09690, exon 2 of 9)	3	9943990	9948883	4894	1	Mp2g09690	449	0.161068385471175
chr2	9945801	9946179	379	*	tak1-hs-merge_peak_6127	Exon (Mp2g09690.1/Mp2g09690, exon 3 of 9)	3	9943990	9948883	4894	1	Mp2g09690	1811	0.448860845607441
chr2	9995523	9996130	608	*	tak1-hs-merge_peak_6128	Distal Intergenic	3	9988045	9991727	3683	2	Mp2g09700	-3796	-0.680879174426811
chr2	10000742	10001159	418	*	tak1-hs-merge_peak_6129	Distal Intergenic	3	10002305	10004206	1902	2	Mp2g09720	3047	0.607133204391567
chr2	10002233	10002670	438	*	tak1-hs-merge_peak_6130	Exon (Mp2g09720.1/Mp2g09720, exon 3 of 3)	3	10002305	10004206	1902	2	Mp2g09720	1536	0.404149249209695
chr2	10089513	10090025	513	*	tak1-hs-merge_peak_6131	Exon (Mp2g09755a.1/Mp2g09755a, exon 1 of 1)	3	10089900	10089981	82	2	Mp2g09755a	0	0
chr2	10090212	10090356	145	*	tak1-hs-merge_peak_6132	Promoter	3	10089900	10089981	82	2	Mp2g09755a	-231	-0.0902580529313163
chr2	10094215	10094574	360	*	tak1-hs-merge_peak_6133	Exon (Mp2g09760.1/Mp2g09760, exon 1 of 2)	3	10091259	10094388	3130	2	Mp2g09760	0	0
chr2	10096759	10097120	362	*	tak1-hs-merge_peak_6134	Exon (Mp2g09770.1/Mp2g09770, exon 1 of 5)	3	10096860	10098794	1935	1	Mp2g09770	0	0
chr2	10108331	10109199	869	*	tak1-hs-merge_peak_6135	Distal Intergenic	3	10102138	10103866	1729	2	Mp2g09780	-4465	-0.737590166285722
chr2	10112834	10114011	1178	*	tak1-hs-merge_peak_6136	Promoter	3	10114471	10116368	1898	1	Mp2g09790	-460	-0.164352855784437
chr2	10136065	10137257	1193	*	tak1-hs-merge_peak_6137	Exon (Mp2g09820.1/Mp2g09820, exon 5 of 6)	3	10135915	10139728	3814	2	Mp2g09820	2471	0.540454613671412
chr2	10139620	10140499	880	*	tak1-hs-merge_peak_6138	Exon (Mp2g09820.1/Mp2g09820, exon 1 of 6)	3	10135915	10139728	3814	2	Mp2g09820	0	0
chr2	10141857	10143185	1329	*	tak1-hs-merge_peak_6139	Promoter	3	10140043	10141383	1341	2	Mp2g09830	-474	-0.168497483523033
chr2	10145365	10145646	282	*	tak1-hs-merge_peak_6140	Promoter	3	10146241	10146321	81	1	Mp2g09835a	-595	-0.2027606873932
chr2	10148820	10149025	206	*	tak1-hs-merge_peak_6141	Exon (Mp2g09840.1/Mp2g09840, exon 1 of 1)	3	10148416	10150897	2482	2	Mp2g09840	1872	0.458184435570263
chr2	10149378	10150998	1621	*	tak1-hs-merge_peak_6142	Exon (Mp2g09840.1/Mp2g09840, exon 1 of 1)	3	10148416	10150897	2482	2	Mp2g09840	0	0
chr2	10157960	10158450	491	*	tak1-hs-merge_peak_6143	Exon (Mp2g09850.2/Mp2g09850, exon 4 of 4)	3	10157632	10165459	7828	2	Mp2g09850	7009	0.903578293663054
chr2	10158944	10160851	1908	*	tak1-hs-merge_peak_6144	Exon (Mp2g09850.2/Mp2g09850, exon 2 of 4)	3	10157632	10165459	7828	2	Mp2g09850	4608	0.748808004958602
chr2	10161059	10161186	128	*	tak1-hs-merge_peak_6145	Intron (Mp2g09850.2/Mp2g09850, intron 1 of 3)	3	10157632	10165459	7828	2	Mp2g09850	4273	0.722057771331464
chr2	10165593	10166217	625	*	tak1-hs-merge_peak_6146	Promoter	3	10157632	10165459	7828	2	Mp2g09850	-134	-0.0546130545568877
chr2	10166769	10167442	674	*	tak1-hs-merge_peak_6147	Promoter	3	10157632	10165459	7828	2	Mp2g09850	-1310	-0.363611979892144
chr2	10176137	10176534	398	*	tak1-hs-merge_peak_6148	Exon (Mp2g09860.1/Mp2g09860, exon 1 of 13)	3	10167902	10176317	8416	2	Mp2g09860	0	0
chr2	10202199	10202935	737	*	tak1-hs-merge_peak_6149	Distal Intergenic	3	10204718	10208234	3517	2	Mp2g09880	5299	0.799271608349873
chr2	10204311	10204430	120	*	tak1-hs-merge_peak_6150	Distal Intergenic	3	10204718	10208234	3517	2	Mp2g09880	3804	0.681602998730868
chr2	10207292	10207640	349	*	tak1-hs-merge_peak_6151	Exon (Mp2g09880.1/Mp2g09880, exon 2 of 3)	3	10204718	10208234	3517	2	Mp2g09880	594	0.202488317060094
chr2	10207943	10209354	1412	*	tak1-hs-merge_peak_6152	Exon (Mp2g09910.1/Mp2g09910, exon 1 of 2)	3	10204718	10208234	3517	2	Mp2g09880	0	0
chr2	10215041	10216103	1063	*	tak1-hs-merge_peak_6153	Distal Intergenic	3	10209029	10214436	5408	1	Mp2g09910	6012	0.845841907421757
chr2	10218675	10218798	124	*	tak1-hs-merge_peak_6154	Distal Intergenic	3	10225000	10227695	2696	1	Mp2g09930	-6202	-0.857453117035266
chr2	10224915	10225195	281	*	tak1-hs-merge_peak_6155	Exon (Mp2g09930.1/Mp2g09930, exon 1 of 1)	3	10225000	10227695	2696	1	Mp2g09930	0	0
chr2	10227075	10227339	265	*	tak1-hs-merge_peak_6156	Exon (Mp2g09930.1/Mp2g09930, exon 1 of 1)	3	10225000	10227695	2696	1	Mp2g09930	2075	0.487845120111436
chr2	10229923	10230282	360	*	tak1-hs-merge_peak_6157	Distal Intergenic	3	10225000	10227695	2696	1	Mp2g09930	4923	0.772541732640944
chr2	10236119	10237838	1720	*	tak1-hs-merge_peak_6158	Exon (Mp2g09940.1/Mp2g09940, exon 1 of 8)	3	10230437	10236169	5733	2	Mp2g09940	0	0
chr2	10241354	10241851	498	*	tak1-hs-merge_peak_6159	Exon (Mp2g09970.1/Mp2g09970, exon 1 of 1)	3	10241768	10246070	4303	1	Mp2g09970	0	0
chr2	10245066	10245237	172	*	tak1-hs-merge_peak_6160	Exon (Mp2g09970.1/Mp2g09970, exon 1 of 1)	3	10244803	10246223	1421	1	Mp2g09980	263	0.101403350555331
chr2	10245462	10246945	1484	*	tak1-hs-merge_peak_6161	Exon (Mp2g09970.1/Mp2g09970, exon 1 of 1)	3	10246472	10246544	73	1	Mp2g09995a	0	0
chr2	10249799	10250112	314	*	tak1-hs-merge_peak_6162	Distal Intergenic	3	10252079	10257248	5170	1	Mp2g10010	-1967	-0.472317546316842
chr2	10264255	10266241	1987	*	tak1-hs-merge_peak_6163	Promoter	3	10259069	10264098	5030	2	Mp2g10020	-157	-0.0633333589517496
chr2	10266374	10266623	250	*	tak1-hs-merge_peak_6164	Distal Intergenic	3	10259069	10264098	5030	2	Mp2g10020	-2276	-0.515343893088381
chr2	10283143	10283323	181	*	tak1-hs-merge_peak_6165	Exon (Mp2g10040.1/Mp2g10040, exon 1 of 4)	3	10278159	10283194	5036	2	Mp2g10040	0	0
chr2	10305165	10307491	2327	*	tak1-hs-merge_peak_6166	Exon (Mp2g10050.1/Mp2g10050, exon 1 of 2)	3	10301805	10305683	3879	2	Mp2g10050	0	0
chr2	10310766	10310892	127	*	tak1-hs-merge_peak_6167	Distal Intergenic	3	10307711	10308782	1072	2	Mp2g10060	-1984	-0.474798818800631
chr2	10311230	10311379	150	*	tak1-hs-merge_peak_6168	Distal Intergenic	3	10313005	10314138	1134	1	Mp2g10070	-1626	-0.41929472175346
chr2	10312547	10313826	1280	*	tak1-hs-merge_peak_6169	Exon (Mp2g10070.1/Mp2g10070, exon 1 of 1)	3	10313005	10314138	1134	1	Mp2g10070	0	0
chr2	10320773	10321160	388	*	tak1-hs-merge_peak_6170	Exon (Mp2g10080.1/Mp2g10080, exon 1 of 16)	3	10314306	10320911	6606	2	Mp2g10080	0	0
chr2	10335039	10335720	682	*	tak1-hs-merge_peak_6171	Distal Intergenic	3	10340311	10342747	2437	1	Mp2g10090	-4591	-0.747489492258673
chr2	10337032	10338093	1062	*	tak1-hs-merge_peak_6172	Distal Intergenic	3	10340311	10342747	2437	1	Mp2g10090	-2218	-0.507586039763011
chr2	10339529	10340504	976	*	tak1-hs-merge_peak_6173	Exon (Mp2g10090.1/Mp2g10090, exon 1 of 1)	3	10340311	10342747	2437	1	Mp2g10090	0	0
chr2	10343388	10344476	1089	*	tak1-hs-merge_peak_6174	Exon (Mp2g10100.1/Mp2g10100, exon 1 of 1)	3	10343299	10343712	414	1	Mp2g10100	89	0.0370278797557749
chr2	10348744	10349032	289	*	tak1-hs-merge_peak_6175	Exon (Mp2g10110.1/Mp2g10110, exon 1 of 1)	3	10347223	10348774	1552	2	Mp2g10110	0	0
chr2	10366246	10366386	141	*	tak1-hs-merge_peak_6176	Promoter	3	10365616	10365966	351	2	Mp2g10140	-280	-0.107209969647868
chr2	10367181	10367347	167	*	tak1-hs-merge_peak_6177	Promoter	3	10365616	10365966	351	2	Mp2g10140	-1215	-0.345373730559088
chr2	10367800	10369658	1859	*	tak1-hs-merge_peak_6178	Exon (Mp2g10150.1/Mp2g10150, exon 1 of 1)	3	10368989	10369549	561	1	Mp2g10150	0	0
chr2	10375521	10376532	1012	*	tak1-hs-merge_peak_6179	Promoter	3	10376965	10377914	950	2	Mp2g10170	1382	0.376941757146759
chr2	10377624	10378429	806	*	tak1-hs-merge_peak_6180	Exon (Mp2g10170.1/Mp2g10170, exon 1 of 1)	3	10376965	10377914	950	2	Mp2g10170	0	0
chr2	10380363	10381409	1047	*	tak1-hs-merge_peak_6181	Distal Intergenic	3	10376965	10377914	950	2	Mp2g10170	-2449	-0.537693194367391
chr2	10385310	10385428	119	*	tak1-hs-merge_peak_6182	Distal Intergenic	3	10387531	10391652	4122	1	Mp2g10180	-2103	-0.491781775584166
chr2	10386750	10387834	1085	*	tak1-hs-merge_peak_6183	Exon (Mp2g10180.1/Mp2g10180, exon 1 of 6)	3	10387531	10391652	4122	1	Mp2g10180	0	0
chr2	10393215	10394332	1118	*	tak1-hs-merge_peak_6184	Exon (Mp2g10190.1/Mp2g10190, exon 2 of 2)	3	10393331	10395853	2523	2	Mp2g10190	1521	0.401572845676446
chr2	10405138	10405694	557	*	tak1-hs-merge_peak_6185	Promoter	3	10406410	10410771	4362	1	Mp2g10200	-716	-0.234517283512687
chr2	10406140	10406318	179	*	tak1-hs-merge_peak_6186	Promoter	3	10406410	10410771	4362	1	Mp2g10200	-92	-0.0382226383687185
chr2	10411987	10412420	434	*	tak1-hs-merge_peak_6187	Exon (Mp2g10210.1/Mp2g10210, exon 1 of 6)	3	10411958	10415738	3781	1	Mp2g10210	29	0.0124153747624329
chr2	10416790	10417135	346	*	tak1-hs-merge_peak_6188	Distal Intergenic	3	10411958	10415738	3781	1	Mp2g10210	4832	0.765817515309918
chr2	10422668	10422840	173	*	tak1-hs-merge_peak_6189	Promoter	3	10423939	10425893	1955	1	Mp2g10220	-1099	-0.3220124385824
