seqnames	start	end	width	strand	Peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTSS (log10)
chr3	6135573	6136934	1362	*	tak1-ck-merge_peak_8914	Exon (Mp3g06250.1/Mp3g06250, exon 1 of 6)	4	6136622	6140737	4116	1	Mp3g06250	0	0
chr3	6142865	6143777	913	*	tak1-ck-merge_peak_8915	Exon (Mp3g06260.1/Mp3g06260, exon 1 of 7)	4	6143516	6147547	4032	1	Mp3g06260	0	0
chr3	6154724	6156251	1528	*	tak1-ck-merge_peak_8916	Exon (Mp3g06270.1/Mp3g06270, exon 1 of 2)	4	6156215	6158622	2408	1	Mp3g06270	0	0
chr3	6159484	6160094	611	*	tak1-ck-merge_peak_8917	Exon (Mp3g06280.1/Mp3g06280, exon 1 of 10)	4	6160051	6167457	7407	1	Mp3g06280	0	0
chr3	6185055	6187832	2778	*	tak1-ck-merge_peak_8918	Exon (Mp3g06300.1/Mp3g06300, exon 1 of 2)	4	6184919	6187792	2874	2	Mp3g06300	0	0
chr3	6192079	6195822	3744	*	tak1-ck-merge_peak_8919	Distal Intergenic	4	6184919	6187792	2874	2	Mp3g06300	-4287	-0.723209310405111
chr3	6201584	6204622	3039	*	tak1-ck-merge_peak_8920	Exon (Mp3g06310.1/Mp3g06310, exon 1 of 3)	4	6195828	6202070	6243	2	Mp3g06310	0	0
chr3	6209670	6212505	2836	*	tak1-ck-merge_peak_8921	Distal Intergenic	4	6195828	6202070	6243	2	Mp3g06310	-7600	-0.934498451243568
chr3	6212632	6212933	302	*	tak1-ck-merge_peak_8922	Distal Intergenic	4	6195828	6202070	6243	2	Mp3g06310	-10562	-1.0630329650391
chr3	6237600	6239879	2280	*	tak1-ck-merge_peak_8923	Exon (Mp3g06320.1/Mp3g06320, exon 1 of 8)	4	6232203	6238101	5899	2	Mp3g06320	0	0
chr3	6241454	6241857	404	*	tak1-ck-merge_peak_8924	Distal Intergenic	4	6232203	6238101	5899	2	Mp3g06320	-3353	-0.638788667157398
chr3	6242450	6243465	1016	*	tak1-ck-merge_peak_8925	Distal Intergenic	4	6232203	6238101	5899	2	Mp3g06320	-4349	-0.728272597895017
chr3	6251081	6251948	868	*	tak1-ck-merge_peak_8926	Exon (Mp3g06340.1/Mp3g06340, exon 2 of 2)	4	6250510	6252308	1799	2	Mp3g06340	360	0.133538908370217
chr3	6258243	6258381	139	*	tak1-ck-merge_peak_8927	Exon (Mp3g06360.1/Mp3g06360, exon 1 of 6)	4	6255350	6258350	3001	2	Mp3g06360	0	0
chr3	6282016	6282580	565	*	tak1-ck-merge_peak_8928	Exon (Mp3g06380.1/Mp3g06380, exon 1 of 1)	4	6282171	6285642	3472	1	Mp3g06380	0	0
chr3	6284689	6285371	683	*	tak1-ck-merge_peak_8929	Exon (Mp3g06380.1/Mp3g06380, exon 1 of 1)	4	6282171	6285642	3472	1	Mp3g06380	2518	0.546295835121442
chr3	6288338	6288855	518	*	tak1-ck-merge_peak_8930	Exon (Mp3g06390.1/Mp3g06390, exon 1 of 4)	4	6288575	6291431	2857	1	Mp3g06390	0	0
chr3	6293289	6294457	1169	*	tak1-ck-merge_peak_8931	Exon (Mp3g06410.1/Mp3g06410, exon 1 of 2)	4	6291744	6293527	1784	2	Mp3g06400	0	0
chr3	6305246	6305566	321	*	tak1-ck-merge_peak_8932	Exon (Mp3g06420.1/Mp3g06420, exon 1 of 7)	4	6305349	6309618	4270	1	Mp3g06420	0	0
chr3	6311425	6311622	198	*	tak1-ck-merge_peak_8933	Exon (Mp3g06430.1/Mp3g06430, exon 1 of 2)	4	6311411	6314429	3019	1	Mp3g06430	14	0.00603795499731718
chr3	6316132	6316398	267	*	tak1-ck-merge_peak_8934	Distal Intergenic	4	6311411	6314429	3019	1	Mp3g06430	4721	0.757471947765668
chr3	6318430	6318632	203	*	tak1-ck-merge_peak_8935	Distal Intergenic	4	6311411	6314429	3019	1	Mp3g06430	7019	0.9041202134762
chr3	6321524	6322855	1332	*	tak1-ck-merge_peak_8936	Distal Intergenic	4	6326286	6327269	984	2	Mp3g06440	4414	0.733518251434488
chr3	6323721	6324061	341	*	tak1-ck-merge_peak_8937	Distal Intergenic	4	6326286	6327269	984	2	Mp3g06440	3208	0.624075731145683
chr3	6330141	6331358	1218	*	tak1-ck-merge_peak_8938	Distal Intergenic	4	6326286	6327269	984	2	Mp3g06440	-2872	-0.587935348636356
chr3	6331601	6331843	243	*	tak1-ck-merge_peak_8939	Distal Intergenic	4	6335689	6338485	2797	1	Mp3g06450	-3846	-0.685383409801487
chr3	6334420	6335858	1439	*	tak1-ck-merge_peak_8940	Exon (Mp3g06450.1/Mp3g06450, exon 1 of 1)	4	6335689	6338485	2797	1	Mp3g06450	0	0
chr3	6337033	6338002	970	*	tak1-ck-merge_peak_8941	Exon (Mp3g06450.1/Mp3g06450, exon 1 of 1)	4	6338877	6341327	2451	1	Mp3g06460	-875	-0.273001272063738
chr3	6349639	6350015	377	*	tak1-ck-merge_peak_8942	Distal Intergenic	4	6352152	6358547	6396	2	Mp3g06470	8532	0.979184033674419
chr3	6350197	6351710	1514	*	tak1-ck-merge_peak_8943	Distal Intergenic	4	6352152	6358547	6396	2	Mp3g06470	6837	0.894149846767922
chr3	6352541	6352667	127	*	tak1-ck-merge_peak_8944	Exon (Mp3g06470.1/Mp3g06470, exon 2 of 2)	4	6352152	6358547	6396	2	Mp3g06470	5880	0.837588438235511
chr3	6356101	6356604	504	*	tak1-ck-merge_peak_8945	Exon (Mp3g06470.1/Mp3g06470, exon 1 of 2)	4	6352152	6358547	6396	2	Mp3g06470	1943	0.468790262099611
chr3	6358103	6360544	2442	*	tak1-ck-merge_peak_8946	Exon (Mp3g06470.1/Mp3g06470, exon 1 of 2)	4	6352152	6358547	6396	2	Mp3g06470	0	0
chr3	6365855	6366446	592	*	tak1-ck-merge_peak_8947	Exon (Mp3g06490.1/Mp3g06490, exon 1 of 1)	4	6363495	6366641	3147	2	Mp3g06490	195	0.0773679052841565
chr3	6368615	6369122	508	*	tak1-ck-merge_peak_8948	Distal Intergenic	4	6363495	6366641	3147	2	Mp3g06490	-1974	-0.473340964185935
chr3	6369985	6370637	653	*	tak1-ck-merge_peak_8949	Distal Intergenic	4	6363495	6366641	3147	2	Mp3g06490	-3344	-0.63788981658079
chr3	6371038	6371392	355	*	tak1-ck-merge_peak_8950	Distal Intergenic	4	6363495	6366641	3147	2	Mp3g06490	-4397	-0.732152418065214
chr3	6372226	6373977	1752	*	tak1-ck-merge_peak_8951	Distal Intergenic	4	6376360	6378173	1814	1	Mp3g06500	-2383	-0.529301997787981
chr3	6375280	6375650	371	*	tak1-ck-merge_peak_8952	Promoter	4	6376360	6378173	1814	1	Mp3g06500	-710	-0.232996110392154
chr3	6375804	6376123	320	*	tak1-ck-merge_peak_8953	Promoter	4	6376360	6378173	1814	1	Mp3g06500	-237	-0.0923696996291207
chr3	6376301	6376880	580	*	tak1-ck-merge_peak_8954	Exon (Mp3g06500.1/Mp3g06500, exon 1 of 1)	4	6376360	6378173	1814	1	Mp3g06500	0	0
chr3	6398698	6398913	216	*	tak1-ck-merge_peak_8955	Exon (Mp3g06540.1/Mp3g06540, exon 1 of 9)	4	6393854	6399195	5342	2	Mp3g06540	282	0.107888025182799
chr3	6400245	6400510	266	*	tak1-ck-merge_peak_8956	Exon (Mp3g06550.1/Mp3g06550, exon 1 of 1)	4	6400385	6402745	2361	1	Mp3g06550	0	0
chr3	6409983	6410146	164	*	tak1-ck-merge_peak_8957	Distal Intergenic	4	6411345	6413288	1944	2	Mp3g06560	3142	0.617210094557434
chr3	6410267	6410487	221	*	tak1-ck-merge_peak_8958	Distal Intergenic	4	6411345	6413288	1944	2	Mp3g06560	2801	0.579897869603104
chr3	6413298	6414113	816	*	tak1-ck-merge_peak_8959	Promoter	4	6411345	6413288	1944	2	Mp3g06560	-10	-0.00432137378264258
chr3	6416013	6416397	385	*	tak1-ck-merge_peak_8960	Distal Intergenic	4	6411345	6413288	1944	2	Mp3g06560	-2725	-0.571126277084312
chr3	6418611	6419623	1013	*	tak1-ck-merge_peak_8961	Exon (Mp3g06570.1/Mp3g06570, exon 1 of 2)	4	6419620	6421709	2090	1	Mp3g06570	0	0
chr3	6420658	6420815	158	*	tak1-ck-merge_peak_8962	Exon (Mp3g06570.1/Mp3g06570, exon 2 of 2)	4	6419620	6421709	2090	1	Mp3g06570	1038	0.309204179670408
chr3	6422435	6422654	220	*	tak1-ck-merge_peak_8963	Distal Intergenic	4	6419620	6421709	2090	1	Mp3g06570	2815	0.581494542290899
chr3	6431981	6433332	1352	*	tak1-ck-merge_peak_8964	Exon (Mp3g06600.1/Mp3g06600, exon 1 of 3)	4	6431598	6433016	1419	2	Mp3g06590	0	0
chr3	6445065	6445314	250	*	tak1-ck-merge_peak_8965	Exon (Mp3g06610.1/Mp3g06610, exon 10 of 10)	4	6446712	6448187	1476	1	Mp3g06620	-1398	-0.37984917876283
chr3	6459245	6462086	2842	*	tak1-ck-merge_peak_8966	Exon (Mp3g06650.1/Mp3g06650, exon 1 of 5)	4	6455223	6460263	5041	2	Mp3g06650	0	0
chr3	6462654	6462875	222	*	tak1-ck-merge_peak_8967	Distal Intergenic	4	6455223	6460263	5041	2	Mp3g06650	-2391	-0.530327789778086
chr3	6471065	6471359	295	*	tak1-ck-merge_peak_8968	Distal Intergenic	4	6478467	6482300	3834	1	Mp3g06660	-7108	-0.908913740020971
chr3	6472389	6474000	1612	*	tak1-ck-merge_peak_8969	Distal Intergenic	4	6478467	6482300	3834	1	Mp3g06660	-4467	-0.737749073891557
chr3	6476327	6477247	921	*	tak1-ck-merge_peak_8970	Promoter	4	6478467	6482300	3834	1	Mp3g06660	-1220	-0.346352974450639
chr3	6477870	6478779	910	*	tak1-ck-merge_peak_8971	Exon (Mp3g06660.1/Mp3g06660, exon 1 of 3)	4	6478467	6482300	3834	1	Mp3g06660	0	0
chr3	6496709	6496921	213	*	tak1-ck-merge_peak_8972	Exon (Mp3g06680.1/Mp3g06680, exon 1 of 12)	4	6496706	6501725	5020	1	Mp3g06680	3	0.00130093302041807
chr3	6502241	6502965	725	*	tak1-ck-merge_peak_8973	Distal Intergenic	4	6503254	6505126	1873	2	Mp3g06690	2161	0.49982449583958
chr3	6503131	6503908	778	*	tak1-ck-merge_peak_8974	Exon (Mp3g06690.1/Mp3g06690, exon 2 of 3)	4	6503254	6505126	1873	2	Mp3g06690	1218	0.345961541813141
chr3	6505765	6505961	197	*	tak1-ck-merge_peak_8975	Exon (Mp3g06700.1/Mp3g06700, exon 1 of 5)	4	6505442	6509362	3921	1	Mp3g06700	323	0.121559844187501
chr3	6507352	6508703	1352	*	tak1-ck-merge_peak_8976	Exon (Mp3g06700.1/Mp3g06700, exon 4 of 5)	4	6505442	6509362	3921	1	Mp3g06700	1910	0.463892988985907
chr3	6514870	6515502	633	*	tak1-ck-merge_peak_8977	Promoter	4	6513775	6514736	962	2	Mp3g06710	-134	-0.0546130545568877
chr3	6516126	6516375	250	*	tak1-ck-merge_peak_8978	Promoter	4	6517184	6518821	1638	1	Mp3g06720	-809	-0.257438566859814
chr3	6518178	6518446	269	*	tak1-ck-merge_peak_8979	Exon (Mp3g06720.1/Mp3g06720, exon 1 of 1)	4	6517184	6518821	1638	1	Mp3g06720	994	0.299725153975637
chr3	6521833	6522902	1070	*	tak1-ck-merge_peak_8980	Exon (Mp3g06730.2/Mp3g06730, exon 1 of 6)	4	6519174	6522045	2872	2	Mp3g06730	0	0
chr3	6524293	6525037	745	*	tak1-ck-merge_peak_8981	Exon (Mp3g06740.1/Mp3g06740, exon 1 of 2)	4	6524385	6527590	3206	1	Mp3g06740	0	0
chr3	6526354	6526743	390	*	tak1-ck-merge_peak_8982	Exon (Mp3g06740.1/Mp3g06740, exon 1 of 2)	4	6524385	6527590	3206	1	Mp3g06740	1969	0.472610197596045
chr3	6538422	6538539	118	*	tak1-ck-merge_peak_8983	Exon (Mp3g06750.1/Mp3g06750, exon 1 of 1)	4	6538389	6538640	252	1	Mp3g06750	33	0.0141003215196205
chr3	6539228	6540263	1036	*	tak1-ck-merge_peak_8984	Exon (Mp3g06760.1/Mp3g06760, exon 1 of 1)	4	6539396	6542884	3489	1	Mp3g06760	0	0
chr3	6545768	6546149	382	*	tak1-ck-merge_peak_8985	Exon (Mp3g06770.1/Mp3g06770, exon 1 of 4)	4	6543591	6545892	2302	2	Mp3g06770	0	0
chr3	6548855	6549148	294	*	tak1-ck-merge_peak_8986	Exon (Mp3g06780.1/Mp3g06780, exon 1 of 12)	4	6549094	6553595	4502	1	Mp3g06780	0	0
chr3	6570042	6571248	1207	*	tak1-ck-merge_peak_8987	Exon (Mp3g06810.1/Mp3g06810, exon 1 of 10)	4	6560699	6570603	9905	2	Mp3g06810	0	0
chr3	6573014	6573505	492	*	tak1-ck-merge_peak_8988	Promoter	4	6573566	6584912	11347	1	Mp3g06830	-61	-0.0257153839013406
chr3	6594971	6596024	1054	*	tak1-ck-merge_peak_8989	Exon (Mp3g06860.1/Mp3g06860, exon 1 of 9)	4	6586143	6595742	9600	2	Mp3g06860	0	0
chr3	6600143	6600292	150	*	tak1-ck-merge_peak_8990	Promoter	4	6600293	6602631	2339	1	Mp3g06870	-1	-0.000434077479318593
chr3	6614589	6614877	289	*	tak1-ck-merge_peak_8991	Promoter	4	6603156	6614569	11414	2	Mp3g06880	-20	-0.00860017176191757
chr3	6621643	6621921	279	*	tak1-ck-merge_peak_8992	Exon (Mp3g06890.1/Mp3g06890, exon 1 of 2)	4	6616737	6621862	5126	2	Mp3g06890	0	0
chr3	6628115	6628341	227	*	tak1-ck-merge_peak_8993	Downstream (<=300bp)	4	6625084	6627949	2866	1	Mp3g06900	3031	0.605412798153051
chr3	6630949	6631094	146	*	tak1-ck-merge_peak_8994	Exon (Mp3g06910.1/Mp3g06910, exon 2 of 5)	4	6629246	6631617	2372	2	Mp3g06910	523	0.182699903336043
chr3	6631505	6631808	304	*	tak1-ck-merge_peak_8995	Exon (Mp3g06920.1/Mp3g06920, exon 1 of 2)	4	6629246	6631617	2372	2	Mp3g06910	0	0
chr3	6659400	6660648	1249	*	tak1-ck-merge_peak_8996	Distal Intergenic	4	6631738	6633614	1877	1	Mp3g06920	27662	1.457306491667
chr3	6661317	6661564	248	*	tak1-ck-merge_peak_8997	Distal Intergenic	4	6631738	6633614	1877	1	Mp3g06920	29579	1.48542327893166
chr3	6662044	6662303	260	*	tak1-ck-merge_peak_8998	Distal Intergenic	4	6631738	6633614	1877	1	Mp3g06920	30306	1.49562758090649
chr3	6713223	6713436	214	*	tak1-ck-merge_peak_8999	Distal Intergenic	4	6731031	6731110	80	1	Mp3g06925a	-17595	-1.26939618269499
chr3	6721723	6721849	127	*	tak1-ck-merge_peak_9000	Distal Intergenic	4	6731031	6731110	80	1	Mp3g06925a	-9182	-1.00783309270132
chr3	6722720	6722889	170	*	tak1-ck-merge_peak_9001	Distal Intergenic	4	6731031	6731110	80	1	Mp3g06925a	-8142	-0.961041216953312
chr3	6737653	6738001	349	*	tak1-ck-merge_peak_9002	Distal Intergenic	4	6731031	6731110	80	1	Mp3g06925a	6622	0.882068944436148
chr3	6739054	6739896	843	*	tak1-ck-merge_peak_9003	Distal Intergenic	4	6742729	6746319	3591	2	Mp3g06930	6423	0.870579460552685
chr3	6742009	6742413	405	*	tak1-ck-merge_peak_9004	Distal Intergenic	4	6742729	6746319	3591	2	Mp3g06930	3906	0.690727543870367
chr3	6745756	6746365	610	*	tak1-ck-merge_peak_9005	Exon (Mp3g06930.1/Mp3g06930, exon 1 of 2)	4	6742729	6746319	3591	2	Mp3g06930	0	0
chr3	6746537	6747937	1401	*	tak1-ck-merge_peak_9006	Promoter	4	6742729	6746319	3591	2	Mp3g06930	-218	-0.0856472882968565
chr3	6748358	6748616	259	*	tak1-ck-merge_peak_9007	Exon (Mp3g06940.1/Mp3g06940, exon 1 of 1)	4	6742729	6746319	3591	2	Mp3g06930	-2039	-0.482730700079943
chr3	6751223	6751648	426	*	tak1-ck-merge_peak_9008	Promoter	4	6748019	6750915	2897	2	Mp3g06940	-308	-0.116607743988248
chr3	6756413	6756571	159	*	tak1-ck-merge_peak_9009	Promoter	4	6755178	6755250	73	2	Mp3g06945a	-1163	-0.335056519439092
chr3	6762034	6762573	540	*	tak1-ck-merge_peak_9010	Distal Intergenic	4	6765762	6768449	2688	1	Mp3g06960	-3189	-0.62211036036122
chr3	6765288	6765770	483	*	tak1-ck-merge_peak_9011	Exon (Mp3g06960.1/Mp3g06960, exon 1 of 1)	4	6765762	6768449	2688	1	Mp3g06960	0	0
chr3	6767890	6768484	595	*	tak1-ck-merge_peak_9012	Exon (Mp3g06960.1/Mp3g06960, exon 1 of 1)	4	6765148	6767584	2437	2	Mp3g06950	-306	-0.115943176939055
chr3	6769018	6769643	626	*	tak1-ck-merge_peak_9013	Exon (Mp3g06970.1/Mp3g06970, exon 1 of 1)	4	6767585	6769993	2409	2	Mp3g06970	350	0.130333768495006
chr3	6772043	6772376	334	*	tak1-ck-merge_peak_9014	Exon (Mp3g06990.1/Mp3g06990, exon 1 of 1)	4	6771227	6772473	1247	2	Mp3g06990	97	0.0402066275747111
chr3	6776520	6778812	2293	*	tak1-ck-merge_peak_9015	Exon (Mp3g07000.1/Mp3g07000, exon 1 of 3)	4	6772781	6776633	3853	2	Mp3g07000	0	0
chr3	6780209	6781992	1784	*	tak1-ck-merge_peak_9016	Distal Intergenic	4	6772781	6776633	3853	2	Mp3g07000	-3576	-0.660486015784968
chr3	6782235	6782671	437	*	tak1-ck-merge_peak_9017	Distal Intergenic	4	6772781	6776633	3853	2	Mp3g07000	-5602	-0.819675519994293
chr3	6784509	6784876	368	*	tak1-ck-merge_peak_9018	Distal Intergenic	4	6772781	6776633	3853	2	Mp3g07000	-7876	-0.948217293559971
chr3	6796732	6796870	139	*	tak1-ck-merge_peak_9019	Exon (Mp3g07010.1/Mp3g07010, exon 1 of 2)	4	6795160	6796763	1604	2	Mp3g07010	0	0
chr3	6797501	6798299	799	*	tak1-ck-merge_peak_9020	Promoter	4	6795160	6796763	1604	2	Mp3g07010	-738	-0.240049772112648
chr3	6800150	6800611	462	*	tak1-ck-merge_peak_9021	Distal Intergenic	4	6795160	6796763	1604	2	Mp3g07010	-3387	-0.642167634404945
chr3	6814455	6814975	521	*	tak1-ck-merge_peak_9022	Exon (Mp3g07030.1/Mp3g07030, exon 1 of 4)	4	6811929	6814653	2725	2	Mp3g07030	0	0
chr3	6815969	6816369	401	*	tak1-ck-merge_peak_9023	Exon (Mp3g07040.1/Mp3g07040, exon 1 of 10)	4	6816265	6820034	3770	1	Mp3g07040	0	0
chr3	6823001	6823623	623	*	tak1-ck-merge_peak_9024	Exon (Mp3g07050.1/Mp3g07050, exon 1 of 2)	4	6821077	6823077	2001	2	Mp3g07050	0	0
chr3	6830395	6830812	418	*	tak1-ck-merge_peak_9025	Exon (Mp3g07060.1/Mp3g07060, exon 1 of 14)	4	6824271	6830586	6316	2	Mp3g07060	0	0
chr3	6845471	6846754	1284	*	tak1-ck-merge_peak_9026	Exon (Mp3g07070.1/Mp3g07070, exon 1 of 2)	4	6845667	6846778	1112	1	Mp3g07070	0	0
chr3	6858726	6858998	273	*	tak1-ck-merge_peak_9027	Exon (Mp3g07090.1/Mp3g07090, exon 1 of 3)	4	6856967	6858912	1946	2	Mp3g07090	0	0
chr3	6863655	6863779	125	*	tak1-ck-merge_peak_9028	Exon (Mp3g07095a.1/Mp3g07095a, exon 1 of 1)	4	6863643	6863714	72	2	Mp3g07095a	0	0
chr3	6884478	6885004	527	*	tak1-ck-merge_peak_9029	Distal Intergenic	4	6897215	6902382	5168	2	Mp3g07100	17378	1.26429824719022
chr3	6886003	6886659	657	*	tak1-ck-merge_peak_9030	Distal Intergenic	4	6897215	6902382	5168	2	Mp3g07100	15723	1.22331418976413
chr3	6902055	6902835	781	*	tak1-ck-merge_peak_9031	Exon (Mp3g07100.1/Mp3g07100, exon 1 of 3)	4	6897215	6902382	5168	2	Mp3g07100	0	0
chr3	6907674	6907843	170	*	tak1-ck-merge_peak_9032	Exon (Mp3g07120.1/Mp3g07120, exon 1 of 5)	4	6907734	6910886	3153	1	Mp3g07120	0	0
chr3	6913285	6915768	2484	*	tak1-ck-merge_peak_9033	Exon (Mp3g07130.1/Mp3g07130, exon 1 of 2)	4	6911566	6913328	1763	2	Mp3g07130	0	0
chr3	6916188	6916564	377	*	tak1-ck-merge_peak_9034	Distal Intergenic	4	6911566	6913328	1763	2	Mp3g07130	-2860	-0.586587304671755
chr3	6918415	6919008	594	*	tak1-ck-merge_peak_9035	Distal Intergenic	4	6919990	6922912	2923	2	Mp3g07140	3904	0.690550461510359
chr3	6922771	6923095	325	*	tak1-ck-merge_peak_9036	Exon (Mp3g07140.1/Mp3g07140, exon 1 of 4)	4	6919990	6922912	2923	2	Mp3g07140	0	0
chr3	6946811	6947218	408	*	tak1-ck-merge_peak_9037	Distal Intergenic	4	6952561	6956323	3763	1	Mp3g07150	-5343	-0.802294711397464
chr3	6948648	6949146	499	*	tak1-ck-merge_peak_9038	Distal Intergenic	4	6952561	6956323	3763	1	Mp3g07150	-3415	-0.644930707913587
chr3	6952197	6953092	896	*	tak1-ck-merge_peak_9039	Exon (Mp3g07150.1/Mp3g07150, exon 1 of 3)	4	6952561	6956323	3763	1	Mp3g07150	0	0
chr3	6956268	6956619	352	*	tak1-ck-merge_peak_9040	Exon (Mp3g07150.1/Mp3g07150, exon 3 of 3)	4	6952561	6956323	3763	1	Mp3g07150	3707	0.672744198306599
chr3	6982368	6982730	363	*	tak1-ck-merge_peak_9041	Promoter	4	6983224	6989266	6043	1	Mp3g07160	-494	-0.17435059747938
chr3	6982953	6983387	435	*	tak1-ck-merge_peak_9042	Exon (Mp3g07160.1/Mp3g07160, exon 1 of 11)	4	6983224	6989266	6043	1	Mp3g07160	0	0
chr3	6989531	6990866	1336	*	tak1-ck-merge_peak_9043	Downstream (<=300bp)	4	6983224	6989266	6043	1	Mp3g07160	6307	0.863739107345217
chr3	6990993	6991226	234	*	tak1-ck-merge_peak_9044	Distal Intergenic	4	6983224	6989266	6043	1	Mp3g07160	7769	0.942950070077099
chr3	6992806	6993134	329	*	tak1-ck-merge_peak_9045	Distal Intergenic	4	6983224	6989266	6043	1	Mp3g07160	9582	1.02456775719604
chr3	6993966	6994747	782	*	tak1-ck-merge_peak_9046	Distal Intergenic	4	6983224	6989266	6043	1	Mp3g07160	10742	1.06974207604164
chr3	7012548	7013217	670	*	tak1-ck-merge_peak_9047	Exon (Mp3g07180.1/Mp3g07180, exon 1 of 4)	4	7013014	7014849	1836	1	Mp3g07180	0	0
chr3	7016302	7016869	568	*	tak1-ck-merge_peak_9048	Exon (Mp3g07190.1/Mp3g07190, exon 5 of 6)	4	7014970	7019530	4561	2	Mp3g07190	2661	0.563599728881531
chr3	7021853	7022084	232	*	tak1-ck-merge_peak_9049	Exon (Mp3g07200.1/Mp3g07200, exon 1 of 6)	4	7021797	7025210	3414	1	Mp3g07200	56	0.0236639181977935
chr3	7043318	7044333	1016	*	tak1-ck-merge_peak_9050	Exon (Mp3g07240.1/Mp3g07240, exon 4 of 5)	4	7043181	7046307	3127	2	Mp3g07240	1974	0.473340964185935
chr3	7046797	7047900	1104	*	tak1-ck-merge_peak_9051	Exon (Mp3g07260.1/Mp3g07260, exon 1 of 4)	4	7046543	7047312	770	2	Mp3g07250	0	0
chr3	7048169	7048490	322	*	tak1-ck-merge_peak_9052	Exon (Mp3g07260.1/Mp3g07260, exon 1 of 4)	4	7047540	7052452	4913	1	Mp3g07260	629	0.211921084308509
chr3	7048943	7049084	142	*	tak1-ck-merge_peak_9053	Intron (Mp3g07260.1/Mp3g07260, intron 1 of 3)	4	7047540	7052452	4913	1	Mp3g07260	1403	0.3807537708039
chr3	7049231	7050616	1386	*	tak1-ck-merge_peak_9054	Exon (Mp3g07260.1/Mp3g07260, exon 2 of 4)	4	7051310	7051398	89	1	Mp3g07265	-694	-0.228913405994688
chr3	7050780	7050928	149	*	tak1-ck-merge_peak_9055	Exon (Mp3g07260.1/Mp3g07260, exon 3 of 4)	4	7051310	7051398	89	1	Mp3g07265	-382	-0.14050804303818
chr3	7053453	7053579	127	*	tak1-ck-merge_peak_9056	Distal Intergenic	4	7051310	7051398	89	1	Mp3g07265	2143	0.49734438101758
chr3	7056217	7056550	334	*	tak1-ck-merge_peak_9057	Exon (Mp3g07280.1/Mp3g07280, exon 1 of 1)	4	7056255	7056275	21	2	Mp3g07275	0	0
chr3	7056700	7056967	268	*	tak1-ck-merge_peak_9058	Exon (Mp3g07280.1/Mp3g07280, exon 1 of 1)	4	7056477	7058408	1932	1	Mp3g07280	223	0.0874264570362855
chr3	7057381	7059656	2276	*	tak1-ck-merge_peak_9059	Exon (Mp3g07280.1/Mp3g07280, exon 1 of 1)	4	7059555	7060547	993	1	Mp3g07290	0	0
chr3	7075619	7076050	432	*	tak1-ck-merge_peak_9060	Distal Intergenic	4	7078286	7081173	2888	1	Mp3g07300	-2236	-0.510008512940235
chr3	7077592	7078560	969	*	tak1-ck-merge_peak_9061	Exon (Mp3g07300.1/Mp3g07300, exon 1 of 4)	4	7078286	7081173	2888	1	Mp3g07300	0	0
chr3	7078979	7079555	577	*	tak1-ck-merge_peak_9062	Exon (Mp3g07300.1/Mp3g07300, exon 2 of 4)	4	7078286	7081173	2888	1	Mp3g07300	693	0.228656958108935
chr3	7082723	7083046	324	*	tak1-ck-merge_peak_9063	Distal Intergenic	4	7078286	7081173	2888	1	Mp3g07300	4437	0.735359333001711
chr3	7096708	7097236	529	*	tak1-ck-merge_peak_9064	Exon (Mp3g07320.1/Mp3g07320, exon 1 of 8)	4	7097015	7101926	4912	1	Mp3g07320	0	0
chr3	7103993	7104576	584	*	tak1-ck-merge_peak_9065	Exon (Mp3g07330.1/Mp3g07330, exon 1 of 2)	4	7101927	7104168	2242	2	Mp3g07330	0	0
chr3	7114903	7115586	684	*	tak1-ck-merge_peak_9066	Exon (Mp3g07360.1/Mp3g07360, exon 1 of 12)	4	7108321	7115036	6716	2	Mp3g07360	0	0
chr3	7115865	7116244	380	*	tak1-ck-merge_peak_9067	Promoter	4	7108321	7115036	6716	2	Mp3g07360	-829	-0.262213705476417
chr3	7116698	7116940	243	*	tak1-ck-merge_peak_9068	Distal Intergenic	4	7108321	7115036	6716	2	Mp3g07360	-1662	-0.425208051138656
chr3	7117254	7118866	1613	*	tak1-ck-merge_peak_9069	Exon (Mp3g07380.2/Mp3g07380, exon 1 of 14)	4	7118643	7127881	9239	1	Mp3g07380	0	0
chr3	7137245	7138123	879	*	tak1-ck-merge_peak_9070	Exon (Mp3g07390.1/Mp3g07390, exon 5 of 5)	4	7136968	7141469	4502	2	Mp3g07390	3346	0.638089721984506
chr3	7159331	7159817	487	*	tak1-ck-merge_peak_9071	Exon (Mp3g07420.1/Mp3g07420, exon 1 of 1)	4	7158939	7160610	1672	2	Mp3g07420	793	0.253580289562183
chr3	7161225	7161759	535	*	tak1-ck-merge_peak_9072	Promoter	4	7158939	7160610	1672	2	Mp3g07420	-615	-0.208172526667122
chr3	7162132	7162469	338	*	tak1-ck-merge_peak_9073	Distal Intergenic	4	7158939	7160610	1672	2	Mp3g07420	-1522	-0.401745082237063
chr3	7162703	7163808	1106	*	tak1-ck-merge_peak_9074	Distal Intergenic	4	7158939	7160610	1672	2	Mp3g07420	-2093	-0.490379920003179
chr3	7167743	7168622	880	*	tak1-ck-merge_peak_9075	Distal Intergenic	4	7170497	7171493	997	1	Mp3g07430	-1875	-0.458637849025649
