chr	abs_summit	pileup
chr2	22481571	40
chr2	22492832	47
chr2	22493803	36
chr2	22495412	66
chr2	22499347	29
chr2	22499935	37
chr2	22503097	34
chr2	22506094	30
chr2	22514758	66
chr2	22516844	31
chr2	22526509	23
chr2	22531909	37
chr2	22533735	75
chr2	22535767	28
chr2	22536914	40
chr2	22544241	27
chr2	22551438	57
chr2	22554158	40
chr2	22555394	44
chr2	22566309	33
chr2	22580091	43
chr2	22582482	26
chr2	22586167	47
chr2	22587403	48
chr2	22591863	42
chr2	22596855	26
chr2	22602092	112
chr2	22609446	46
chr2	22610268	43
chr2	22611607	33
chr2	22612760	30
chr2	22614662	28
chr2	22624368	29
chr2	22625150	22
chr2	22626973	30
chr2	22631958	60
chr2	22633238	64
chr2	22639394	64
chr2	22639898	46
chr2	22642758	37
chr2	22650325	39
chr2	22651523	32
chr2	22652317	31
chr2	22655387	29
chr2	22660954	59
chr2	22664354	46
chr2	22666121	54
chr2	22671336	48
chr2	22672015	43
chr2	22678458	35
chr2	22685609	29
chr2	22688839	47
chr2	22691786	38
chr2	22692443	42
chr2	22693045	40
chr2	22703189	76
chr2	22711460	61
chr2	22723493	39
chr2	22730639	38
chr2	22735262	56
chr2	22741940	30
chr2	22742784	43
chr2	22745210	40
chr2	22750528	38
chr2	22750963	33
chr2	22752311	27
chr2	22760513	39
chr2	22766690	58
chr2	22769133	39
chr2	22778934	48
chr2	22780004	37
chr2	22786043	31
chr2	22786877	37
chr2	22788116	51
chr2	22797594	39
chr2	22797944	33
chr2	22802517	49
chr2	22817566	37
chr2	22823018	33
chr2	22826982	47
chr2	22829930	39
chr2	22835739	34
chr2	22837509	30
chr2	22844438	32
chr2	22848088	28
chr2	22853203	48
chr2	22854597	49
chr2	22860108	41
chr2	22863683	64
chr2	22864014	38
chr2	22865356	63
chr2	22867309	46
chr2	22875410	29
chr2	22878018	31
chr2	22883653	40
chr2	22884620	43
chr2	22888286	47
chr2	22888811	52
chr2	22890038	58
chr2	22892847	52
chr2	22899020	53
chr2	22907919	51
chr2	22927843	33
chr2	22928249	24
chr2	22931333	49
chr2	22932814	33
chr2	22943864	54
chr2	22956778	69
chr2	22958601	32
chr2	22972568	33
chr2	22973119	57
chr2	22978005	52
chr2	22983129	37
chr2	22988458	76
chr2	22990088	82
chr2	22991283	65
chr2	22992110	50
chr2	22993391	66
chr2	22999532	36
chr2	23012968	35
chr2	23013429	61
chr2	23023186	29
chr2	23030193	30
chr2	23039697	55
chr2	23046337	44
chr2	23050743	40
chr2	23056590	48
chr2	23062668	58
chr2	23068009	41
chr2	23086194	36
chr2	23087601	29
chr2	23097190	46
chr2	23100109	36
chr2	23101039	50
chr2	23104619	57
chr2	23108983	50
chr2	23110317	48
chr2	23114855	32
chr2	23116827	26
chr2	23134152	56
chr2	23154201	41
chr2	23155011	53
chr2	23161377	42
chr2	23165887	31
chr2	23176757	36
chr2	23178579	31
chr2	23179364	34
chr2	23181476	31
chr2	23181831	31
chr2	23186700	44
chr2	23193897	43
chr2	23205354	50
chr2	23209695	73
chr2	23212459	54
chr2	23213320	48
chr2	23222850	36
chr2	23227593	38
chr2	23228078	48
chr2	23229478	44
chr2	23234038	46
chr2	23237817	33
chr2	23240674	38
chr2	23247445	35
chr2	23247803	41
chr2	23254536	31
chr2	23255234	30
chr2	23256792	28
chr2	23260278	33
chr2	23269087	62
chr2	23279359	41
chr2	23292120	29
chr2	23308401	25
chr2	23309939	35
chr2	23311102	53
chr2	23315013	33
chr2	23317543	37
chr2	23318948	31
chr2	23323231	60
chr2	23328852	64
chr2	23329356	42
chr2	23337272	38
chr2	23348767	46
chr2	23350562	43
chr2	23354203	35
chr2	23355422	33
chr2	23359113	39
chr2	23366077	49
chr2	23372206	48
chr2	23387845	31
chr2	23397508	55
chr2	23398495	30
chr2	23401428	32
chr2	23424103	48
chr2	23425547	45
chr2	23425829	52
chr2	23433471	35
chr2	23437728	60
chr2	23461241	27
chr2	23467499	61
chr2	23468341	61
chr2	23468915	38
chr2	23472795	38
chr2	23474028	34
chr2	23474851	33
chr2	23478720	43
chr2	23488210	37
chr2	23491505	51
chr2	23499801	24
chr2	23500135	37
chr2	23500793	27
chr2	23505196	32
chr2	23505507	36
chr2	23509027	35
chr2	23514369	43
chr2	23516048	43
chr2	23518548	42
chr2	23524726	28
chr2	23525702	45
chr2	23538456	27
chr2	23549637	27
chr2	23552217	56
chr2	23554894	29
chr2	23557261	32
chr2	23560705	33
chr2	23561055	39
chr2	23565371	39
chr2	23569788	50
chr2	23571039	34
chr2	23575232	39
chr2	23575514	46
chr2	23580193	39
chr2	23587004	50
chr2	23588487	48
chr2	23589997	34
chr2	23594968	49
chr2	23598127	35
chr2	23598453	52
chr2	23598966	26
chr2	23600047	28
chr2	23607280	30
chr2	23611019	38
chr2	23618382	31
chr2	23621726	37
chr2	23625247	50
chr2	23631143	61
chr2	23636965	47
chr2	23638087	38
chr2	23644092	40
chr2	23644451	51
chr2	23646044	52
chr2	23660129	44
chr2	23660621	37
chr2	23668035	54
chr2	23673646	31
chr2	23677019	50
chr2	23680578	44
chr2	23681313	39
chr2	23683970	60
chr2	23687089	47
chr2	23693593	65
chr2	23695463	67
chr2	23699382	39
chr2	23700585	39
chr2	23706458	61
chr2	23709975	39
chr2	23711758	153
chr2	23712441	35
chr2	23715884	43
chr2	23717549	29
chr2	23719004	35
chr2	23726038	31
chr2	23728870	26
chr2	23731081	28
chr2	23741661	38
chr2	23744565	58
chr2	23745250	50
chr2	23745742	48
chr2	23753807	71
chr2	23757151	61
chr2	23757904	73
chr2	23760560	56
chr2	23764552	40
chr2	23766495	40
chr2	23771367	40
chr2	23772050	55
chr2	23777109	72
chr2	23778733	43
chr2	23782243	37
chr2	23784327	54
chr2	23791788	33
chr2	23795497	41
chr2	23796844	35
chr2	23798923	54
chr2	23803665	33
chr2	23811604	62
chr2	23816903	41
chr2	23819762	46
chr2	23823311	55
chr2	23824200	32
chr2	23829853	42
chr2	23831666	50
chr2	23832436	78
chr2	23836633	40
chr2	23837519	41
chr2	23840942	45
chr2	23853630	38
chr2	23860090	41
chr2	23871725	52
chr2	23872458	36
chr2	23874739	42
chr2	23877857	41
chr2	23881155	58
chr2	23885732	34
chr2	23886972	67
chr2	23890298	46
chr2	23897571	48
chr2	23898745	183
chr2	23905586	35
chr2	23907638	33
chr2	23913065	50
chr2	23913719	50
chr2	23920131	77
chr2	23921166	60
chr2	23921695	37
chr2	23926194	43
chr2	23927199	44
chr2	23928327	40
chr2	23943551	36
chr2	23945037	48
chr2	23949647	67
chr2	23951721	49
chr2	23952770	47
chr2	23954937	67
chr2	23957948	52
chr2	23971185	39
chr2	23986157	59
chr2	23993026	69
chr2	23995494	43
chr2	23999667	57
chr2	24001784	46
chr2	24003907	46
chr2	24006665	38
chr2	24010828	49
chr2	24011525	38
chr2	24018109	34
chr2	24027309	32
chr2	24032200	39
chr2	24033133	68
chr2	24043475	51
chr2	24044303	46
chr2	24044655	36
chr2	24057804	45
chr2	24063080	34
chr2	24064135	41
chr2	24071366	56
chr2	24078614	55
chr2	24084644	63
chr2	24092667	75
chr2	24094339	57
chr2	24098021	28
chr2	24104293	41
chr2	24109543	42
chr2	24116445	51
chr2	24120499	33
chr2	24121669	81
chr2	24128503	31
chr2	24129561	50
chr2	24135715	32
chr2	24139770	51
chr2	24143312	53
chr2	24144237	54
chr2	24148271	29
chr2	24151798	34
chr2	24155753	50
chr2	24156208	35
chr2	24161495	38
chr2	24165214	57
chr2	24171082	27
chr2	24178467	64
chr2	24186492	34
chr2	24191872	39
chr2	24197789	46
chr2	24199531	40
chr2	24218479	44
chr2	24224374	47
chr2	24234299	60
chr2	24236139	143
chr2	24244267	65
chr2	24255925	36
chr2	24259292	41
chr2	24260122	34
chr2	24265835	26
chr2	24271471	68
chr2	24277125	78
chr2	24279614	54
chr2	24287553	46
chr2	24292157	78
chr2	24293093	63
chr2	24296735	54
chr2	24297341	40
chr2	24299222	38
chr2	24300185	57
chr2	24301643	43
chr2	24314003	53
chr2	24314653	61
chr2	24316229	49
chr2	24317330	44
chr2	24317800	38
chr2	24319165	47
chr2	24326209	104
chr2	24327326	46
chr2	24333876	42
chr2	24335084	38
chr2	24342810	36
chr2	24349501	65
chr2	24352022	39
chr2	24352766	43
chr2	24363827	40
chr2	24365411	33
chr2	24369709	44
chr2	24371882	43
chr2	24375290	39
chr2	24389466	30
chr2	24391401	46
chr2	24392864	37
chr2	24404356	44
chr2	24405015	35
chr2	24410346	39
chr2	24410836	36
chr2	24420997	48
chr2	24428142	46
chr2	24428954	48
chr2	24431569	41
chr2	24439165	68
chr2	24442030	76
chr2	24442686	50
chr2	24451510	43
chr2	24455173	53
chr2	24458911	27
chr2	24459975	34
chr2	24465538	35
chr2	24467197	52
chr2	24469047	53
chr2	24471385	48
chr2	24474533	45
chr2	24483046	62
chr2	24493014	56
chr2	24501684	29
chr2	24502572	30
chr2	24505317	31
chr2	24512458	44
chr2	24513696	33
chr2	24514674	39
chr2	24515828	57
chr2	24520351	69
chr2	24520795	40
chr2	24528145	38
chr2	24538444	36
chr2	24547294	59
chr2	24553188	33
chr2	24554468	43
chr2	24554919	48
chr2	24555406	36
chr2	24571910	82
chr2	24572446	66
chr2	24598213	37
chr2	24601273	42
chr2	24624996	44
chr2	24627346	35
chr2	24631399	41
chr2	24636630	66
chr2	24646574	41
chr2	24651201	47
chr2	24658306	64
chr2	24659548	40
chr2	24660855	66
chr2	24667458	50
chr2	24668611	43
chr2	24675703	29
chr2	24683867	31
chr2	24688910	33
chr2	24698886	51
chr2	24704960	54
chr2	24707853	35
chr2	24717819	45
chr2	24724181	42
chr2	24728486	49
chr2	24730062	42
chr2	24730666	42
chr2	24735312	36
chr2	24740580	39
chr2	24741344	51
chr2	24755688	80
chr2	24768639	81
chr2	24769100	50
chr2	24769531	47
chr2	24770487	63
chr2	24781589	42
chr2	24788302	42
chr2	24793541	41
chr2	24797546	46
chr2	24804864	30
chr2	24805939	31
chr2	24813841	36
chr2	24818041	35
chr2	24822536	36
chr2	24823222	56
chr2	24827149	33
chr2	24828869	74
chr2	24833560	64
chr2	24841394	30
chr2	24841897	42
chr2	24844503	58
chr2	24846388	30
chr2	24855097	44
chr2	24861410	39
chr2	24869084	54
chr2	24869971	75
chr2	24877850	39
chr2	24879377	70
chr2	24884761	53
chr2	24890228	50
chr2	24896859	31
chr2	24898387	50
chr2	24909634	31
chr2	24918125	42
chr2	24920089	39
chr2	24921059	39
chr2	24937952	99
chr2	24938902	54
chr2	24940985	72
chr2	24941913	70
chr2	24946425	60
chr2	24947801	32
chr2	24950288	40
chr2	24956069	37
chr2	24964419	47
chr2	24968236	45
chr2	24968580	39
chr2	24970222	35
chr2	24970582	62
chr2	24975408	26
chr2	24985773	24
chr2	24987150	34
chr2	24987781	22
chr2	24995947	48
chr2	24997329	47
chr2	24998431	50
chr2	25003665	60
chr2	25007701	52
chr2	25009686	35
chr2	25010742	39
chr2	25015157	37
chr2	25016755	35
chr2	25023463	47
chr2	25024269	35
chr2	25028664	51
chr2	25045144	37
chr2	25048778	33
chr2	25049674	39
chr2	25059404	48
chr2	25061453	41
chr2	25064696	40
chr2	25067476	44
chr2	25069307	35
chr2	25070998	39
chr2	25079592	54
chr2	25081832	31
chr2	25085822	35
chr2	25087625	43
chr2	25091670	45
chr2	25096420	64
chr2	25100386	38
chr2	25104717	56
chr2	25107620	39
chr2	25130790	41
chr2	25136471	58
chr2	25137462	46
chr2	25147091	51
chr2	25150296	45
chr2	25157156	34
chr2	25158740	36
chr2	25166269	57
chr2	25172947	47
chr2	25173623	43
chr2	25178974	40
chr2	25179870	57
chr2	25182880	46
chr2	25184338	38
chr2	25187527	69
chr2	25191047	50
chr2	25193230	32
chr2	25199575	41
chr2	25205663	44
chr2	25210839	34
chr2	25212310	45
chr2	25213061	50
chr2	25215580	43
chr2	25223659	90
chr2	25237010	31
chr2	25240659	37
chr2	25242546	40
chr2	25242901	58
chr2	25255317	56
chr2	25258840	34
chr2	25262207	31
chr2	25268462	40
chr2	25269524	37
chr2	25271352	40
chr2	25271861	39
chr2	25277281	40
chr2	25279369	59
chr2	25280222	39
chr2	25284844	48
chr2	25290388	39
chr2	25293174	46
chr2	25300152	33
chr2	25307692	29
chr2	25309736	46
chr2	25313730	28
chr2	25317863	22
chr2	25318239	52
chr2	25325447	66
chr2	25327708	44
chr2	25328532	42
chr2	25332387	53
chr2	25333358	54
chr2	25339637	26
chr2	25341593	24
chr2	25342750	29
chr2	25353986	49
chr2	25355091	59
chr2	25360152	55
chr2	25361098	59
chr2	25367902	55
chr2	25376424	141
chr2	25377047	52
chr2	25378694	76
chr2	25390808	47
chr2	25393511	36
chr2	25403588	38
chr2	25408500	60
chr2	25408899	62
chr2	25410525	75
chr2	25412139	62
chr2	25415480	60
chr2	25420177	55
chr2	25424208	63
chr2	25424618	47
chr2	25425243	46
chr2	25435952	73
chr2	25439256	40
chr2	25447061	40
chr2	25456792	38
chr2	25458613	74
chr2	25462168	52
chr2	25473998	49
chr2	25479367	52
chr2	25490226	42
chr2	25490870	38
chr2	25491310	41
chr2	25494735	44
chr2	25497779	38
chr2	25499795	50
chr2	25502679	32
chr2	25506783	42
chr2	25510767	63
chr2	25522809	49
chr2	25524897	59
chr2	25527593	32
chr2	25534864	45
chr2	25537346	40
chr2	25544975	52
chr2	25547540	44
chr2	25552195	59
chr2	25556550	41
chr2	25557464	34
chr2	25559562	46
chr2	25566655	59
chr2	25567553	35
chr2	25568727	61
chr2	25573802	32
chr2	25575206	32
chr2	25576416	42
chr2	25592849	38
chr2	25595837	45
chr2	25599765	84
chr2	25605839	40
chr2	25618173	30
chr2	25618591	25
chr2	25632585	56
chr2	25639724	26
chr2	25642873	47
chr2	25645353	25
chr2	25662427	28
chr2	25663212	50
chr2	25667642	34
chr2	25672161	38
chr2	25672548	41
chr2	25677325	54
chr2	25685849	35
chr2	25686747	40
chr2	25690678	39
chr2	25692963	47
chr2	25696453	34
chr2	25698658	24
chr2	25702368	35
chr2	25705229	24
chr2	25705808	28
chr2	25706160	41
chr2	25713533	35
chr2	25728479	36
chr2	25730372	38
chr2	25730719	28
chr2	25733899	31
chr2	25740883	41
chr2	25741770	36
chr2	25747406	37
chr2	25748952	38
chr2	25757675	62
chr2	25765982	34
chr2	25766526	41
chr2	25778984	39
chr2	25781220	55
chr2	25784629	120
chr2	25785710	58
chr2	25788983	40
chr2	25801878	31
chr2	25806711	54
chr2	25813616	47
chr2	25814286	46
chr2	25817850	51
chr2	25818766	33
chr2	25830536	35
chr2	25832935	68
chr2	25838027	39
chr2	25841390	42
chr2	25846394	44
chr2	25855469	49
chr2	25863145	67
chr2	25865524	58
chr2	25866330	34
chr2	25867647	44
chr2	25872925	32
chr2	25879824	41
chr2	25886148	53
chr2	25887318	46
chr2	25888354	54
chr2	25895989	39
chr2	25901406	37
chr2	25903773	47
chr2	25907306	42
chr2	25909537	39
chr2	25910300	49
chr2	25912634	66
chr2	25914611	35
chr2	25917476	30
chr2	25928790	36
chr2	25933632	24
chr2	25934976	67
chr2	25939345	57
chr2	25940718	29
chr2	25948933	52
chr2	25955526	62
chr2	25956821	32
chr2	25958763	52
chr2	25960748	44
chr2	25962041	63
chr2	25965291	46
chr2	25968215	64
chr2	25973426	50
chr2	25973929	39
chr2	25974607	59
chr2	25976415	174
chr2	25978130	60
chr2	25981219	46
chr2	25987904	34
chr2	25989336	37
chr2	25994628	41
chr2	25996744	63
chr2	25998273	41
chr2	26010522	38
chr2	26011166	70
chr2	26012460	47
chr2	26014013	47
chr2	26017945	37
chr2	26023965	32
chr2	26054918	30
chr2	26061998	41
chr2	26063552	30
chr2	26075957	57
chr2	26077838	54
chr2	26081848	38
chr2	26088258	46
chr2	26090704	59
chr2	26096205	53
chr2	26096626	30
chr2	26107092	66
chr2	26108993	47
chr2	26111781	44
chr2	26116578	45
chr2	26118132	60
chr2	26129375	51
chr2	26130312	34
chr2	26131287	61
chr2	26138164	44
chr2	26144952	68
chr2	26149154	37
chr2	26149770	31
chr2	26156979	42
chr2	26160450	45
chr2	26166801	40
chr2	26171934	29
chr2	26173757	32
chr2	26175070	38
chr2	26179946	35
chr2	26184189	26
chr2	26189512	58
chr2	26198616	67
chr2	26203906	34
chr2	26207060	38
chr2	26210752	63
chr2	26214252	29
chr2	26222675	52
chr2	26222980	43
chr2	26229543	74
chr2	26241954	34
chr2	26247304	39
chr2	26251151	40
chr2	26256940	49
chr2	26261115	82
chr2	26262523	45
chr2	26267494	48
chr2	26269467	42
chr2	26283860	29
chr2	26289413	33
chr2	26299212	45
chr2	26299556	57
chr2	26320171	38
chr2	26320875	35
chr2	26332859	47
chr2	26337205	56
chr2	26339828	35
chr2	26342047	40
chr2	26344505	35
chr2	26345726	43
chr2	26346772	44
chr2	26358407	42
chr2	26360636	60
chr2	26362899	37
chr2	26368424	38
chr2	26375579	58
chr2	26377987	52
chr2	26383243	54
chr2	26389600	35
chr2	26389914	38
chr2	26394040	37
chr2	26396356	37
chr2	26401860	42
chr2	26409214	40
chr2	26415483	40
chr2	26417832	50
chr2	26420155	36
chr2	26427387	29
chr2	26428319	34
chr2	26432155	44
chr2	26432942	53
chr2	26435076	52
chr2	26438857	35
chr2	26439611	60
chr2	26465025	37
chr2	26468266	35
chr2	26472712	46
chr2	26476043	35
chr2	26478388	37
chr2	26481284	38
chr2	26485052	44
chr2	26492141	43
chr2	26501215	32
chr2	26506554	29
chr2	26510449	42
chr2	26515816	54
chr2	26517797	55
chr2	26519345	52
chr2	26520063	71
chr2	26532610	42
chr2	26533880	35
chr2	26537995	55
chr2	26548103	81
chr2	26557611	35
chr2	26576541	44
chr2	26578972	62
chr2	26579461	42
chr2	26581060	43
chr2	26583507	44
chr2	26584935	48
chr2	26592278	29
chr2	26599596	33
chr2	26601519	38
chr2	26602688	44
chr2	26605488	29
chr2	26606616	60
chr2	26610735	54
chr2	26612404	68
chr2	26635386	28
chr2	26641030	44
chr2	26644159	43
chr2	26644716	33
chr2	26649339	46
chr2	26658121	45
chr2	26662690	62
chr2	26665644	68
chr2	26676155	48
chr2	26677274	28
chr2	26677658	38
chr2	26678732	45
chr2	26682313	46
chr2	26687749	43
chr2	26690728	37
chr2	26694478	33
chr2	26697484	44
chr2	26699613	83
chr2	26706112	35
chr2	26707525	31
chr2	26707743	36
chr2	26715298	41
chr2	26718621	37
chr2	26719727	37
chr2	26731721	51
chr2	26732372	43
chr2	26734239	36
chr2	26745577	42
chr2	26758064	32
chr2	26763458	38
chr2	26763838	37
chr2	26764693	106
chr2	26770387	50
chr2	26771072	28
chr2	26780276	27
chr2	26782101	32
chr2	26785346	32
chr2	26787213	30
chr2	26792439	49
chr2	26793798	56
chr2	26795457	56
chr2	26804074	46
chr2	26805880	35
chr2	26807970	63
chr2	26811271	43
chr2	26813379	81
chr2	26816424	43
chr2	26826042	44
chr2	26831647	23
chr2	26839732	31
chr2	26841151	30
chr2	26849350	47
chr2	26855321	51
chr2	26868806	39
chr2	26874480	29
chr2	26878992	56
chr2	26882486	37
chr2	26885408	69
chr2	26887355	83
chr2	26888627	42
chr2	26893758	38
chr2	26895543	56
chr2	26896868	70
chr2	26903776	38
chr2	26904248	36
chr2	26908186	42
chr2	26909684	38
chr2	26911607	44
chr2	26912155	42
chr2	26913119	38
chr2	26920450	47
chr2	26923454	63
chr2	26927662	53
chr2	26933838	46
chr2	26934599	45
chr2	26935086	37
chr2	26937666	44
chr2	26943836	30
chr2	26946172	50
chr2	26947101	79
chr2	26957310	30
chr2	26960348	44
chr2	26961119	56
chr2	26962276	32
chr2	26965343	36
chr2	26978049	44
chr2	26979280	40
chr2	26985439	27
chr2	26995726	24
chr2	27002592	27
chr2	27011395	35
chr2	27015222	39
chr2	27027754	57
chr2	27029758	32
chr2	27030742	29
chr2	27037097	43
chr2	27038133	43
chr2	27053621	45
chr2	27059786	35
chr2	27061632	34
chr2	27062258	47
chr2	27062758	33
chr2	27064221	70
chr2	27066920	37
chr2	27070495	36
chr2	27088316	60
chr2	27095065	41
chr2	27097654	48
chr2	27100250	39
chr2	27103561	116
chr2	27106635	48
chr2	27111349	51
chr2	27117212	34
chr2	27131587	59
chr2	27131924	93
chr2	27136766	34
chr2	27139036	82
chr2	27153793	30
chr2	27155028	39
chr2	27168861	27
chr2	27173874	53
chr2	27176343	36
chr2	27178959	50
chr2	27183062	43
chr2	27187838	49
chr2	27192944	41
chr2	27194020	62
chr2	27196816	56
chr2	27198190	60
chr2	27207688	41
chr2	27213390	34
chr2	27214636	86
chr2	27216421	46
chr2	27221298	33
chr2	27222694	37
chr2	27228184	25
chr2	27246878	33
chr2	27253697	60
chr2	27258836	39
chr2	27260000	47
chr2	27261157	36
chr2	27267568	36
chr2	27269888	52
chr2	27272795	45
chr2	27278945	52
chr2	27279693	43
chr2	27283739	38
chr2	27288206	58
chr2	27291593	58
chr2	27299391	41
chr2	27300252	40
chr2	27304278	41
chr2	27304944	35
chr2	27305897	44
chr2	27311591	41
chr2	27321784	47
chr2	27329348	30
chr2	27330160	48
chr2	27334133	28
chr2	27335895	24
chr2	27341891	29
chr2	27343798	26
chr2	27348369	27
chr2	27349271	25
chr2	27362818	52
chr2	27373885	51
chr2	27379121	34
chr2	27380435	30
chr2	27381283	34
chr2	27382002	27
chr2	27384749	33
chr2	27385990	36
chr2	27386964	41
chr2	27387424	62
chr2	27393442	48
chr2	27395023	35
chr2	27402051	74
chr2	27404888	64
chr2	27405223	39
chr2	27406489	35
chr2	27407244	34
chr2	27408140	27
chr2	27416470	32
chr2	27422006	24
chr2	27427937	35
chr2	27428396	44
chr2	27435853	34
chr2	27437912	107
chr2	27441834	65
chr2	27447547	66
chr2	27448139	44
chr2	27455495	32
chr2	27462530	48
chr2	27470465	61
chr2	27473552	96
chr2	27478704	53
chr2	27482263	40
chr2	27485790	35
chr2	27513442	30
chr2	27515411	49
chr2	27515938	39
chr2	27524389	50
chr2	27527185	36
chr2	27529817	40
chr2	27532097	35
chr2	27535016	42
chr2	27536082	57
chr2	27543490	34
chr2	27546595	64
chr2	27548543	40
chr2	27557392	51
chr2	27558139	33
chr2	27564393	45
chr2	27565415	73
chr2	27583146	37
chr2	27584095	41
chr2	27588525	42
chr2	27591689	41
chr2	27600001	26
chr2	27600982	37
chr2	27601490	40
chr2	27617378	35
chr2	27620800	35
chr2	27628112	30
chr2	27634870	40
chr2	27635647	49
chr2	27640624	34
chr2	27641499	44
chr2	27646553	176
chr2	27656051	42
chr2	27656905	47
chr2	27657683	35
chr2	27658018	36
chr2	27662872	38
chr2	27663954	37
chr2	27671065	56
chr2	27683766	42
chr2	27684146	47
chr2	27688141	37
chr2	27689433	76
chr2	27698142	54
chr2	27703282	41
chr2	27704806	44
chr2	27705399	43
chr2	27707255	63
chr2	27715674	32
chr2	27716601	51
chr2	27722888	53
chr2	27723470	56
chr2	27727356	46
chr2	27728264	42
chr2	27729095	45
chr2	27730392	39
chr2	27736496	74
chr2	27746440	52
chr2	27747901	38
chr2	27752294	46
chr2	27755536	47
chr2	27758221	45
chr2	27760624	32
chr2	27761738	45
chr2	27766993	26
chr2	27767520	37
chr2	27781829	37
chr2	27783189	35
chr2	27794236	38
chr2	27795125	47
chr2	27799022	39
chr2	27820727	34
chr2	27823648	54
chr2	27827769	30
chr2	27833935	32
chr2	27850182	34
chr2	27851482	98
chr2	27860037	26
chr2	27865700	49
chr2	27878068	40
chr2	27893912	45
chr2	27894911	24
chr2	27900016	24
chr2	27901465	29
chr2	27912145	29
chr2	27912695	42
chr2	27914975	43
chr2	27917609	44
chr2	27920967	40
chr2	27925955	34
chr2	27929244	39
chr2	27929858	39
chr2	27931053	54
chr2	27931948	49
chr2	27943060	41
chr2	27945492	51
chr2	27948076	56
chr2	27950050	57
chr2	27962723	50
chr2	27963285	27
chr2	27964299	37
chr2	27978354	72
chr2	27978862	33
chr2	27982842	69
chr2	27991066	43
chr2	27996343	183
chr2	28003491	32
chr2	28007832	55
chr2	28011986	34
chr2	28014552	36
chr2	28022451	40
chr2	28039007	36
chr2	28040183	48
chr2	28040977	45
chr2	28041631	56
chr2	28043950	44
chr2	28049115	39
chr2	28051991	41
chr2	28057840	47
chr2	28058206	56
chr2	28060343	62
chr2	28078423	62
chr2	28079573	72
chr2	28080034	41
chr2	28088608	35
chr2	28094102	43
chr2	28094508	37
chr2	28096186	49
chr2	28106791	45
chr2	28108747	40
chr2	28120804	44
chr2	28121393	36
chr2	28125933	62
chr2	28126275	33
chr2	28131023	35
chr2	28137311	53
chr2	28138262	41
chr2	28139596	42
chr2	28142080	36
chr2	28148135	58
chr2	28153565	47
chr2	28164888	49
chr2	28170636	28
chr2	28178985	39
chr2	28185326	56
chr2	28185935	56
chr2	28186282	43
chr2	28193321	54
chr2	28198286	49
chr2	28199702	41
chr2	28207563	39
chr2	28208523	42
chr2	28209919	30
chr2	28214876	31
chr2	28216122	40
chr2	28219868	81
chr2	28223811	41
chr2	28227178	43
chr2	28228660	41
chr2	28232724	36
chr2	28246204	44
chr2	28247724	39
chr2	28253283	27
chr2	28258004	39
chr2	28269143	37
chr2	28275558	57
chr2	28290714	37
chr2	28294433	41
chr2	28295873	38
chr2	28296171	34
chr2	28298461	36
chr2	28303056	48
chr2	28308746	27
chr2	28314241	67
chr2	28314854	75
chr2	28315315	39
chr2	28329475	37
chr2	28331569	37
chr2	28336206	49
chr2	28337787	30
chr2	28340502	46
chr2	28340952	33
chr2	28347697	46
chr2	28351642	76
chr2	28358995	29
chr2	28366853	66
chr2	28368007	44
chr2	28372842	66
chr2	28378254	26
chr2	28379403	29
chr2	28395653	48
chr2	28397498	26
chr2	28402983	34
chr2	28404106	39
chr2	28404749	39
chr2	28412558	39
chr2	28416996	56
chr2	28417461	35
chr2	28424799	61
chr2	28440491	53
chr2	28444529	45
chr2	28456334	29
chr2	28463809	24
chr2	28471293	29
chr2	28472064	69
chr2	28479198	31
chr2	28481195	46
chr2	28484996	46
chr2	28490701	55
chr2	28491644	47
chr2	28494996	48
chr2	28497993	34
chr2	28503535	57
chr2	28508979	31
chr2	28511373	35
chr2	28521799	38
chr2	28522502	72
chr2	28524877	50
chr2	28536560	31
chr2	28543035	29
chr2	28546716	39
chr2	28558705	60
chr2	28560623	31
chr2	28566033	50
chr2	28568200	33
chr2	28570487	40
chr2	28571196	29
chr2	28571798	34
chr2	28573494	57
chr2	28577989	36
chr2	28583468	28
chr2	28584248	34
chr2	28584924	40
chr2	28589446	46
chr2	28590438	29
chr2	28597798	35
chr2	28604091	52
chr2	28614400	60
chr2	28625567	33
chr2	28625965	37
chr2	28627252	34
chr2	28633148	39
chr2	28641844	43
chr2	28642933	52
chr2	28646503	61
chr2	28648668	35
chr2	28655747	51
chr2	28657052	24
chr2	28657381	24
chr2	28674035	29
chr2	28678525	70
chr2	28682682	34
chr2	28690753	37
chr2	28696895	38
chr2	28704922	45
chr2	28706401	30
chr2	28709002	42
chr2	28715097	36
chr2	28718296	36
chr2	28722330	36
chr2	28725851	62
chr2	28726743	31
chr2	28727253	27
chr2	28728270	45
chr2	28735212	23
chr2	28735934	26
chr2	28736787	29
chr2	28737447	39
chr2	28749052	55
chr2	28751935	36
chr2	28754944	37
chr2	28764480	31
chr2	28776615	35
chr2	28777833	73
chr2	28780711	47
chr2	28784832	38
chr2	28789698	54
chr2	28791577	54
chr2	28793488	48
chr2	28794435	49
chr2	28795887	42
chr2	28796565	50
chr2	28798393	53
chr2	28800633	46
chr2	28809021	44
chr2	28816812	30
chr2	28822605	29
chr2	28827181	29
chr2	28834377	35
chr2	28836912	68
chr2	28837784	35
chr2	28838414	32
chr2	28844481	38
chr2	28844903	38
chr2	28848012	47
chr2	28849852	58
chr2	28857096	30
