chr	abs_summit	pileup
chr2	12957140	25
chr2	12959351	37
chr2	12963051	32
chr2	12973748	24
chr2	12980030	39
chr2	12981253	34
chr2	12991368	21
chr2	12995593	31
chr2	12997180	28
chr2	13006003	20
chr2	13006476	26
chr2	13012210	22
chr2	13015085	20
chr2	13015642	33
chr2	13018230	25
chr2	13021122	18
chr2	13025946	20
chr2	13027231	32
chr2	13032099	32
chr2	13035762	19
chr2	13037316	21
chr2	13050274	20
chr2	13051324	30
chr2	13052874	35
chr2	13054498	33
chr2	13075297	126
chr2	13075871	88
chr2	13081653	29
chr2	13083715	25
chr2	13084613	53
chr2	13086794	41
chr2	13087231	43
chr2	13093276	33
chr2	13101811	15
chr2	13102318	15
chr2	13103029	37
chr2	13107494	49
chr2	13110248	54
chr2	13115306	22
chr2	13115927	28
chr2	13117378	35
chr2	13118505	30
chr2	13119875	35
chr2	13121393	40
chr2	13123303	31
chr2	13126510	21
chr2	13134713	20
chr2	13140034	22
chr2	13145637	24
chr2	13152234	36
chr2	13155835	25
chr2	13158196	30
chr2	13161502	32
chr2	13162082	28
chr2	13169249	37
chr2	13172024	34
chr2	13174009	41
chr2	13177154	22
chr2	13179345	23
chr2	13187510	20
chr2	13197869	19
chr2	13199698	45
chr2	13202626	33
chr2	13205680	41
chr2	13206624	37
chr2	13207279	28
chr2	13207959	39
chr2	13209003	31
chr2	13212726	20
chr2	13216835	33
chr2	13220272	18
chr2	13222685	23
chr2	13228323	48
chr2	13229290	22
chr2	13231600	29
chr2	13233211	53
chr2	13234876	24
chr2	13235368	16
chr2	13241153	15
chr2	13245613	18
chr2	13246462	31
chr2	13248302	52
chr2	13253374	37
chr2	13255803	17
chr2	13256506	19
chr2	13264467	40
chr2	13265580	22
chr2	13269065	34
chr2	13275658	26
chr2	13284669	21
chr2	13285269	23
chr2	13287437	50
chr2	13292009	42
chr2	13294334	23
chr2	13296830	30
chr2	13300486	21
chr2	13306185	45
chr2	13313999	29
chr2	13319069	31
chr2	13320015	20
chr2	13325042	45
chr2	13326140	18
chr2	13331522	16
chr2	13336488	15
chr2	13341461	17
chr2	13350017	29
chr2	13352294	24
chr2	13353302	22
chr2	13356571	29
chr2	13357239	29
chr2	13363133	28
chr2	13363606	14
chr2	13364470	23
chr2	13366675	15
chr2	13368928	13
chr2	13376646	25
chr2	13378323	15
chr2	13392213	24
chr2	13394995	38
chr2	13395678	30
chr2	13396308	30
chr2	13403013	25
chr2	13410985	16
chr2	13417895	15
chr2	13421347	19
chr2	13425517	22
chr2	13431996	20
chr2	13432379	28
chr2	13437903	17
chr2	13438648	25
chr2	13439244	19
chr2	13442271	21
chr2	13444993	34
chr2	13446929	16
chr2	13452396	28
chr2	13454657	37
chr2	13455836	30
chr2	13458696	25
chr2	13462517	34
chr2	13466471	30
chr2	13469788	26
chr2	13482162	13
chr2	13483462	26
chr2	13489898	34
chr2	13490774	22
chr2	13491403	29
chr2	13493788	26
chr2	13497209	25
chr2	13500506	22
chr2	13508267	35
chr2	13509526	28
chr2	13515242	29
chr2	13518652	28
chr2	13525271	32
chr2	13527480	16
chr2	13530904	35
chr2	13536946	16
chr2	13539789	22
chr2	13541132	13
chr2	13547456	65
chr2	13549392	24
chr2	13549929	51
chr2	13553704	56
chr2	13554662	23
chr2	13566680	41
chr2	13572034	41
chr2	13575135	17
chr2	13581998	21
chr2	13582529	29
chr2	13584944	41
chr2	13594914	29
chr2	13598696	44
chr2	13600070	35
chr2	13613935	20
chr2	13617897	25
chr2	13621783	17
chr2	13624055	31
chr2	13629265	16
chr2	13631569	22
chr2	13632839	18
chr2	13638704	12
chr2	13657565	27
chr2	13661822	17
chr2	13667406	50
chr2	13668471	42
chr2	13669574	35
chr2	13676480	39
chr2	13679209	36
chr2	13684517	42
chr2	13692591	20
chr2	13699771	28
chr2	13704894	37
chr2	13721722	27
chr2	13723321	27
chr2	13724483	32
chr2	13725620	25
chr2	13731150	34
chr2	13735809	36
chr2	13737440	57
chr2	13742289	26
chr2	13745920	56
chr2	13751315	29
chr2	13751857	18
chr2	13761084	23
chr2	13763208	16
chr2	13765206	25
chr2	13767611	20
chr2	13781113	21
chr2	13789425	30
chr2	13798016	51
chr2	13807106	18
chr2	13809057	27
chr2	13812860	20
chr2	13814414	23
chr2	13819472	18
chr2	13821662	18
chr2	13829785	34
chr2	13835160	24
chr2	13835532	32
chr2	13837841	28
chr2	13842419	21
chr2	13843632	50
chr2	13845714	37
chr2	13848327	54
chr2	13869992	40
chr2	13872788	21
chr2	13878743	27
chr2	13879484	25
chr2	13879999	23
chr2	13881142	26
chr2	13889655	18
chr2	13892087	20
chr2	13893884	25
chr2	13898737	40
chr2	13901231	23
chr2	13902012	24
chr2	13904769	21
chr2	13919438	21
chr2	13921809	28
chr2	13924012	23
chr2	13924687	18
chr2	13929856	19
chr2	13932584	120
chr2	13934425	39
chr2	13935842	35
chr2	13940435	27
chr2	13942649	31
chr2	13950976	16
chr2	13953117	31
chr2	13956493	22
chr2	13957305	50
chr2	13961409	28
chr2	13962840	41
chr2	13966532	27
chr2	13969515	18
chr2	13972593	51
chr2	13973198	26
chr2	13979339	17
chr2	13980825	37
chr2	13983499	21
chr2	13986374	24
chr2	13990572	27
chr2	13995293	35
chr2	13997343	26
chr2	14000496	30
chr2	14001055	21
chr2	14004728	24
chr2	14005035	20
chr2	14007051	42
chr2	14013447	19
chr2	14015399	27
chr2	14023363	20
chr2	14026044	25
chr2	14027902	51
chr2	14029671	53
chr2	14031878	37
chr2	14051099	23
chr2	14055615	19
chr2	14056900	28
chr2	14058537	16
chr2	14063553	31
chr2	14065612	37
chr2	14066651	29
chr2	14073639	20
chr2	14081124	22
chr2	14086164	48
chr2	14088278	58
chr2	14089867	33
chr2	14092521	22
chr2	14093504	55
chr2	14097145	22
chr2	14107436	18
chr2	14107687	16
chr2	14109042	13
chr2	14111397	35
chr2	14111928	25
chr2	14118998	14
chr2	14129589	21
chr2	14131311	18
chr2	14132154	23
chr2	14136635	32
chr2	14138081	20
chr2	14138368	30
chr2	14139475	27
chr2	14140778	24
chr2	14144698	25
chr2	14146348	43
chr2	14152996	26
chr2	14153995	24
chr2	14155408	22
chr2	14159351	22
chr2	14172422	21
chr2	14174749	17
chr2	14181051	24
chr2	14189554	26
chr2	14189998	24
chr2	14199838	47
chr2	14206955	22
chr2	14210730	31
chr2	14212812	16
chr2	14223446	14
chr2	14226437	10
chr2	14227745	18
chr2	14266472	24
chr2	14271177	17
chr2	14311541	17
chr2	14342680	24
chr2	14349168	18
chr2	14352402	13
chr2	14385631	13
chr2	14394622	12
chr2	14406270	28
chr2	14417881	21
chr2	14421483	20
chr2	14430000	11
chr2	14431258	11
chr2	14434678	21
chr2	14442809	14
chr2	14463392	20
chr2	14473238	32
chr2	14479992	28
chr2	14484090	22
chr2	14484790	40
chr2	14490324	54
chr2	14503907	13
chr2	14523370	17
chr2	14524449	14
chr2	14530793	19
chr2	14532057	47
chr2	14533687	36
chr2	14537539	21
chr2	14538149	32
chr2	14538864	33
chr2	14552878	22
chr2	14562861	18
chr2	14563507	35
chr2	14565176	27
chr2	14568535	27
chr2	14568969	22
chr2	14572100	26
chr2	14586982	18
chr2	14588939	31
chr2	14592566	43
chr2	14594977	30
chr2	14598944	16
chr2	14600617	24
chr2	14608872	31
chr2	14616645	40
chr2	14631666	36
chr2	14632274	26
chr2	14633745	24
chr2	14634266	25
chr2	14635263	26
chr2	14639507	18
chr2	14646152	14
chr2	14648184	19
chr2	14649834	18
chr2	14652742	15
chr2	14655870	25
chr2	14658210	32
chr2	14663171	55
chr2	14663860	27
chr2	14678444	24
chr2	14684309	26
chr2	14687553	25
chr2	14688851	37
chr2	14693418	25
chr2	14697408	22
chr2	14707925	26
chr2	14709221	32
chr2	14718856	18
chr2	14721155	23
chr2	14722540	36
chr2	14728296	34
chr2	14729170	17
chr2	14732411	22
chr2	14735525	20
chr2	14740172	38
chr2	14745077	37
chr2	14746314	58
chr2	14746804	22
chr2	14750682	21
chr2	14765899	49
chr2	14772000	19
chr2	14775313	25
chr2	14777326	17
chr2	14778491	20
chr2	14778975	36
chr2	14784503	21
chr2	14786871	45
chr2	14793455	52
chr2	14800631	25
chr2	14803082	22
chr2	14803923	32
chr2	14804987	52
chr2	14807160	19
chr2	14810475	27
chr2	14810923	44
chr2	14812530	32
chr2	14818003	14
chr2	14821393	15
chr2	14824149	19
chr2	14832829	27
chr2	14833434	27
chr2	14833901	16
chr2	14839545	42
chr2	14842272	19
chr2	14848160	27
chr2	14849923	17
chr2	14850460	29
chr2	14852829	26
chr2	14857993	15
chr2	14859444	15
chr2	14860113	33
chr2	14874958	19
chr2	14875659	18
chr2	14877185	26
chr2	14883026	24
chr2	14883522	20
chr2	14884724	14
chr2	14885759	20
chr2	14886172	19
chr2	14892460	33
chr2	14892989	24
chr2	14894841	32
chr2	14897053	27
chr2	14902431	23
chr2	14905900	27
chr2	14908195	33
chr2	14909424	37
chr2	14916159	13
chr2	14917981	23
chr2	14920220	30
chr2	14921173	34
chr2	14922631	28
chr2	14925736	21
chr2	14926296	26
chr2	14927893	20
chr2	14932430	40
chr2	14937315	19
chr2	14948493	39
chr2	14952562	42
chr2	14955523	49
chr2	14961452	17
chr2	14964127	22
chr2	14971464	12
chr2	14979545	44
chr2	14980594	36
chr2	14984776	31
chr2	14986642	27
chr2	14991970	28
chr2	14993787	34
chr2	14994566	46
chr2	15002259	19
chr2	15003903	13
chr2	15010497	20
chr2	15013024	48
chr2	15014116	34
chr2	15015743	55
chr2	15016625	43
chr2	15022502	51
chr2	15023993	43
chr2	15024571	23
chr2	15025087	46
chr2	15026085	33
chr2	15026624	41
chr2	15032318	33
chr2	15035092	46
chr2	15036367	15
chr2	15039277	17
chr2	15043108	29
chr2	15045019	21
chr2	15045374	25
chr2	15049675	42
chr2	15051031	22
chr2	15060460	25
chr2	15063118	24
chr2	15065727	18
chr2	15075508	25
chr2	15078999	24
chr2	15082677	20
chr2	15086389	36
chr2	15088799	45
chr2	15099155	23
chr2	15099919	45
chr2	15106312	44
chr2	15106874	28
chr2	15109181	48
chr2	15113449	21
chr2	15115492	19
chr2	15116686	15
chr2	15121163	33
chr2	15122054	54
chr2	15126955	39
chr2	15129120	40
chr2	15131702	42
chr2	15133792	30
chr2	15134899	21
chr2	15135436	22
chr2	15146278	25
chr2	15149361	23
chr2	15149900	23
chr2	15155599	16
chr2	15159309	30
chr2	15160965	20
chr2	15164142	22
chr2	15168985	15
chr2	15174462	20
chr2	15177402	55
chr2	15193889	40
chr2	15198293	28
chr2	15199393	21
chr2	15201881	26
chr2	15203558	25
chr2	15205266	22
chr2	15210387	44
chr2	15212007	41
chr2	15212543	42
chr2	15216432	58
chr2	15221665	31
chr2	15222987	17
chr2	15231966	18
chr2	15232856	12
chr2	15233857	27
chr2	15244594	26
chr2	15249178	33
chr2	15261280	20
chr2	15267769	29
chr2	15269084	23
chr2	15270034	37
chr2	15271364	47
chr2	15277776	20
chr2	15281891	18
chr2	15283785	30
chr2	15285102	27
chr2	15286709	19
chr2	15288562	17
chr2	15298799	42
chr2	15299583	34
chr2	15303536	40
chr2	15303994	27
chr2	15307665	47
chr2	15310891	29
chr2	15316100	16
chr2	15318228	26
chr2	15322334	24
chr2	15326160	41
chr2	15328870	23
chr2	15336087	21
chr2	15340390	17
chr2	15343849	30
chr2	15345481	43
chr2	15349156	29
chr2	15350552	22
chr2	15353199	26
chr2	15354765	22
chr2	15355652	32
chr2	15359307	28
chr2	15363306	19
chr2	15373324	25
chr2	15373655	44
chr2	15379799	22
chr2	15380313	20
chr2	15384198	51
chr2	15391475	60
chr2	15393865	37
chr2	15399495	31
chr2	15402094	27
chr2	15406668	34
chr2	15407871	47
chr2	15413810	15
chr2	15414470	42
chr2	15419579	29
chr2	15422472	19
chr2	15423155	34
chr2	15431672	18
chr2	15432200	26
chr2	15443274	35
chr2	15446828	21
chr2	15451541	16
chr2	15460853	38
chr2	15461547	23
chr2	15462092	30
chr2	15464027	31
chr2	15465083	34
chr2	15471841	44
chr2	15472417	22
chr2	15482459	19
chr2	15489860	17
chr2	15490659	24
chr2	15506867	41
chr2	15510493	39
chr2	15515760	48
chr2	15516858	19
chr2	15517699	27
chr2	15527254	19
chr2	15531106	24
chr2	15541722	51
chr2	15560861	17
chr2	15562885	18
chr2	15563823	11
chr2	15564851	42
chr2	15571071	17
chr2	15571600	14
chr2	15572177	16
chr2	15573268	16
chr2	15575923	17
chr2	15576530	45
chr2	15583895	20
chr2	15590807	32
chr2	15605348	15
chr2	15610985	28
chr2	15612221	28
chr2	15613109	28
chr2	15622977	18
chr2	15629821	50
chr2	15634001	25
chr2	15635422	24
chr2	15639325	31
chr2	15643075	23
chr2	15647968	21
chr2	15650782	30
chr2	15653569	22
chr2	15655224	20
chr2	15657260	34
chr2	15660242	20
chr2	15664095	18
chr2	15669571	23
chr2	15672161	23
chr2	15675683	22
chr2	15676667	30
chr2	15687073	36
chr2	15689901	146
chr2	15700268	29
chr2	15702824	40
chr2	15709933	38
chr2	15712713	25
chr2	15714866	34
chr2	15718506	41
chr2	15725542	44
chr2	15728584	53
chr2	15730231	36
chr2	15740426	36
chr2	15755421	43
chr2	15758535	47
chr2	15759808	22
chr2	15765716	45
chr2	15769036	18
chr2	15776315	19
chr2	15782851	17
chr2	15786418	26
chr2	15789064	26
chr2	15794759	21
chr2	15798683	29
chr2	15800560	44
chr2	15802667	35
chr2	15805702	19
chr2	15809607	15
chr2	15816303	53
chr2	15824805	34
chr2	15826201	20
chr2	15828886	35
chr2	15833114	24
chr2	15835153	47
chr2	15835588	26
chr2	15838078	37
chr2	15839450	26
chr2	15849901	33
chr2	15850445	24
chr2	15850889	38
chr2	15855089	27
chr2	15856042	20
chr2	15856492	22
chr2	15858943	20
chr2	15859537	23
chr2	15862159	25
chr2	15863913	25
chr2	15864600	21
chr2	15870999	27
chr2	15875544	20
chr2	15876754	49
chr2	15882082	39
chr2	15889283	35
chr2	15891648	17
chr2	15896392	20
chr2	15896717	24
chr2	15897794	31
chr2	15898162	38
chr2	15902395	26
chr2	15903935	34
chr2	15906954	18
chr2	15907993	57
chr2	15914130	31
chr2	15914831	33
chr2	15920664	18
chr2	15925779	13
chr2	15934640	16
chr2	15936190	22
chr2	15939997	27
chr2	15943818	22
chr2	15944859	32
chr2	15946107	42
chr2	15946730	53
chr2	15950211	64
chr2	15950816	39
chr2	15952869	29
chr2	15956297	22
chr2	15962696	26
chr2	15963758	24
chr2	15964698	23
chr2	15972348	35
chr2	15975740	18
chr2	15980034	19
chr2	15988123	31
chr2	15988983	37
chr2	15994023	21
chr2	15994580	22
chr2	15995358	23
chr2	16002035	22
chr2	16004150	54
chr2	16010122	28
chr2	16011666	163
chr2	16014300	49
chr2	16017345	14
chr2	16018289	33
chr2	16020497	17
chr2	16032082	23
chr2	16033255	23
chr2	16034864	43
chr2	16035808	49
chr2	16036810	44
chr2	16041510	21
chr2	16056286	13
chr2	16065939	22
chr2	16073633	33
chr2	16077613	25
chr2	16079367	26
chr2	16079790	38
chr2	16080755	47
chr2	16088090	29
chr2	16092155	19
chr2	16092975	24
chr2	16093678	23
chr2	16096113	32
chr2	16102851	51
chr2	16105319	19
chr2	16105877	26
chr2	16110472	29
chr2	16111558	42
chr2	16112491	34
chr2	16120021	15
chr2	16120669	23
chr2	16128261	41
chr2	16129541	17
chr2	16149016	36
chr2	16151319	15
chr2	16156989	17
chr2	16162942	36
chr2	16168769	34
chr2	16171200	19
chr2	16174452	32
chr2	16180891	32
chr2	16181958	24
chr2	16187758	19
chr2	16188356	48
chr2	16192801	24
chr2	16194325	53
chr2	16197464	50
chr2	16201060	34
chr2	16215394	45
chr2	16217727	22
chr2	16218787	39
chr2	16219440	24
chr2	16223341	37
chr2	16225125	52
chr2	16226758	23
chr2	16227552	34
chr2	16235990	57
chr2	16241347	20
chr2	16243125	19
chr2	16246018	20
chr2	16247481	20
chr2	16248660	27
chr2	16252424	20
chr2	16254016	25
chr2	16259415	25
chr2	16275945	17
chr2	16278121	14
chr2	16278868	19
chr2	16280861	20
chr2	16286031	15
chr2	16313772	46
chr2	16315256	25
chr2	16317789	26
chr2	16320922	33
chr2	16323306	33
chr2	16324377	15
chr2	16330336	30
chr2	16330887	27
chr2	16335285	18
chr2	16341626	21
chr2	16344699	24
chr2	16345342	34
chr2	16345954	33
chr2	16348647	15
chr2	16363366	24
chr2	16366661	52
chr2	16367847	25
chr2	16370888	20
chr2	16378839	16
chr2	16384361	23
chr2	16385418	29
chr2	16390042	25
chr2	16391751	17
chr2	16395193	21
chr2	16395898	41
chr2	16402089	28
chr2	16410623	27
chr2	16413534	27
chr2	16417377	46
chr2	16417757	21
chr2	16425741	34
chr2	16427513	28
chr2	16431077	19
chr2	16434713	21
chr2	16439422	19
chr2	16446646	24
chr2	16452044	26
chr2	16456414	42
chr2	16457071	16
chr2	16462027	22
chr2	16465448	27
chr2	16468402	20
chr2	16470032	38
chr2	16470367	21
chr2	16471139	28
chr2	16474824	58
chr2	16478451	30
chr2	16481811	17
chr2	16485062	18
chr2	16491870	24
chr2	16492901	38
chr2	16496987	29
chr2	16499465	20
chr2	16503695	44
chr2	16507536	30
chr2	16510253	14
chr2	16511794	28
chr2	16518596	30
chr2	16521743	30
chr2	16522678	21
chr2	16534372	38
chr2	16537552	19
chr2	16541375	25
chr2	16541684	29
chr2	16543796	23
chr2	16544866	38
chr2	16547485	32
chr2	16549538	24
chr2	16552114	25
chr2	16553949	20
chr2	16564788	14
chr2	16569021	23
chr2	16571558	26
chr2	16573744	31
chr2	16580706	28
chr2	16585694	37
chr2	16586348	35
chr2	16588692	32
chr2	16599312	16
chr2	16619581	28
chr2	16620438	15
chr2	16623102	18
chr2	16629069	44
chr2	16629639	26
chr2	16635046	43
chr2	16641363	16
chr2	16641773	19
chr2	16651771	17
chr2	16657547	45
chr2	16661323	20
chr2	16668991	22
chr2	16671839	19
chr2	16674861	40
chr2	16676397	26
chr2	16685587	150
chr2	16691106	13
chr2	16699018	18
chr2	16700927	44
chr2	16703930	26
chr2	16704324	20
chr2	16704685	26
chr2	16710830	16
chr2	16717122	55
chr2	16717852	32
chr2	16724001	18
chr2	16724260	31
chr2	16726481	18
chr2	16730614	18
chr2	16732543	36
chr2	16734784	24
chr2	16739155	23
chr2	16742085	16
chr2	16745521	20
chr2	16746210	26
chr2	16748218	22
chr2	16751711	22
chr2	16755854	16
chr2	16764063	44
chr2	16771381	61
chr2	16773894	30
chr2	16774574	37
chr2	16776973	34
chr2	16778086	26
chr2	16783316	20
chr2	16784452	19
chr2	16785887	22
chr2	16787664	25
chr2	16791044	18
chr2	16793139	23
chr2	16794040	22
chr2	16800512	48
chr2	16801534	20
chr2	16804067	35
chr2	16806508	19
chr2	16809163	37
chr2	16812042	25
chr2	16812748	51
chr2	16815906	49
chr2	16819705	18
chr2	16822060	20
chr2	16830334	23
chr2	16834681	25
chr2	16848799	16
chr2	16850848	15
chr2	16853570	28
chr2	16859587	32
chr2	16869412	20
chr2	16879091	56
chr2	16879671	18
chr2	16880620	21
chr2	16883733	19
chr2	16888200	37
chr2	16895146	35
chr2	16895739	14
chr2	16897894	18
chr2	16901412	21
chr2	16914799	14
chr2	16915070	16
chr2	16921465	37
chr2	16922076	71
chr2	16924048	84
chr2	16925430	26
chr2	16928444	24
chr2	16940662	26
chr2	16942721	22
chr2	16944891	16
chr2	16946693	17
chr2	16950358	12
chr2	16953883	14
chr2	16960797	17
chr2	16961800	22
chr2	16963087	28
chr2	16966223	16
chr2	16967936	17
chr2	16977776	29
chr2	16993232	13
chr2	16998817	19
chr2	16999827	15
chr2	17001410	17
chr2	17002994	31
chr2	17004256	19
chr2	17004977	21
chr2	17029575	14
chr2	17030025	20
chr2	17031212	10
chr2	17048614	16
chr2	17057130	15
chr2	17060584	12
chr2	17069967	19
chr2	17072593	19
chr2	17083722	22
chr2	17091267	43
chr2	17092335	31
chr2	17093043	36
chr2	17093320	17
chr2	17098050	27
chr2	17099014	39
chr2	17100957	42
chr2	17103943	27
chr2	17104561	15
chr2	17109924	48
chr2	17112640	18
chr2	17117237	66
chr2	17119325	16
chr2	17119880	24
chr2	17131495	19
chr2	17132467	17
chr2	17140485	51
chr2	17143042	45
chr2	17153579	46
chr2	17154088	29
chr2	17156077	20
chr2	17156735	15
chr2	17164176	38
chr2	17167609	21
chr2	17169034	24
chr2	17170228	14
chr2	17180729	27
chr2	17187309	20
chr2	17187928	37
chr2	17190259	30
chr2	17191163	17
chr2	17194495	33
chr2	17199203	32
chr2	17200963	39
chr2	17209437	20
chr2	17214392	26
chr2	17215498	49
chr2	17224122	32
chr2	17227054	17
chr2	17232718	23
chr2	17233136	48
chr2	17233889	18
chr2	17236340	22
chr2	17236710	29
chr2	17239658	135
chr2	17241998	26
chr2	17245008	19
chr2	17247488	22
chr2	17250213	31
chr2	17254802	21
chr2	17256344	36
chr2	17260361	45
chr2	17263637	36
chr2	17268803	33
chr2	17273526	37
chr2	17277155	22
chr2	17281532	17
chr2	17282324	17
chr2	17287768	23
chr2	17292229	25
chr2	17295294	21
chr2	17297782	53
chr2	17308887	18
chr2	17309909	15
chr2	17314670	19
chr2	17326113	30
chr2	17329737	18
chr2	17330196	30
chr2	17334076	25
chr2	17334533	22
chr2	17337135	23
chr2	17343950	21
chr2	17345555	26
chr2	17346072	47
chr2	17348088	25
chr2	17359310	28
chr2	17365461	30
chr2	17379311	29
chr2	17379751	21
chr2	17380542	44
chr2	17386443	28
chr2	17387086	37
chr2	17394509	25
chr2	17395129	28
chr2	17397392	14
chr2	17399175	25
chr2	17403823	129
chr2	17408395	19
chr2	17416529	29
chr2	17417148	17
chr2	17418521	18
chr2	17420309	16
chr2	17424728	38
chr2	17433052	51
chr2	17434295	32
chr2	17441634	22
chr2	17444382	20
chr2	17450012	34
chr2	17456956	46
chr2	17457737	33
chr2	17462241	38
chr2	17463868	21
chr2	17464686	30
chr2	17465515	44
chr2	17471603	45
chr2	17472859	21
chr2	17480033	35
chr2	17480416	33
chr2	17480876	16
chr2	17483571	31
chr2	17487805	26
chr2	17489459	18
chr2	17504741	13
chr2	17510097	65
chr2	17510845	17
chr2	17512124	27
chr2	17514785	29
chr2	17526176	59
chr2	17526719	21
chr2	17527321	25
chr2	17528641	38
chr2	17529135	30
chr2	17538700	19
chr2	17546570	61
chr2	17547403	17
chr2	17553495	16
chr2	17554166	23
chr2	17562083	34
chr2	17570109	25
chr2	17574786	27
chr2	17577758	22
chr2	17579825	28
chr2	17584050	32
chr2	17584447	27
chr2	17585684	18
chr2	17587149	30
chr2	17588178	59
chr2	17595562	33
chr2	17600280	20
chr2	17611735	28
chr2	17612090	25
chr2	17615314	21
chr2	17620084	18
chr2	17620546	45
chr2	17621438	26
chr2	17626668	24
chr2	17629189	18
chr2	17632142	17
chr2	17635655	28
chr2	17637993	19
chr2	17643636	24
chr2	17645456	23
chr2	17645744	23
chr2	17647870	23
chr2	17650093	21
chr2	17650553	18
chr2	17651179	15
chr2	17652204	26
chr2	17661501	42
chr2	17667369	20
chr2	17670862	35
chr2	17671988	50
chr2	17681515	33
chr2	17683016	26
chr2	17683884	28
chr2	17684559	30
chr2	17693289	11
chr2	17695817	12
chr2	17696389	21
chr2	17719534	37
chr2	17723042	17
chr2	17723354	14
chr2	17726116	17
chr2	17732213	30
chr2	17733550	63
chr2	17735177	20
chr2	17738951	34
chr2	17739642	24
chr2	17750815	26
chr2	17751934	26
chr2	17753790	31
chr2	17755027	16
chr2	17760759	22
chr2	17761952	26
chr2	17770293	19
chr2	17771256	21
chr2	17780492	17
chr2	17786326	23
chr2	17790791	14
chr2	17791752	18
chr2	17797827	12
chr2	17798965	24
chr2	17805504	26
chr2	17809397	34
chr2	17810540	26
chr2	17818375	26
chr2	17819055	45
chr2	17820576	37
chr2	17824409	18
chr2	17825589	18
chr2	17827193	50
chr2	17832009	30
chr2	17836670	66
chr2	17845231	23
chr2	17846200	57
chr2	17852810	31
chr2	17859757	20
chr2	17860544	28
chr2	17862054	16
chr2	17867571	28
chr2	17869374	23
chr2	17873612	32
chr2	17876092	18
chr2	17877261	18
chr2	17879079	42
chr2	17879634	30
chr2	17886033	28
chr2	17888088	36
chr2	17888624	21
chr2	17900145	26
chr2	17903849	25
chr2	17913835	29
chr2	17920884	27
chr2	17923054	39
chr2	17930216	26
chr2	17930604	14
chr2	17936005	20
chr2	17937970	29
chr2	17938752	54
chr2	17942141	21
chr2	17947723	26
chr2	17951121	16
chr2	17956487	35
chr2	17960959	17
chr2	17966497	32
chr2	17968665	21
chr2	17970814	28
chr2	17972269	28
chr2	17982013	39
chr2	17982882	23
chr2	17992455	14
chr2	17999436	20
chr2	18002052	56
chr2	18011713	13
chr2	18014143	13
chr2	18018674	19
chr2	18019611	15
chr2	18028643	31
chr2	18030088	18
chr2	18046556	10
chr2	18047182	24
chr2	18048700	23
chr2	18052900	26
chr2	18056639	30
chr2	18063337	31
chr2	18063904	29
chr2	18068616	74
chr2	18072132	40
chr2	18075303	33
chr2	18077513	18
chr2	18079178	25
chr2	18084008	36
chr2	18084582	25
chr2	18085300	25
chr2	18088107	140
chr2	18098239	25
chr2	18101867	15
chr2	18103819	19
chr2	18105507	21
chr2	18109491	29
chr2	18111964	47
chr2	18113516	30
chr2	18114385	40
chr2	18123392	14
chr2	18125219	17
chr2	18129940	42
chr2	18135529	59
chr2	18138712	24
chr2	18140985	27
chr2	18147317	15
chr2	18155431	20
chr2	18163371	19
chr2	18164067	31
chr2	18165824	47
chr2	18169592	30
chr2	18173473	35
chr2	18178096	31
chr2	18179143	18
chr2	18180333	20
chr2	18184174	105
chr2	18186765	24
chr2	18189356	20
chr2	18191787	22
chr2	18193329	29
chr2	18197544	37
chr2	18204126	25
chr2	18206280	27
chr2	18207192	39
chr2	18210003	33
chr2	18213211	20
chr2	18217851	50
chr2	18232432	30
chr2	18233196	51
chr2	18236034	21
chr2	18236794	23
chr2	18239088	19
chr2	18242548	25
chr2	18244825	37
chr2	18249444	27
chr2	18250682	20
chr2	18251329	25
chr2	18252857	21
chr2	18255530	28
chr2	18260209	29
chr2	18263092	29
chr2	18266104	29
chr2	18268275	17
chr2	18273036	15
chr2	18282244	20
chr2	18283918	25
chr2	18301990	31
chr2	18305859	33
chr2	18311013	15
chr2	18339918	15
chr2	18342168	15
chr2	18342470	14
chr2	18344092	25
chr2	18348886	21
chr2	18352400	43
chr2	18355874	15
chr2	18362788	23
chr2	18363843	13
chr2	18369415	25
chr2	18375084	19
chr2	18386505	27
chr2	18396689	27
chr2	18398992	13
chr2	18402986	25
chr2	18419402	32
chr2	18440318	16
chr2	18468176	14
chr2	18475768	14
chr2	18484063	43
chr2	18484592	23
chr2	18488059	42
chr2	18500099	17
chr2	18501713	26
chr2	18502794	23
chr2	18508464	19
chr2	18517058	15
chr2	18524612	42
chr2	18527195	17
chr2	18536555	36
chr2	18545396	26
chr2	18555216	17
chr2	18557835	50
chr2	18559835	16
chr2	18562487	17
chr2	18568632	16
chr2	18569949	31
chr2	18570566	17
chr2	18571607	20
chr2	18579455	15
chr2	18589280	38
chr2	18591736	34
chr2	18593153	52
chr2	18596932	26
chr2	18598058	41
chr2	18600602	23
chr2	18606664	16
chr2	18609606	51
chr2	18612571	36
chr2	18617727	29
chr2	18619725	18
chr2	18623319	20
chr2	18628455	48
chr2	18629228	27
chr2	18633442	33
chr2	18634784	57
chr2	18644155	18
chr2	18646928	21
chr2	18647455	21
chr2	18648203	17
chr2	18655119	39
chr2	18655725	31
chr2	18657757	32
chr2	18663421	33
chr2	18665757	21
chr2	18667822	25
chr2	18673085	42
chr2	18677277	19
chr2	18683173	27
chr2	18685343	28
chr2	18685664	36
chr2	18686228	36
chr2	18691635	24
