site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id	site1_TF	site2_TF
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2C2YABBY
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	19	convergent			NA	NA		NA		NA	NA				C2H2	C2C2YABBY
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	7	convergent			NA	NA		NA		NA	NA				C2H2	C2C2YABBY
9	51174115	51174121	C3_C2H2_40	1.42674	-	9	51174218	51174225	C3_C2C2YABBY_21	1.6497	+	97	divergent			NA	NA		NA		NA	NA				C2H2	C2C2YABBY
11	53805092	53805099	C3_HSF_30	2.34739	-	11	53805144	53805151	C3_C2C2YABBY_21	2.54601	+	45	divergent			NA	NA		NA		NA	NA				HSF	C2C2YABBY
11	57257443	57257450	C3_HSF_30	3.37974	-	11	57257512	57257519	C3_C2C2YABBY_21	3.00599	+	62	divergent			NA	NA		NA		NA	NA				HSF	C2C2YABBY
2	7657238	7657245	C3_HSF_30	2.114	+	2	7657316	7657323	C3_C2C2YABBY_21	1.65944	-	71	convergent			NA	NA		NA		NA	NA				HSF	C2C2YABBY
2	48792194	48792201	C3_HSF_30	2.07463	-	2	48792285	48792292	C3_C2C2YABBY_21	2.49989	-	84	TF2-TF1			NA	NA		NA		NA	NA				HSF	C2C2YABBY
7	41143882	41143889	C3_HSF_30	0.74616	-	7	41143934	41143941	C3_C2C2YABBY_21	1.50272	+	45	divergent			NA	NA		NA		NA	NA				HSF	C2C2YABBY
9	51174112	51174119	C3_HSF_30	1.42674	-	9	51174218	51174225	C3_C2C2YABBY_21	1.6497	+	99	divergent			NA	NA		NA		NA	NA				HSF	C2C2YABBY
11	53805094	53805100	C3_Homeobox_14	2.21998	-	11	53805144	53805151	C3_C2C2YABBY_21	2.54601	+	44	divergent			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
11	56485299	56485305	C3_Homeobox_14	2.16073	-	11	56485305	56485312	C3_C2C2YABBY_21	1.98279	+	0	divergent			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
11	57256858	57256864	C3_Homeobox_14	3.1901	+	11	57256903	57256910	C3_C2C2YABBY_21	3.00112	+	39	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
11	57257336	57257342	C3_Homeobox_14	2.58694	+	11	57257395	57257402	C3_C2C2YABBY_21	2.99794	+	53	TF1-TF2			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
2	7657304	7657310	C3_Homeobox_14	1.65944	+	2	7657316	7657323	C3_C2C2YABBY_21	1.65944	-	6	convergent			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
2	48792273	48792279	C3_Homeobox_14	2.43788	-	2	48792285	48792292	C3_C2C2YABBY_21	2.49989	-	6	TF2-TF1			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
2	51085716	51085722	C3_Homeobox_14	2.95379	-	2	51085812	51085819	C3_C2C2YABBY_21	3.07111	+	90	divergent			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
2	51086154	51086160	C3_Homeobox_14	2.37095	+	2	51086190	51086197	C3_C2C2YABBY_21	1.98384	-	30	convergent			NA	NA		NA		NA	NA				Homeobox	C2C2YABBY
11	10982317	10982323	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.03608	-	11	10982339	10982345	C4_C2C2gata_5	1.9671	+	16	divergent			NA	NA		NA		NA	NA				bZIP	C2C2gata
11	10982317	10982323	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.03608	-	11	10982371	10982377	C4_C2C2gata_5	1.75879	+	48	divergent			NA	NA		NA		NA	NA				bZIP	C2C2gata
11	10982317	10982323	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.03608	-	11	10982392	10982398	C4_C2C2gata_5	1.64559	+	69	divergent			NA	NA		NA		NA	NA				bZIP	C2C2gata
11	57257160	57257166	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.6589	+	11	57257206	57257212	C4_C2C2gata_5	2.26726	+	40	TF1-TF2			NA	NA		NA		NA	NA				bZIP	C2C2gata
11	57257160	57257166	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.6589	+	11	57257259	57257265	C4_C2C2gata_5	2.4036	+	93	TF1-TF2			NA	NA		NA		NA	NA				bZIP	C2C2gata
11	57257236	57257242	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.31488	+	11	57257259	57257265	C4_C2C2gata_5	2.4036	+	17	TF1-TF2			NA	NA		NA		NA	NA				bZIP	C2C2gata
10	61275280	61275286	C3_ABI3VP1_7	1.47622	+	10	61275342	61275348	C3_C2H2_40	1.40409	+	56	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
10	65978894	65978900	C3_ABI3VP1_7	1.3445	+	10	65978982	65978988	C3_C2H2_40	1.6061	+	82	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
10	65978904	65978910	C3_ABI3VP1_7	1.15084	-	10	65978982	65978988	C3_C2H2_40	1.6061	+	72	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
10	65980107	65980113	C3_ABI3VP1_7	1.26583	+	10	65980146	65980152	C3_C2H2_40	1.26583	+	33	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	2490585	2490591	C3_ABI3VP1_7	1.57495	+	11	2490618	2490624	C3_C2H2_40	1.76547	+	27	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	6	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	36	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	53805102	53805108	C3_ABI3VP1_7	2.46175	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	51	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	53805114	53805120	C3_ABI3VP1_7	2.67101	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	24	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	53805114	53805120	C3_ABI3VP1_7	2.67101	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	39	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	56485297	56485303	C3_ABI3VP1_7	2.18504	+	11	56485305	56485311	C3_C2H2_40	1.98279	+	2	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	57256860	57256866	C3_ABI3VP1_7	3.1901	-	11	57256903	57256909	C3_C2H2_40	3.00112	+	37	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	57257033	57257039	C3_ABI3VP1_7	3.61174	-	11	57257068	57257074	C3_C2H2_40	2.79072	+	29	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	57257033	57257039	C3_ABI3VP1_7	3.61174	-	11	57257116	57257122	C3_C2H2_40	3.1406	+	77	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
11	57257613	57257619	C3_ABI3VP1_7	2.57796	-	11	57257629	57257635	C3_C2H2_40	2.44478	+	10	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	7657236	7657242	C3_ABI3VP1_7	2.11769	+	2	7657317	7657323	C3_C2H2_40	1.65634	-	75	convergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	48792148	48792154	C3_ABI3VP1_7	2.55373	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	89	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	48792197	48792203	C3_ABI3VP1_7	2.55882	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	40	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	48792197	48792203	C3_ABI3VP1_7	2.55882	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	83	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	48792243	48792249	C3_ABI3VP1_7	2.48327	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	37	TF2-TF1			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	51085940	51085946	C3_ABI3VP1_7	2.05408	+	2	51086040	51086046	C3_C2H2_40	2.83731	-	94	convergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	51086154	51086160	C3_ABI3VP1_7	2.37095	+	2	51086191	51086197	C3_C2H2_40	1.92565	-	31	convergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
2	51086330	51086336	C3_ABI3VP1_7	2.68717	+	2	51086419	51086425	C3_C2H2_40	2.03575	-	83	convergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
3	2491062	2491068	C3_ABI3VP1_7	1.93396	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	17	convergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
6	49692425	49692431	C3_ABI3VP1_7	2.88979	+	6	49692458	49692464	C3_C2H2_40	2.71316	+	27	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
6	49692425	49692431	C3_ABI3VP1_7	2.88979	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	39	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
6	49692458	49692464	C3_ABI3VP1_7	2.71316	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	6	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
6	50057932	50057938	C3_ABI3VP1_7	1.95806	-	6	50057980	50057986	C3_C2H2_40	2.07669	+	42	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
7	270734	270740	C3_ABI3VP1_7	2.01627	+	7	270741	270747	C3_C2H2_40	1.94965	+	1	TF1-TF2			NA	NA		NA		NA	NA				ABI3VP1	C2H2
7	41143885	41143891	C3_ABI3VP1_7	0.74616	-	7	41143934	41143940	C3_C2H2_40	1.50272	+	43	divergent			NA	NA		NA		NA	NA				ABI3VP1	C2H2
1	79489781	79489788	C3_C2C2YABBY_21	1.45995	-	1	79489875	79489881	C3_C2H2_40	1.7043	-	87	TF2-TF1	transcript	-	79485751	79489648	query_1	-136	start	0	0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0	C2C2YABBY	C2H2
1	85181649	85181656	C3_C2C2YABBY_21	2.03901	+	1	85181676	85181682	C3_C2H2_40	2.21744	+	20	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
10	61275280	61275287	C3_C2C2YABBY_21	1.47622	+	10	61275342	61275348	C3_C2H2_40	1.40409	+	55	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805102	53805108	C3_C2H2_40	2.46175	-	40	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	52	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	82	divergent			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	53805055	53805062	C3_C2C2YABBY_21	2.1859	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	97	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	53805144	53805151	C3_C2C2YABBY_21	2.54601	+	11	53805159	53805165	C3_C2H2_40	2.56168	-	8	convergent			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	56485297	56485304	C3_C2C2YABBY_21	2.18504	+	11	56485305	56485311	C3_C2H2_40	1.98279	+	1	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	57256643	57256650	C3_C2C2YABBY_21	3.24357	+	11	57256655	57256661	C3_C2H2_40	3.05298	+	5	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	57257068	57257075	C3_C2C2YABBY_21	2.79072	+	11	57257116	57257122	C3_C2H2_40	3.1406	+	41	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
11	57257612	57257619	C3_C2C2YABBY_21	2.61163	-	11	57257629	57257635	C3_C2H2_40	2.44478	+	10	divergent			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	7	convergent			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	63	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
3	2490992	2490999	C3_C2C2YABBY_21	1.84358	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	86	convergent			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	50	divergent			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
3	2491005	2491012	C3_C2C2YABBY_21	1.81325	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	73	TF2-TF1			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
6	49692425	49692432	C3_C2C2YABBY_21	2.88979	+	6	49692458	49692464	C3_C2H2_40	2.71316	+	26	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
6	49692425	49692432	C3_C2C2YABBY_21	2.88979	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	38	TF1-TF2			NA	NA		NA		NA	NA				C2C2YABBY	C2H2
1	79489782	79489788	C3_C2H2_16	1.45995	-	1	79489875	79489881	C3_C2H2_40	1.7043	-	87	TF2-TF1	transcript	-	79485751	79489648	query_1	-137	start	0	0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0	C2H2	C2H2
1	79489782	79489788	C3_C2H2_40	1.45995	-	1	79489875	79489881	C3_C2H2_16	1.7043	-	87	TF2-TF1	transcript	-	79485751	79489648	query_1	-137	start	0	0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0	C2H2	C2H2
1	85181649	85181655	C3_C2H2_16	2.03901	+	1	85181676	85181682	C3_C2H2_40	2.21744	+	21	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
1	85181649	85181655	C3_C2H2_40	2.03901	+	1	85181676	85181682	C3_C2H2_16	2.21744	+	21	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
1	85181649	85181655	C3_C2H2_40	2.03901	+	1	85181703	85181709	C3_C2H2_16	2.45776	+	48	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
1	85181676	85181682	C3_C2H2_40	2.21744	+	1	85181703	85181709	C3_C2H2_16	2.45776	+	21	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
10	61275280	61275286	C3_C2H2_16	1.47622	+	10	61275342	61275348	C3_C2H2_40	1.40409	+	56	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
10	61275280	61275286	C3_C2H2_40	1.47622	+	10	61275342	61275348	C3_C2H2_16	1.40409	+	56	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
10	65978894	65978900	C3_C2H2_16	1.3445	+	10	65978982	65978988	C3_C2H2_40	1.6061	+	82	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
10	65980107	65980113	C3_C2H2_40	1.26583	+	10	65980146	65980152	C3_C2H2_16	1.26583	+	33	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	2490585	2490591	C3_C2H2_40	1.57495	+	11	2490597	2490603	C3_C2H2_16	1.57495	-	6	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	2490587	2490593	C3_C2H2_16	1.57495	-	11	2490618	2490624	C3_C2H2_40	1.76547	+	25	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	2490597	2490603	C3_C2H2_16	1.57495	-	11	2490618	2490624	C3_C2H2_40	1.76547	+	15	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805102	53805108	C3_C2H2_40	2.46175	-	40	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	52	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	82	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_16	2.1859	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	97	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805102	53805108	C3_C2H2_16	2.46175	-	40	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805144	53805150	C3_C2H2_16	2.54601	+	82	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_16	2.46175	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	6	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_16	2.46175	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	36	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_16	2.46175	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	51	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805144	53805150	C3_C2H2_16	2.54601	+	36	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805114	53805120	C3_C2H2_40	2.67101	-	11	53805144	53805150	C3_C2H2_16	2.54601	+	24	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805144	53805150	C3_C2H2_16	2.54601	+	11	53805159	53805165	C3_C2H2_40	2.56168	-	9	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	56485297	56485303	C3_C2H2_16	2.18504	+	11	56485305	56485311	C3_C2H2_40	1.98279	+	2	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	56485297	56485303	C3_C2H2_40	2.18504	+	11	56485305	56485311	C3_C2H2_16	1.98279	+	2	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	57256643	57256649	C3_C2H2_16	3.24357	+	11	57256655	57256661	C3_C2H2_40	3.05298	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257033	57257039	C3_C2H2_40	3.61174	-	11	57257068	57257074	C3_C2H2_16	2.79072	+	29	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257068	57257074	C3_C2H2_16	2.79072	+	11	57257116	57257122	C3_C2H2_40	3.1406	+	42	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257512	57257518	C3_C2H2_40	3.00599	+	11	57257613	57257619	C3_C2H2_16	2.57796	-	95	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	57257613	57257619	C3_C2H2_16	2.57796	-	11	57257629	57257635	C3_C2H2_40	2.44478	+	10	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
12	6081547	6081553	C3_C2H2_16	2.70304	-	12	6081582	6081588	C3_C2H2_40	2.46869	+	29	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	7657236	7657242	C3_C2H2_40	2.11769	+	2	7657317	7657323	C3_C2H2_16	1.65634	-	75	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	48792148	48792154	C3_C2H2_16	2.55373	-	2	48792243	48792249	C3_C2H2_40	2.48327	-	89	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
2	48792148	48792154	C3_C2H2_40	2.55373	-	2	48792243	48792249	C3_C2H2_16	2.48327	-	89	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
2	48792243	48792249	C3_C2H2_16	2.48327	-	2	48792286	48792292	C3_C2H2_40	2.56375	-	37	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
2	48792243	48792249	C3_C2H2_40	2.48327	-	2	48792286	48792292	C3_C2H2_16	2.56375	-	37	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
2	51085940	51085946	C3_C2H2_40	2.05408	+	2	51086040	51086046	C3_C2H2_16	2.83731	-	94	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	51086154	51086160	C3_C2H2_40	2.37095	+	2	51086191	51086197	C3_C2H2_16	1.92565	-	31	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
2	51086330	51086336	C3_C2H2_16	2.68717	+	2	51086419	51086425	C3_C2H2_40	2.03575	-	83	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2490992	2490998	C3_C2H2_40	1.84358	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	20	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	76	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_16	1.89862	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	99	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2490992	2490998	C3_C2H2_16	1.84358	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490980	2490986	C3_C2H2_40	1.89862	+	3	2491006	2491012	C3_C2H2_16	1.81325	-	20	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_16	1.84358	+	3	2491006	2491012	C3_C2H2_40	1.81325	-	8	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_16	1.84358	+	3	2491062	2491068	C3_C2H2_40	1.93396	+	64	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_16	1.84358	+	3	2491085	2491091	C3_C2H2_40	1.93557	-	87	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2490992	2490998	C3_C2H2_40	1.84358	+	3	2491006	2491012	C3_C2H2_16	1.81325	-	8	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2491006	2491012	C3_C2H2_16	1.81325	-	3	2491062	2491068	C3_C2H2_40	1.93396	+	50	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
3	2491006	2491012	C3_C2H2_16	1.81325	-	3	2491085	2491091	C3_C2H2_40	1.93557	-	73	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692425	49692431	C3_C2H2_16	2.88979	+	6	49692458	49692464	C3_C2H2_40	2.71316	+	27	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692425	49692431	C3_C2H2_16	2.88979	+	6	49692470	49692476	C3_C2H2_40	2.16714	+	39	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692425	49692431	C3_C2H2_40	2.88979	+	6	49692470	49692476	C3_C2H2_16	2.16714	+	39	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
6	49692458	49692464	C3_C2H2_40	2.71316	+	6	49692470	49692476	C3_C2H2_16	2.16714	+	6	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
7	270734	270740	C3_C2H2_16	2.01627	+	7	270741	270747	C3_C2H2_40	1.94965	+	1	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
7	270734	270740	C3_C2H2_40	2.01627	+	7	270741	270747	C3_C2H2_16	1.94965	+	1	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
7	41143885	41143891	C3_C2H2_16	0.74616	-	7	41143934	41143940	C3_C2H2_40	1.50272	+	43	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
8	62260028	62260034	C3_C2H2_40	0.83488	+	8	62260043	62260049	C3_C2H2_16	0.83488	-	9	convergent			NA	NA		NA		NA	NA				C2H2	C2H2
9	51174115	51174121	C3_C2H2_40	1.42674	-	9	51174218	51174224	C3_C2H2_16	1.6497	+	97	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
1	79489782	79489788	C3_C2H2_40	1.45995	-	1	79489875	79489881	C3_C2H2_40	1.7043	-	87	TF2-TF1	transcript	-	79485751	79489648	query_1	-137	start	0	0	Upstream	Solyc01T002705.1.ITAG5.0	Solyc01G002705.ITAG5.0	C2H2	C2H2
1	85181649	85181655	C3_C2H2_40	2.03901	+	1	85181676	85181682	C3_C2H2_40	2.21744	+	21	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
10	61275280	61275286	C3_C2H2_40	1.47622	+	10	61275342	61275348	C3_C2H2_40	1.40409	+	56	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
10	65980107	65980113	C3_C2H2_40	1.26583	+	10	65980146	65980152	C3_C2H2_40	1.26583	+	33	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	2490585	2490591	C3_C2H2_40	1.57495	+	11	2490618	2490624	C3_C2H2_40	1.76547	+	27	TF1-TF2			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805102	53805108	C3_C2H2_40	2.46175	-	40	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	52	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	82	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805056	53805062	C3_C2H2_40	2.1859	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	97	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805114	53805120	C3_C2H2_40	2.67101	-	6	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	36	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805102	53805108	C3_C2H2_40	2.46175	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	51	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805114	53805120	C3_C2H2_40	2.67101	-	11	53805144	53805150	C3_C2H2_40	2.54601	+	24	divergent			NA	NA		NA		NA	NA				C2H2	C2H2
11	53805114	53805120	C3_C2H2_40	2.67101	-	11	53805159	53805165	C3_C2H2_40	2.56168	-	39	TF2-TF1			NA	NA		NA		NA	NA				C2H2	C2H2
