site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id	site1_TF	site2_TF
12	67110809	67110817	C1_E2FDP_1	0.82815	+	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	61	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110824	67110832	C1_E2FDP_1	0.82815	-	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	33	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110824	67110832	C1_E2FDP_1	0.82815	-	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	46	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110824	67110832	C1_E2FDP_1	0.82815	-	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	89	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	67110865	67110871	C2_AP2EREBP_3-C3_AP2EREBP_24	1.55781	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	24	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110846	67110854	C1_E2FDP_1	1.55781	+	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	67	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110861	67110869	C1_E2FDP_1	1.55781	-	12	67110878	67110884	C2_AP2EREBP_3-C3_AP2EREBP_24	1.38643	+	9	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110861	67110869	C1_E2FDP_1	1.55781	-	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	52	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110880	67110888	C1_E2FDP_1	1.38643	+	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	33	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67110902	67110910	C1_E2FDP_1	1.4003	+	12	67110921	67110927	C2_AP2EREBP_3-C3_AP2EREBP_24	1.17757	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328350	67328358	C1_E2FDP_1	1.91583	+	12	67328391	67328397	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16866	-	33	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328350	67328358	C1_E2FDP_1	1.91583	+	12	67328447	67328453	C2_AP2EREBP_3-C3_AP2EREBP_24	2.38973	-	89	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328372	67328380	C1_E2FDP_1	1.89301	+	12	67328391	67328397	C2_AP2EREBP_3-C3_AP2EREBP_24	2.16866	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328372	67328380	C1_E2FDP_1	1.89301	+	12	67328447	67328453	C2_AP2EREBP_3-C3_AP2EREBP_24	2.38973	-	67	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328372	67328380	C1_E2FDP_1	1.89301	+	12	67328461	67328467	C2_AP2EREBP_3-C3_AP2EREBP_24	2.45953	+	81	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328387	67328395	C1_E2FDP_1	2.15378	-	12	67328447	67328453	C2_AP2EREBP_3-C3_AP2EREBP_24	2.38973	-	52	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328387	67328395	C1_E2FDP_1	2.15378	-	12	67328461	67328467	C2_AP2EREBP_3-C3_AP2EREBP_24	2.45953	+	66	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328387	67328395	C1_E2FDP_1	2.15378	-	12	67328482	67328488	C2_AP2EREBP_3-C3_AP2EREBP_24	1.53549	-	87	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328407	67328415	C1_E2FDP_1	1.90575	+	12	67328447	67328453	C2_AP2EREBP_3-C3_AP2EREBP_24	2.38973	-	32	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328407	67328415	C1_E2FDP_1	1.90575	+	12	67328461	67328467	C2_AP2EREBP_3-C3_AP2EREBP_24	2.45953	+	46	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328407	67328415	C1_E2FDP_1	1.90575	+	12	67328482	67328488	C2_AP2EREBP_3-C3_AP2EREBP_24	1.53549	-	67	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328407	67328415	C1_E2FDP_1	1.90575	+	12	67328496	67328502	C2_AP2EREBP_3-C3_AP2EREBP_24	1.47833	+	81	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328428	67328436	C1_E2FDP_1	2.38973	+	12	67328447	67328453	C2_AP2EREBP_3-C3_AP2EREBP_24	2.38973	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328428	67328436	C1_E2FDP_1	2.38973	+	12	67328461	67328467	C2_AP2EREBP_3-C3_AP2EREBP_24	2.45953	+	25	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328428	67328436	C1_E2FDP_1	2.38973	+	12	67328482	67328488	C2_AP2EREBP_3-C3_AP2EREBP_24	1.53549	-	46	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328428	67328436	C1_E2FDP_1	2.38973	+	12	67328496	67328502	C2_AP2EREBP_3-C3_AP2EREBP_24	1.47833	+	60	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328443	67328451	C1_E2FDP_1	2.38973	-	12	67328461	67328467	C2_AP2EREBP_3-C3_AP2EREBP_24	2.45953	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328443	67328451	C1_E2FDP_1	2.38973	-	12	67328482	67328488	C2_AP2EREBP_3-C3_AP2EREBP_24	1.53549	-	31	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328443	67328451	C1_E2FDP_1	2.38973	-	12	67328496	67328502	C2_AP2EREBP_3-C3_AP2EREBP_24	1.47833	+	45	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328463	67328471	C1_E2FDP_1	2.45953	+	12	67328482	67328488	C2_AP2EREBP_3-C3_AP2EREBP_24	1.53549	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328463	67328471	C1_E2FDP_1	2.45953	+	12	67328496	67328502	C2_AP2EREBP_3-C3_AP2EREBP_24	1.47833	+	25	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328478	67328486	C1_E2FDP_1	1.65583	-	12	67328496	67328502	C2_AP2EREBP_3-C3_AP2EREBP_24	1.47833	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328498	67328506	C1_E2FDP_1	1.43268	+	12	67328596	67328602	C2_AP2EREBP_3-C3_AP2EREBP_24	1.25067	-	90	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328520	67328528	C1_E2FDP_1	1.43268	+	12	67328596	67328602	C2_AP2EREBP_3-C3_AP2EREBP_24	1.25067	-	68	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328577	67328585	C1_E2FDP_1	1.04424	+	12	67328596	67328602	C2_AP2EREBP_3-C3_AP2EREBP_24	1.25067	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328577	67328585	C1_E2FDP_1	1.04424	+	12	67328653	67328659	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40701	-	68	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328592	67328600	C1_E2FDP_1	1.12956	-	12	67328653	67328659	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40701	-	53	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328634	67328642	C1_E2FDP_1	1.4044	+	12	67328653	67328659	C2_AP2EREBP_3-C3_AP2EREBP_24	1.40701	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328691	67328699	C1_E2FDP_1	1.17938	+	12	67328767	67328773	C2_AP2EREBP_3-C3_AP2EREBP_24	1.51552	-	68	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328706	67328714	C1_E2FDP_1	1.17938	-	12	67328767	67328773	C2_AP2EREBP_3-C3_AP2EREBP_24	1.51552	-	53	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328763	67328771	C1_E2FDP_1	1.40971	-	12	67328824	67328830	C2_AP2EREBP_3-C3_AP2EREBP_24	1.59427	-	53	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328820	67328828	C1_E2FDP_1	1.59427	-	12	67328914	67328920	C2_AP2EREBP_3-C3_AP2EREBP_24	1.05618	-	86	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328820	67328828	C1_E2FDP_1	1.59427	-	12	67328927	67328933	C2_AP2EREBP_3-C3_AP2EREBP_24	0.97485	+	99	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328862	67328870	C1_E2FDP_1	1.02063	+	12	67328914	67328920	C2_AP2EREBP_3-C3_AP2EREBP_24	1.05618	-	44	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328862	67328870	C1_E2FDP_1	1.02063	+	12	67328927	67328933	C2_AP2EREBP_3-C3_AP2EREBP_24	0.97485	+	57	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328876	67328884	C1_E2FDP_1	1.02063	-	12	67328914	67328920	C2_AP2EREBP_3-C3_AP2EREBP_24	1.05618	-	30	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328876	67328884	C1_E2FDP_1	1.02063	-	12	67328927	67328933	C2_AP2EREBP_3-C3_AP2EREBP_24	0.97485	+	43	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67328910	67328918	C1_E2FDP_1	1.03408	-	12	67328927	67328933	C2_AP2EREBP_3-C3_AP2EREBP_24	0.97485	+	9	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437680	67437688	C1_E2FDP_1	2.09758	+	12	67437699	67437705	C2_AP2EREBP_3-C3_AP2EREBP_24	1.98974	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437680	67437688	C1_E2FDP_1	2.09758	+	12	67437755	67437761	C2_AP2EREBP_3-C3_AP2EREBP_24	2.2446	-	67	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437695	67437703	C1_E2FDP_1	1.98974	-	12	67437755	67437761	C2_AP2EREBP_3-C3_AP2EREBP_24	2.2446	-	52	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437736	67437744	C1_E2FDP_1	2.23498	+	12	67437755	67437761	C2_AP2EREBP_3-C3_AP2EREBP_24	2.2446	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437736	67437744	C1_E2FDP_1	2.23498	+	12	67437812	67437818	C2_AP2EREBP_3-C3_AP2EREBP_24	1.93939	-	68	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437751	67437759	C1_E2FDP_1	2.24272	-	12	67437812	67437818	C2_AP2EREBP_3-C3_AP2EREBP_24	1.93939	-	53	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437793	67437801	C1_E2FDP_1	1.9422	+	12	67437812	67437818	C2_AP2EREBP_3-C3_AP2EREBP_24	1.93939	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437793	67437801	C1_E2FDP_1	1.9422	+	12	67437868	67437874	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4808	-	67	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437793	67437801	C1_E2FDP_1	1.9422	+	12	67437889	67437895	C2_AP2EREBP_3-C3_AP2EREBP_24	1.54406	-	88	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437808	67437816	C1_E2FDP_1	1.9422	-	12	67437868	67437874	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4808	-	52	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437808	67437816	C1_E2FDP_1	1.9422	-	12	67437889	67437895	C2_AP2EREBP_3-C3_AP2EREBP_24	1.54406	-	73	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437850	67437858	C1_E2FDP_1	1.4808	+	12	67437868	67437874	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4808	-	10	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437850	67437858	C1_E2FDP_1	1.4808	+	12	67437889	67437895	C2_AP2EREBP_3-C3_AP2EREBP_24	1.54406	-	31	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437850	67437858	C1_E2FDP_1	1.4808	+	12	67437944	67437950	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4602	-	86	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437864	67437872	C1_E2FDP_1	1.4808	-	12	67437889	67437895	C2_AP2EREBP_3-C3_AP2EREBP_24	1.54406	-	17	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437864	67437872	C1_E2FDP_1	1.4808	-	12	67437944	67437950	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4602	-	72	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437905	67437913	C1_E2FDP_1	1.48141	+	12	67437944	67437950	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4602	-	31	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437905	67437913	C1_E2FDP_1	1.48141	+	12	67438002	67438008	C2_AP2EREBP_3-C3_AP2EREBP_24	0.81077	-	89	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437925	67437933	C1_E2FDP_1	1.48141	+	12	67437944	67437950	C2_AP2EREBP_3-C3_AP2EREBP_24	1.4602	-	11	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437925	67437933	C1_E2FDP_1	1.48141	+	12	67438002	67438008	C2_AP2EREBP_3-C3_AP2EREBP_24	0.81077	-	69	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437925	67437933	C1_E2FDP_1	1.48141	+	12	67438016	67438022	C2_AP2EREBP_3-C3_AP2EREBP_24	0.99699	+	83	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437940	67437948	C1_E2FDP_1	1.48141	-	12	67438002	67438008	C2_AP2EREBP_3-C3_AP2EREBP_24	0.81077	-	54	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67437940	67437948	C1_E2FDP_1	1.48141	-	12	67438016	67438022	C2_AP2EREBP_3-C3_AP2EREBP_24	0.99699	+	68	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67438018	67438026	C1_E2FDP_1	0.99699	+	12	67438123	67438129	C2_AP2EREBP_3-C3_AP2EREBP_24	0.90324	-	97	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67438038	67438046	C1_E2FDP_1	0.99699	+	12	67438123	67438129	C2_AP2EREBP_3-C3_AP2EREBP_24	0.90324	-	77	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67558985	67558993	C1_E2FDP_1	1.61334	+	12	67559040	67559046	C2_AP2EREBP_3-C3_AP2EREBP_24	1.83022	+	47	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559000	67559008	C1_E2FDP_1	1.61334	-	12	67559040	67559046	C2_AP2EREBP_3-C3_AP2EREBP_24	1.83022	+	32	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559022	67559030	C1_E2FDP_1	1.61327	-	12	67559040	67559046	C2_AP2EREBP_3-C3_AP2EREBP_24	1.83022	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559057	67559065	C1_E2FDP_1	1.83022	-	12	67559153	67559159	C2_AP2EREBP_3-C3_AP2EREBP_24	1.63979	+	88	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559079	67559087	C1_E2FDP_1	1.83022	-	12	67559153	67559159	C2_AP2EREBP_3-C3_AP2EREBP_24	1.63979	+	66	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559098	67559106	C1_E2FDP_1	1.6428	+	12	67559153	67559159	C2_AP2EREBP_3-C3_AP2EREBP_24	1.63979	+	47	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559113	67559121	C1_E2FDP_1	1.6428	-	12	67559153	67559159	C2_AP2EREBP_3-C3_AP2EREBP_24	1.63979	+	32	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559113	67559121	C1_E2FDP_1	1.6428	-	12	67559210	67559216	C2_AP2EREBP_3-C3_AP2EREBP_24	1.94678	+	89	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559135	67559143	C1_E2FDP_1	1.6428	-	12	67559153	67559159	C2_AP2EREBP_3-C3_AP2EREBP_24	1.63979	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559135	67559143	C1_E2FDP_1	1.6428	-	12	67559210	67559216	C2_AP2EREBP_3-C3_AP2EREBP_24	1.94678	+	67	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559155	67559163	C1_E2FDP_1	1.63921	+	12	67559210	67559216	C2_AP2EREBP_3-C3_AP2EREBP_24	1.94678	+	47	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559155	67559163	C1_E2FDP_1	1.63921	+	12	67559252	67559258	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97076	-	89	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559192	67559200	C1_E2FDP_1	1.65676	-	12	67559210	67559216	C2_AP2EREBP_3-C3_AP2EREBP_24	1.94678	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559192	67559200	C1_E2FDP_1	1.65676	-	12	67559252	67559258	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97076	-	52	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559192	67559200	C1_E2FDP_1	1.65676	-	12	67559266	67559272	C2_AP2EREBP_3-C3_AP2EREBP_24	2.03906	+	66	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559212	67559220	C1_E2FDP_1	1.94678	+	12	67559252	67559258	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97076	-	32	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559212	67559220	C1_E2FDP_1	1.94678	+	12	67559266	67559272	C2_AP2EREBP_3-C3_AP2EREBP_24	2.03906	+	46	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559227	67559235	C1_E2FDP_1	2.09943	-	12	67559252	67559258	C2_AP2EREBP_3-C3_AP2EREBP_24	1.97076	-	17	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559227	67559235	C1_E2FDP_1	2.09943	-	12	67559266	67559272	C2_AP2EREBP_3-C3_AP2EREBP_24	2.03906	+	31	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559248	67559256	C1_E2FDP_1	1.9586	-	12	67559266	67559272	C2_AP2EREBP_3-C3_AP2EREBP_24	2.03906	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559283	67559291	C1_E2FDP_1	1.8985	-	12	67559363	67559369	C2_AP2EREBP_3-C3_AP2EREBP_24	1.96185	-	72	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559304	67559312	C1_E2FDP_1	1.94984	-	12	67559363	67559369	C2_AP2EREBP_3-C3_AP2EREBP_24	1.96185	-	51	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67559337	67559345	C1_E2FDP_1	2.3525	-	12	67559363	67559369	C2_AP2EREBP_3-C3_AP2EREBP_24	1.96185	-	18	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708217	67708225	C1_E2FDP_1	1.34677	-	12	67708233	67708239	C2_AP2EREBP_3-C3_AP2EREBP_24	1.53072	+	8	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708217	67708225	C1_E2FDP_1	1.34677	-	12	67708290	67708296	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46235	+	65	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708235	67708243	C1_E2FDP_1	1.50693	+	12	67708290	67708296	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46235	+	47	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708251	67708259	C1_E2FDP_1	1.4672	-	12	67708290	67708296	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46235	+	31	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708251	67708259	C1_E2FDP_1	1.4672	-	12	67708345	67708351	C2_AP2EREBP_3-C3_AP2EREBP_24	1.66466	+	86	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708272	67708280	C1_E2FDP_1	1.6482	-	12	67708290	67708296	C2_AP2EREBP_3-C3_AP2EREBP_24	1.46235	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708272	67708280	C1_E2FDP_1	1.6482	-	12	67708345	67708351	C2_AP2EREBP_3-C3_AP2EREBP_24	1.66466	+	65	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708292	67708300	C1_E2FDP_1	1.46235	+	12	67708345	67708351	C2_AP2EREBP_3-C3_AP2EREBP_24	1.66466	+	45	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708306	67708314	C1_E2FDP_1	1.46235	-	12	67708345	67708351	C2_AP2EREBP_3-C3_AP2EREBP_24	1.66466	+	31	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708306	67708314	C1_E2FDP_1	1.46235	-	12	67708401	67708407	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71873	+	87	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708327	67708335	C1_E2FDP_1	1.46565	-	12	67708345	67708351	C2_AP2EREBP_3-C3_AP2EREBP_24	1.66466	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708327	67708335	C1_E2FDP_1	1.46565	-	12	67708401	67708407	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71873	+	66	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708327	67708335	C1_E2FDP_1	1.46565	-	12	67708421	67708427	C2_AP2EREBP_3-C3_AP2EREBP_24	1.72409	-	86	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708347	67708355	C1_E2FDP_1	1.66466	+	12	67708401	67708407	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71873	+	46	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708347	67708355	C1_E2FDP_1	1.66466	+	12	67708421	67708427	C2_AP2EREBP_3-C3_AP2EREBP_24	1.72409	-	66	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708362	67708370	C1_E2FDP_1	1.66466	-	12	67708401	67708407	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71873	+	31	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708362	67708370	C1_E2FDP_1	1.66466	-	12	67708421	67708427	C2_AP2EREBP_3-C3_AP2EREBP_24	1.72409	-	51	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708362	67708370	C1_E2FDP_1	1.66466	-	12	67708456	67708462	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52495	+	86	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708383	67708391	C1_E2FDP_1	1.66466	-	12	67708401	67708407	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71873	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708383	67708391	C1_E2FDP_1	1.66466	-	12	67708421	67708427	C2_AP2EREBP_3-C3_AP2EREBP_24	1.72409	-	30	TF2-TF1			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708383	67708391	C1_E2FDP_1	1.66466	-	12	67708456	67708462	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52495	+	65	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708403	67708411	C1_E2FDP_1	1.72409	+	12	67708421	67708427	C2_AP2EREBP_3-C3_AP2EREBP_24	1.72409	-	10	convergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708403	67708411	C1_E2FDP_1	1.72409	+	12	67708456	67708462	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52495	+	45	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708403	67708411	C1_E2FDP_1	1.72409	+	12	67708510	67708516	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71563	+	99	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708417	67708425	C1_E2FDP_1	1.72409	-	12	67708456	67708462	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52495	+	31	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708417	67708425	C1_E2FDP_1	1.72409	-	12	67708510	67708516	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71563	+	85	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708438	67708446	C1_E2FDP_1	1.88774	-	12	67708456	67708462	C2_AP2EREBP_3-C3_AP2EREBP_24	1.52495	+	10	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708438	67708446	C1_E2FDP_1	1.88774	-	12	67708510	67708516	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71563	+	64	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708458	67708466	C1_E2FDP_1	1.54813	+	12	67708510	67708516	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71563	+	44	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708458	67708466	C1_E2FDP_1	1.54813	+	12	67708565	67708571	C2_AP2EREBP_3-C3_AP2EREBP_24	1.89482	+	99	TF1-TF2			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
12	67708471	67708479	C1_E2FDP_1	1.40774	-	12	67708510	67708516	C2_AP2EREBP_3-C3_AP2EREBP_24	1.71563	+	31	divergent			NA	NA		NA		NA	NA				E2FDP	AP2EREBP
