output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C3_Trihelix_3	NA	C3_Trihelix_3	C_	431	15.23307	134	7.53235	27	0.63217	1.00327e-114	True
_C3_AP2EREBP_58	NA	C3_AP2EREBP_58	C_8	1236	16.37396	370	10.88492	188	0.36427	4.70162e-112	True
_C2_TCP_3-C3_TCP_20	NA	C2_TCP_3-C3_TCP_20	C_	265	9.9303	34	13.06746	55	-0.31045	4.42422e-73	True
_C1_bZIP_7	NA	C1_bZIP_7	C_	760	23.5325	376	13.408	178	0.613	1.65546e-130	True
_C3_NAC_73	NA	C3_NAC_73	C_	754	19.68235	296	10.44086	110	0.56033	3.48929e-122	True
_C5_MYBrelated_4	NA	C5_MYBrelated_4	C_1	183	18.85985	72	12.9925	42	0.41453	1.11481e-78	True
_C2_ARID_36	NA	C2_ARID_36	C_	209	11.01935	41	13.85832	51	-0.26872	1.77941e-62	True
_C2_BSD_1-C3_BSD_1	NA	C2_BSD_1-C3_BSD_1	C_	1050	5.86532	62	9.24583	117	-0.58094	3.09851e-127	True
_C2_HSF_7-C3_HSF_5	NA	C2_HSF_7-C3_HSF_5	C_	405	5.67394	24	9.19896	47	-0.61007	1.12297e-111	True
_C2_C2H2_51-C3_C2H2_82	NA	C2_C2H2_51-C3_C2H2_82	C_	507	7.5426	46	10.32067	86	-0.48847	1.64071e-101	True
_C2_C2H2_46-C3_C2H2_70	NA	C2_C2H2_46-C3_C2H2_70	C_7	218	8.87223	31	10.98585	34	-0.38636	6.79115e-78	True
_C3_AP2EREBP_23	NA	C3_AP2EREBP_23	C_	495	16.1526	163	9.59218	51	0.47838	9.75933e-105	True
_C2_C2C2gata_28	NA	C2_C2C2gata_28	C_	716	19.95734	282	12.16769	140	0.49347	7.52592e-116	True
_C3_LOBAS2_15	NA	C3_LOBAS2_15	C_	604	15.49427	183	9.91291	77	0.44941	6.63308e-109	True
_C1_NLP_2-C3_NLP_8	NA	C1_NLP_2-C3_NLP_8	C_8	270	15.30294	76	10.1341	44	0.46784	4.49818e-89	True
_C1_MYBrelated_20	NA	C1_MYBrelated_20	C_	461	18.21052	170	9.91062	50	0.6599	1.01001e-117	True
_C4_NAC_45	NA	C4_NAC_45	C_5	1661	15.9475	477	11.00074	256	0.34279	1.21854e-120	True
_C3_C2H2_104	NA	C3_C2H2_104	C_	301	6.69353	22	8.38706	32	-0.32671	7.62287e-75	True
_C2_C2H2_49	NA	C2_C2H2_49	C_	972	19.32371	384	11.18187	157	0.49536	2.1064e-121	True
_C3_Trihelix_28	NA	C3_Trihelix_28	C_	518	20.45058	232	9.34358	52	0.86003	3.82243e-130	True
_C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	NA	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	C_	421	10.03265	59	13.47238	101	-0.33881	2.01762e-84	True
_C3_NLP_1	NA	C3_NLP_1	C_	799	13.5867	193	9.47219	98	0.41227	2.47063e-104	True
_C1_bHLH_33-C3_bHLH_27	NA	C1_bHLH_33-C3_bHLH_27	C_	1593	15.90681	480	12.3314	302	0.27741	2.84828e-107	True
_C3_C3H_1	NA	C3_C3H_1	C_4-C3_AP2EREBP_64	468	18.87423	198	9.16506	47	0.77428	3.55695e-124	True
_C1_Trihelix_9	NA	C1_Trihelix_9	C_	1090	22.06575	518	10.9165	166	0.75118	2.02892e-139	True
_C3_Trihelix_42	NA	C3_Trihelix_42	C_	884	21.70883	403	11.16856	144	0.74399	6.20136e-133	True
_C1_NLP_1-C3_NLP_7	NA	C1_NLP_1-C3_NLP_7	C_	801	13.59817	194	9.48254	100	0.4127	2.02173e-110	True
_C1_bZIP_18	NA	C1_bZIP_18	C_8	628	19.56142	255	10.56322	82	0.71416	2.96563e-124	True
_C2_bZIP_15-C3_bZIP_54	NA	C2_bZIP_15-C3_bZIP_54	C_	226	9.21365	28	10.63675	36	-0.23821	5.29973e-60	True
_C1_AP2EREBP_17-C3_AP2EREBP_68	NA	C1_AP2EREBP_17-C3_AP2EREBP_68	C_	1384	17.59082	489	11.73535	239	0.4639	1.60007e-125	True
_C3_bZIP_22	NA	C3_bZIP_22	C_	1498	16.92363	473	13.25687	338	0.27507	5.06053e-105	True
_C2_NAC_35	NA	C2_NAC_35	C_	133	10.10925	19	11.70743	23	-0.25193	4.54081e-47	True
_C1_bZIP_9-C5_bZIP_7	NA	C1_bZIP_9-C5_bZIP_7	C_	1576	20.07232	646	13.12612	327	0.44964	2.09385e-125	True
_C2_AP2EREBP_22	NA	C2_AP2EREBP_22	C_	458	21.53846	211	11.11062	70	0.6217	1.43639e-119	True
_C2_BZR_4-C3_BZR_4	NA	C2_BZR_4-C3_BZR_4	C_	1045	21.8354	480	11.32044	171	0.68723	1.59889e-132	True
_C2_bZIP_2-C3_bZIP_2	NA	C2_bZIP_2-C3_bZIP_2	C_	1599	16.11531	502	11.95871	289	0.32226	4.29077e-115	True
_C1_bZIP_2	NA	C1_bZIP_2	C_	924	17.85578	342	11.36181	150	0.47466	6.41245e-114	True
_C1_bZIP_3	NA	C1_bZIP_3	C_	675	19.19946	291	10.78518	98	0.64727	1.38725e-124	True
_C3_FHA_1	NA	C3_FHA_1	C_	520	7.75527	52	9.21729	65	-0.24565	1.04622e-74	True
_C1_MADS_7	NA	C1_MADS_7	C_	745	18.66429	285	11.34811	117	0.55536	3.4737e-118	True
_C1_bHLH_18-C4_bHLH_13	NA	C1_bHLH_18-C4_bHLH_13	C_	1293	17.99121	445	11.89114	241	0.42498	3.49265e-118	True
_C1_C3H_3	NA	C1_C3H_3	C_	599	11.21173	113	13.3522	134	-0.26214	3.76413e-80	True
_C4_C2C2gata_5	NA	C4_C2C2gata_5	C_	968	10.23418	149	12.19864	194	-0.25044	4.55743e-94	True
_C3_ARF_7	NA	C3_ARF_7	C_	925	17.43443	332	9.14232	100	0.60474	3.16792e-123	True
